parameter,value,se_sa,rse_sa
Cl_pop,13.5016082229618,0.920981544474161,6.82127291256959
V1_pop,21.7628936114674,4.18283909140732e-6,1.92200502657573e-5
Q_pop,36.5314968032174,18.9696620917588,51.9268679133019
V2_pop,16.3974664215353,3.6245728833117,22.1044690084039
omega_Cl,0.257881104434036,0.0488235068910227,18.9325646786624
omega_V1,6.78911971736989e-8,6.19823851756615e-8,91.2966448611596
omega_Q,1.66500475941682,0.48487550489839,29.1215687015947
omega_V2,0.720939694265231,0.193494057091771,26.8391459966671
a,1.54597606393337,0.253962275282205,16.4273096593784
b,0.05723654365985,0.013295601045507,23.2292172017254
