parameter,value,se_sa,rse_sa
Cl_pop,18.9737667922195,2.74366997488009,14.4603336012604
beta_Cl_tSCRMGDL,-4.91087541454442,2.54883816681984,51.9019105895255
V1_pop,24.431812228277,2.53735404063166,10.3854516272639
Q_pop,23.4,,
V2_pop,12.7468036874419,4.34890007002481,34.1175731317595
omega_Cl,3.13185666651415,0.606531404003117,19.3665122190348
omega_V1,0.273219439694904,0.204147019823065,74.7190683250906
omega_Q,0.972190698290455,0.480604199478485,49.4351777201326
omega_V2,0.920923705705754,0.301386560340837,32.7265503617228
a,1.52658323933503,0.272498722455415,17.8502367531635
b,0.04269840948345,0.0165360794274034,38.7276238797907
