Cl_pop,1,0.20325,-0.95554,0.021359,-0.024627,-0.0014159,0.010322,0.016921,-0.0048103,-0.011443,0.010948,-0.010855
beta_Cl_logtWTKG,0.20325,1,-0.1933,0.011132,-0.0034724,-0.055009,-0.0080833,-0.00048365,0.0070193,0.006227,-0.025249,0.02321
beta_Cl_tSCRMGDL,-0.95554,-0.1933,1,-0.014946,0.011784,0.00042861,-0.0090418,-0.017289,0.0014292,0.010377,-0.0069396,0.013616
V1_pop,0.021359,0.011132,-0.014946,1,-0.15378,-0.14571,-0.014154,0.17703,-0.082641,0.11436,-0.10382,0.10741
V2_pop,-0.024627,-0.0034724,0.011784,-0.15378,1,0.036379,0.00069417,-0.092518,0.23351,-0.048496,-0.061634,-0.046447
beta_V2_logtWTKG,-0.0014159,-0.055009,0.00042861,-0.14571,0.036379,1,0.011037,-0.0030224,-0.018273,-0.12942,0.24243,-0.23601
omega_Cl,0.010322,-0.0080833,-0.0090418,-0.014154,0.00069417,0.011037,1,-0.040991,0.039575,-0.013554,0.016916,-0.0376
omega_V1,0.016921,-0.00048365,-0.017289,0.17703,-0.092518,-0.0030224,-0.040991,1,-0.27135,-0.14836,0.024756,-0.083023
omega_Q,-0.0048103,0.0070193,0.0014292,-0.082641,0.23351,-0.018273,0.039575,-0.27135,1,-0.021139,-0.030909,-0.0045566
omega_V2,-0.011443,0.006227,0.010377,0.11436,-0.048496,-0.12942,-0.013554,-0.14836,-0.021139,1,-0.12033,0.13613
a,0.010948,-0.025249,-0.0069396,-0.10382,-0.061634,0.24243,0.016916,0.024756,-0.030909,-0.12033,1,-0.57732
b,-0.010855,0.02321,0.013616,0.10741,-0.046447,-0.23601,-0.0376,-0.083023,-0.0045566,0.13613,-0.57732,1
