pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.4723,0.131166,-2.89173,0.00489226,-1.61117,0.0885403,All
-1.00639,0.472196,-2.65705,0.0146768,-1.19705,0.295134,All
-0.540482,0.524663,-2.42236,0.0244613,-0.782926,0.590269,All
-0.0745739,0.393497,-2.18767,0.0342458,-0.368802,0.383675,All
0.391334,0.262331,-1.95299,0.0733839,0.0453222,0.354161,All
0.857242,0.183632,-1.7183,0.0684916,0.459446,0.295134,All
1.32315,0.131166,-1.48361,0.0880607,0.87357,0.206594,All
1.78906,0.104933,-1.24893,0.200583,1.28769,0.147567,All
2.25497,0.104933,-1.01424,0.205475,1.70182,0.147567,All
2.72087,0.0524663,-0.779553,0.269074,2.11594,0.147567,All
,,-0.544866,0.298428,,,All
,,-0.310179,0.34735,,,All
,,-0.0754927,0.425626,,,All
,,0.159194,0.45498,,,All
,,0.393881,0.513687,,,All
,,0.628568,0.357135,,,All
,,0.863254,0.293536,,,All
,,1.09794,0.283751,,,All
,,1.33263,0.190798,,,All
,,1.56731,0.10763,,,All
,,1.802,0.0489226,,,All
,,2.03669,0.0440303,,,All
,,2.27137,0.0244613,,,All
,,2.50606,0.0146768,,,All
,,2.74075,0,,,All
,,2.97543,0.00978452,,,All
,,3.21012,0,,,All
,,3.44481,0,,,All
,,3.67949,0,,,All
,,3.91418,0.00489226,,,All
