iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,50.411,1,13.5016,36.5315,21.7629,16.3975,1.54598,0.0572365,0.257881,1.665,6.78912e-08,0.72094
2,44.2637,1,13.2776,60.4591,21.7629,19.879,1.49944,0.0636877,0.280501,1.43877,8.07205e-08,0.735294
3,36.6163,1,13.4426,62.5925,21.7629,19.4361,1.47202,0.0573076,0.293286,1.54007,7.6181e-08,0.768312
4,35.812,1,13.4287,59.9338,21.7629,19.3018,1.41116,0.0560516,0.300187,1.55512,8.87383e-08,0.752453
5,32.7404,1,13.3632,64.5949,21.7629,19.9964,1.43415,0.0576284,0.296786,1.5571,7.06828e-08,0.757248
6,17.1725,1,13.3782,58.8823,21.7629,19.6385,1.44443,0.0491634,0.293684,1.44665,7.13997e-08,0.702772
7,24.6305,1,13.3946,51.491,21.7629,18.5138,1.44458,0.0569808,0.293767,1.38901,6.58736e-08,0.715061
8,29.2457,1,13.3545,55.385,21.7629,18.3089,1.42085,0.0585066,0.294892,1.38874,6.62109e-08,0.790205
9,32.5466,1,13.3572,54.96,21.7629,18.7506,1.51022,0.0579538,0.300308,1.37459,5.84183e-08,0.836405
10,33.1378,1,13.2961,56.0191,21.7629,18.0992,1.51022,0.0593124,0.29935,1.46613,5.72495e-08,0.768652
11,32.8326,1,13.3073,67.0935,21.7629,18.2802,1.44794,0.060813,0.296446,1.55099,5.6612e-08,0.786943
12,27.2869,1,13.4121,69.3501,21.7629,18.7341,1.51989,0.0541036,0.299231,1.64965,5.42001e-08,0.747191
13,21.6894,1,13.4297,65.4108,21.7629,19.5581,1.51986,0.0538326,0.291733,1.69395,4.90535e-08,0.709134
14,14.0664,1,13.5008,71.2549,21.7629,19.7036,1.47686,0.0523818,0.292044,1.82441,4.2e-08,0.691874
15,10.6481,1,13.3827,76.3245,21.7629,19.9149,1.35375,0.0581249,0.281357,1.92182,3.64106e-08,0.712034
16,5.94487,1,13.321,75.6212,21.7629,20.4189,1.40724,0.0554782,0.295327,1.8216,3.21939e-08,0.685401
17,-3.15271,1,13.3995,58.1633,21.7629,19.9337,1.3182,0.0593114,0.283816,1.58787,2.87613e-08,0.710414
18,-7.27772,1,13.3553,55.2694,21.7629,19.433,1.31815,0.0563,0.293814,1.4671,2.77585e-08,0.763236
19,2.41019,1,13.543,62.4625,21.7629,20.5408,1.38693,0.0603605,0.297755,1.46212,2.81828e-08,0.740602
20,1.85383,1,13.4055,69.9605,21.7629,19.9664,1.30266,0.0628401,0.287356,1.61808,3.06061e-08,0.662016
21,9.45369,1,13.3493,64.521,21.7629,20.4818,1.44731,0.0614272,0.289152,1.54667,3.16563e-08,0.662079
