parameter,value
Cl_pop,13.4816222872521
V1_pop,23.964597674318
beta_V1_logtAGEA,-1.12437108899215
beta_V1_logtCLCRMLMIN,-2.99715230025757
beta_V1_logtPROGDL,-2.08581309490577
Q_pop,23.4
beta_Q_LMP_1,0.917691123669173
beta_Q_logtAGEA,1.21906273979132
beta_Q_logtALBGDL,17.4700867829664
beta_Q_logtPROGDL,-17.3170651815912
V2_pop,3.28934345458249
beta_V2_SEXF_1,4.15729378298456
beta_V2_logtHCM,32.8071146660667
omega_Cl,0.257971330443406
omega_V1,0.307593186097394
omega_Q,4.91050132706044e-8
omega_V2,2.57468072305191e-8
a,1.42243549717587
b,0.0417908729161162
