parameter,value
Cl_pop,13.4724273063518
beta_Cl_logtPROGDL,0.0772765986110966
V1_pop,23.4175524422207
beta_V1_logtCLCRMLMIN,-1.43208226950647
beta_V1_logtPROGDL,-0.490218129891955
Q_pop,23.4
beta_Q_LMP_1,0.833824745118272
beta_Q_logtAGEA,1.32843679737665
beta_Q_logtALBGDL,17.2218664652813
beta_Q_logtPROGDL,-16.9359358005673
V2_pop,4.10998300660244
beta_V2_SEXF_1,3.80820326042493
beta_V2_logtHCM,28.5958226929779
omega_Cl,0.256760717472064
omega_V1,0.140586479085726
omega_Q,3.67176395783287e-8
omega_V2,5.65769145931852e-8
a,1.47493723454945
b,0.0385442528634613
