pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.08656,0.334931,-3.39337,0.0162602,-1.44752,0.149648,All
-0.612166,0.850211,-3.18154,0,-1.03915,0.478872,All
-0.137774,0.334931,-2.9697,0.0216803,-0.630782,0.508802,All
0.336619,0.360695,-2.75787,0.0108401,-0.222415,0.329225,All
0.811011,0.180348,-2.54604,0.0325204,0.185952,0.179577,All
1.2854,0.025764,-2.3342,0.0325204,0.594319,0.568661,All
1.7598,0.0772919,-2.12237,0.0487806,1.00269,0.179577,All
2.23419,0.0515279,-1.91054,0.0596208,1.41105,0.0897885,All
2.70858,0.025764,-1.69871,0.0921412,1.81942,0.0897885,All
3.18297,0.0772919,-1.48687,0.0921412,2.22779,0.119718,All
,,-1.27504,0.102981,,,All
,,-1.06321,0.195122,,,All
,,-0.851375,0.260163,,,All
,,-0.639543,0.325204,,,All
,,-0.42771,0.298104,,,All
,,-0.215877,0.417345,,,All
,,-0.00404425,0.460706,,,All
,,0.207789,0.373985,,,All
,,0.419621,0.439026,,,All
,,0.631454,0.373985,,,All
,,0.843287,0.292684,,,All
,,1.05512,0.395665,,,All
,,1.26695,0.173442,,,All
,,1.47879,0.135502,,,All
,,1.69062,0.0921412,,,All
,,1.90245,0.0379405,,,All
,,2.11428,0.0433605,,,All
,,2.32612,0.0379405,,,All
,,2.53795,0.0108401,,,All
,,2.74978,0.00542007,,,All
