parameter,value
Cl_pop,12.8501693044668
beta_Cl_LMP_1,0.22873539606899
beta_Cl_logtCLCRMLMIN,0.964590692117136
beta_Cl_logtIMCKGM2,0.866697462901554
V1_pop,22.3511169559363
beta_V1_logtPROGDL,-1.75626460248733
beta_V1_logtSCRMGDL,0.621194589150006
Q_pop,21.6971639456268
V2_pop,13.0870272154265
omega_Cl,0.189557589982297
omega_V1,0.218092763119781
omega_Q,0.915624349759001
omega_V2,0.897260056494929
a,1.51710701741865
b,0.0385008730687447
