Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.41873,0.0666611,12.5861,0.0041905,11.9724,0.0193891,4.30531,0.0449056,All
9.49574,0.106658,16.0127,0.041905,30.8569,0.014827,9.74122,0.0554716,All
10.5728,0.106658,19.4392,0.0900958,49.7414,0.0140666,15.1771,0.0250943,All
11.6498,0.113324,22.8658,0.0691433,68.6259,0.00304143,20.613,0.026415,All
12.7268,0.0799933,26.2923,0.0440003,87.5104,0.00152072,26.049,0.00924526,All
13.8038,0.0333305,29.7189,0.0230478,106.395,0.00190089,31.4849,0.00660376,All
14.8808,0.106658,33.1454,0.0146668,125.279,0.000760358,36.9208,0.0118868,All
15.9578,0.0799933,36.572,0.0041905,144.164,0,42.3567,0.00792451,All
17.0348,0.0799933,39.9985,0.00209525,163.048,0.000380179,47.7926,0.00660376,All
18.1119,0.146654,43.4251,0.00209525,181.933,0,53.2285,0.0026415,All
19.1889,0.0466628,46.8516,0.00628575,200.817,0.000380179,58.6644,0,All
20.2659,0.0199983,50.2782,0.008381,219.702,0.000380179,64.1003,0,All
21.3429,0.0133322,53.7047,0.0041905,238.586,0.000380179,69.5362,0.00132075,All
