Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.72406,0,7.78363,0,2.53016,0.00666667,1.58736,0.00666667,All
7.88022,0.00666667,10.8728,0.00666667,2.6912,0.0133333,2.4206,0.0133333,All
8.46724,0.0133333,11.2015,0.0133333,2.72482,0.02,2.68982,0.02,All
8.51464,0.02,14.4294,0.02,3.09496,0.0266667,2.87594,0.0266667,All
8.52366,0.0266667,14.5964,0.0266667,3.98279,0.0333333,3.01845,0.0333333,All
8.59553,0.0333333,14.6219,0.0333333,4.76758,0.04,3.22987,0.04,All
8.61447,0.04,15.0148,0.04,4.81501,0.0466667,3.40204,0.0466667,All
8.78381,0.0466667,15.1015,0.0466667,5.00959,0.0533333,3.64513,0.0533333,All
8.79436,0.0533333,15.7443,0.0533333,5.31156,0.06,3.66469,0.06,All
8.86461,0.06,15.7791,0.06,5.63751,0.0666667,3.69576,0.0666667,All
8.87357,0.0666667,15.8043,0.0666667,6.02994,0.0733333,3.83986,0.0733333,All
9.38827,0.0733333,15.8206,0.0733333,6.13993,0.08,3.89852,0.08,All
9.42811,0.08,16.52,0.08,6.42334,0.0866667,4.67597,0.0866667,All
9.45431,0.0866667,16.5228,0.0866667,6.54556,0.0933333,4.81057,0.0933333,All
9.49864,0.0933333,16.705,0.0933333,6.62612,0.1,5.0314,0.1,All
9.58407,0.1,16.852,0.1,6.65106,0.106667,5.16466,0.106667,All
9.6246,0.106667,16.9309,0.106667,7.25224,0.113333,5.16475,0.113333,All
9.70053,0.113333,16.9523,0.113333,7.46355,0.12,5.41575,0.12,All
9.70939,0.12,16.9941,0.12,7.4756,0.126667,5.46759,0.126667,All
9.71012,0.126667,17.2453,0.126667,7.6425,0.133333,5.62407,0.133333,All
9.7611,0.133333,17.4954,0.133333,8.25494,0.14,5.76704,0.14,All
9.8211,0.14,17.6073,0.14,8.3831,0.146667,5.77067,0.146667,All
9.86595,0.146667,17.6692,0.146667,8.41908,0.153333,5.85961,0.153333,All
9.9061,0.153333,17.7896,0.153333,9.4422,0.16,6.0344,0.16,All
9.94187,0.16,17.8502,0.16,9.95346,0.166667,6.12161,0.166667,All
9.97742,0.166667,18.0468,0.166667,10.1388,0.173333,6.19292,0.173333,All
9.99401,0.173333,18.0787,0.173333,10.4872,0.18,6.28245,0.18,All
10.0351,0.18,18.0801,0.18,11.5327,0.186667,6.40258,0.186667,All
10.0652,0.186667,18.3453,0.186667,11.8573,0.193333,6.46331,0.193333,All
10.0672,0.193333,18.4615,0.193333,12.0629,0.2,6.51118,0.2,All
10.0729,0.2,18.6217,0.2,12.6754,0.206667,6.56721,0.206667,All
10.0824,0.206667,18.8204,0.206667,12.7536,0.213333,6.65976,0.213333,All
