Created by:,MLEM,
Model Description:, 2COMPCL.FOR - 2 compart., CL param. - linear variance,
LognormalPopulationOption,
Iteration,    'CLt                  ', 'Vc                   ', 'CLd                  ', 'Vp                   ', 'CLt/CLt              ', 'Vc/CLt               ', 'Vc/Vc                ', 'CLd/CLt              ', 'CLd/Vc               ', 'CLd/CLd              ', 'Vp/CLt               ', 'Vp/Vc                ', 'Vp/CLd               ', 'Vp/Vp                ', 'SDinter              ', 'SDslope              ', '-2LogLikelihood      ',
22,             12.7535    ,             21.6562    ,             6.38103    ,             19.8880    ,            0.525393E-01,             0.00000    ,            0.645439E-03,             0.00000    ,             0.00000    ,            0.121713E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.625311E-03,            0.530472    ,            0.240295    ,             597.579    ,
23,             12.7579    ,             21.7133    ,             6.43298    ,             19.8791    ,            0.539012E-01,             0.00000    ,            0.645220E-03,             0.00000    ,             0.00000    ,            0.125666E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.625748E-03,            0.493798    ,            0.240479    ,             597.186    ,
24,             12.7685    ,             21.7702    ,             6.48651    ,             19.8698    ,            0.543269E-01,             0.00000    ,            0.644992E-03,             0.00000    ,             0.00000    ,            0.129858E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.625913E-03,            0.478381    ,            0.240283    ,             596.812    ,
25,             12.7822    ,             21.8269    ,             6.54149    ,             19.8605    ,            0.545797E-01,             0.00000    ,            0.644836E-03,             0.00000    ,             0.00000    ,            0.134438E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.626127E-03,            0.473441    ,            0.239792    ,             596.370    ,
26,             12.7990    ,             21.8831    ,             6.59892    ,             19.8508    ,            0.546774E-01,             0.00000    ,            0.644356E-03,             0.00000    ,             0.00000    ,            0.139520E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.626084E-03,            0.475611    ,            0.238863    ,             595.889    ,
27,             12.8180    ,             21.9390    ,             6.65802    ,             19.8412    ,            0.547872E-01,             0.00000    ,            0.644056E-03,             0.00000    ,             0.00000    ,            0.144753E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.626699E-03,            0.480711    ,            0.237758    ,             595.393    ,
28,             12.8336    ,             21.9945    ,             6.71987    ,             19.8317    ,            0.549074E-01,             0.00000    ,            0.643988E-03,             0.00000    ,             0.00000    ,            0.150423E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.627494E-03,            0.488366    ,            0.236645    ,             594.855    ,
29,             12.8531    ,             22.0498    ,             6.78398    ,             19.8220    ,            0.549677E-01,             0.00000    ,            0.644034E-03,             0.00000    ,             0.00000    ,            0.156451E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.628088E-03,            0.495934    ,            0.235437    ,             594.331    ,
30,             12.8702    ,             22.1047    ,             6.85112    ,             19.8120    ,            0.550667E-01,             0.00000    ,            0.643957E-03,             0.00000    ,             0.00000    ,            0.163056E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.628527E-03,            0.504977    ,            0.234207    ,             593.787    ,
31,             12.8891    ,             22.1593    ,             6.92114    ,             19.8021    ,            0.551933E-01,             0.00000    ,            0.643956E-03,             0.00000    ,             0.00000    ,            0.170270E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.629157E-03,            0.513550    ,            0.232954    ,             593.247    ,
32,             12.9076    ,             22.2134    ,             6.99471    ,             19.7922    ,            0.552789E-01,             0.00000    ,            0.644232E-03,             0.00000    ,             0.00000    ,            0.178156E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.629503E-03,            0.523057    ,            0.231666    ,             592.697    ,
33,             12.9258    ,             22.2672    ,             7.07213    ,             19.7822    ,            0.554115E-01,             0.00000    ,            0.644222E-03,             0.00000    ,             0.00000    ,            0.186708E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.629528E-03,            0.532239    ,            0.230402    ,             592.139    ,
34,             12.9437    ,             22.3204    ,             7.15354    ,             19.7721    ,            0.555179E-01,             0.00000    ,            0.644203E-03,             0.00000    ,             0.00000    ,            0.196050E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.629825E-03,            0.541896    ,            0.229151    ,             591.573    ,
35,             12.9635    ,             22.3733    ,             7.23930    ,             19.7622    ,            0.556884E-01,             0.00000    ,            0.644440E-03,             0.00000    ,             0.00000    ,            0.206361E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.630372E-03,            0.551272    ,            0.227820    ,             591.015    ,
36,             12.9815    ,             22.4254    ,             7.32961    ,             19.7519    ,            0.558499E-01,             0.00000    ,            0.644728E-03,             0.00000    ,             0.00000    ,            0.217836E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.630866E-03,            0.561721    ,            0.226494    ,             590.438    ,
37,             13.0024    ,             22.4772    ,             7.42548    ,             19.7417    ,            0.558803E-01,             0.00000    ,            0.644978E-03,             0.00000    ,             0.00000    ,            0.230400E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.631243E-03,            0.571481    ,            0.225147    ,             589.869    ,
38,             13.0225    ,             22.5284    ,             7.52766    ,             19.7312    ,            0.559871E-01,             0.00000    ,            0.645117E-03,             0.00000    ,             0.00000    ,            0.244443E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.631776E-03,            0.581784    ,            0.223762    ,             589.290    ,
39,             13.0429    ,             22.5789    ,             7.63607    ,             19.7208    ,            0.561216E-01,             0.00000    ,            0.645751E-03,             0.00000    ,             0.00000    ,            0.260261E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.631896E-03,            0.592214    ,            0.222370    ,             588.695    ,
40,             13.0631    ,             22.6290    ,             7.75242    ,             19.7104    ,            0.562618E-01,             0.00000    ,            0.646223E-03,             0.00000    ,             0.00000    ,            0.278015E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.632331E-03,            0.602680    ,            0.220934    ,             588.091    ,
41,             13.0845    ,             22.6783    ,             7.87660    ,             19.6999    ,            0.563945E-01,             0.00000    ,            0.646723E-03,             0.00000    ,             0.00000    ,            0.298313E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.632899E-03,            0.613164    ,            0.219493    ,             587.476    ,
42,             13.1052    ,             22.7267    ,             8.01090    ,             19.6891    ,            0.565462E-01,             0.00000    ,            0.647602E-03,             0.00000    ,             0.00000    ,            0.321267E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.633642E-03,            0.624709    ,            0.218004    ,             586.846    ,
43,             13.1281    ,             22.7745    ,             8.15582    ,             19.6784    ,            0.567136E-01,             0.00000    ,            0.648101E-03,             0.00000    ,             0.00000    ,            0.347863E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.634167E-03,            0.636093    ,            0.216419    ,             586.200    ,
44,             13.1508    ,             22.8213    ,             8.31284    ,             19.6675    ,            0.568596E-01,             0.00000    ,            0.648781E-03,             0.00000    ,             0.00000    ,            0.378902E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.634797E-03,            0.648315    ,            0.214770    ,             585.531    ,
45,             13.1744    ,             22.8671    ,             8.48436    ,             19.6566    ,            0.569969E-01,             0.00000    ,            0.649426E-03,             0.00000    ,             0.00000    ,            0.415174E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.635285E-03,            0.660504    ,            0.213084    ,             584.843    ,
46,             13.1979    ,             22.9120    ,             8.67280    ,             19.6457    ,            0.571620E-01,             0.00000    ,            0.650234E-03,             0.00000    ,             0.00000    ,            0.458400E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.635756E-03,            0.674269    ,            0.211257    ,             584.120    ,
47,             13.2234    ,             22.9557    ,             8.87991    ,             19.6347    ,            0.573475E-01,             0.00000    ,            0.651334E-03,             0.00000    ,             0.00000    ,            0.510368E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.636353E-03,            0.688281    ,            0.209319    ,             583.362    ,
48,             13.2468    ,             22.9979    ,             9.11069    ,             19.6233    ,            0.574990E-01,             0.00000    ,            0.652694E-03,             0.00000    ,             0.00000    ,            0.574090E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.637166E-03,            0.704330    ,            0.207314    ,             582.547    ,
49,             13.2770    ,             23.0388    ,             9.36791    ,             19.6121    ,            0.576948E-01,             0.00000    ,            0.653961E-03,             0.00000    ,             0.00000    ,            0.653363E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.638143E-03,            0.719588    ,            0.204934    ,             581.705    ,
50,             13.3045    ,             23.0784    ,             9.65819    ,             19.6008    ,            0.579020E-01,             0.00000    ,            0.655213E-03,             0.00000    ,             0.00000    ,            0.754680E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.638785E-03,            0.738191    ,            0.202348    ,             580.776    ,
51,             13.3345    ,             23.1162    ,             9.98879    ,             19.5896    ,            0.581371E-01,             0.00000    ,            0.656451E-03,             0.00000    ,             0.00000    ,            0.887216E-01,             0.00000    ,             0.00000    ,             0.00000    ,            0.639524E-03,            0.758391    ,            0.199391    ,             579.760    ,
52,             13.3652    ,             23.1521    ,             10.3680    ,             19.5782    ,            0.583747E-01,             0.00000    ,            0.658566E-03,             0.00000    ,             0.00000    ,            0.106503    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.640818E-03,            0.781770    ,            0.195966    ,             578.624    ,
53,             13.3966    ,             23.1858    ,             10.8080    ,             19.5671    ,            0.586571E-01,             0.00000    ,            0.660608E-03,             0.00000    ,             0.00000    ,            0.131344    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.641606E-03,            0.808789    ,            0.191932    ,             577.314    ,
54,             13.4288    ,             23.2174    ,             11.3134    ,             19.5563    ,            0.589730E-01,             0.00000    ,            0.662430E-03,             0.00000    ,             0.00000    ,            0.167437    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.642421E-03,            0.841490    ,            0.186906    ,             575.781    ,
55,             13.4604    ,             23.2465    ,             11.9001    ,             19.5458    ,            0.593101E-01,             0.00000    ,            0.664804E-03,             0.00000    ,             0.00000    ,            0.222063    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.643748E-03,            0.881207    ,            0.180632    ,             573.936    ,
56,             13.4887    ,             23.2730    ,             12.5660    ,             19.5361    ,            0.596461E-01,             0.00000    ,            0.666946E-03,             0.00000    ,             0.00000    ,            0.308158    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.644886E-03,            0.928534    ,            0.172752    ,             571.635    ,
57,             13.5072    ,             23.2965    ,             13.2371    ,             19.5282    ,            0.602352E-01,             0.00000    ,            0.668914E-03,             0.00000    ,             0.00000    ,            0.450620    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.644497E-03,            0.983754    ,            0.163046    ,             568.697    ,
58,             13.5183    ,             23.3200    ,             13.9058    ,             19.5221    ,            0.607836E-01,             0.00000    ,            0.674905E-03,             0.00000    ,             0.00000    ,            0.674541    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.649235E-03,             1.04375    ,            0.151307    ,             565.243    ,
59,             13.5123    ,             23.3387    ,             14.3241    ,             19.5232    ,            0.614153E-01,             0.00000    ,            0.673375E-03,             0.00000    ,             0.00000    ,             1.01107    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.659129E-03,             1.10099    ,            0.139528    ,             561.206    ,
60,             13.4952    ,             23.3637    ,             14.6679    ,             19.5167    ,            0.621609E-01,             0.00000    ,            0.682539E-03,             0.00000    ,             0.00000    ,             1.42250    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.662124E-03,             1.15530    ,            0.128262    ,             557.758    ,
61,             13.4778    ,             23.3809    ,             15.0849    ,             19.5173    ,            0.632276E-01,             0.00000    ,            0.693111E-03,             0.00000    ,             0.00000    ,             1.83733    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.665668E-03,             1.20263    ,            0.120753    ,             555.098    ,
62,             13.4883    ,             23.3931    ,             13.8559    ,             19.5124    ,            0.630833E-01,             0.00000    ,            0.686645E-03,             0.00000    ,             0.00000    ,             2.28268    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.650521E-03,             1.24102    ,            0.115280    ,             552.251    ,
63,             13.4291    ,             23.4237    ,             13.5000    ,             19.5085    ,            0.647742E-01,             0.00000    ,            0.692414E-03,             0.00000    ,             0.00000    ,             2.59167    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.657067E-03,             1.24360    ,            0.110348    ,             552.154    ,
64,             13.4557    ,             23.4713    ,             13.7861    ,             19.5169    ,            0.656093E-01,             0.00000    ,            0.699040E-03,             0.00000    ,             0.00000    ,             2.94863    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.655353E-03,             1.26319    ,            0.108907    ,             550.634    ,
65,             13.4232    ,             23.4974    ,             13.0412    ,             19.5156    ,            0.654859E-01,             0.00000    ,            0.725970E-03,             0.00000    ,             0.00000    ,             3.12984    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.670932E-03,             1.23569    ,            0.107862    ,             551.245    ,
66,             13.4146    ,             23.5364    ,             12.5137    ,             19.5220    ,            0.654564E-01,             0.00000    ,            0.738273E-03,             0.00000    ,             0.00000    ,             3.22899    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.663202E-03,             1.21899    ,            0.107676    ,             551.132    ,
67,             13.4103    ,             23.5804    ,             12.1094    ,             19.5245    ,            0.658086E-01,             0.00000    ,            0.761136E-03,             0.00000    ,             0.00000    ,             3.29130    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.668554E-03,             1.20696    ,            0.108027    ,             550.952    ,
68,             13.4179    ,             23.6167    ,             12.5426    ,             19.5223    ,            0.659186E-01,             0.00000    ,            0.771635E-03,             0.00000    ,             0.00000    ,             3.41756    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.668309E-03,             1.19735    ,            0.107454    ,             550.402    ,
69,             13.4281    ,             23.6568    ,             12.1116    ,             19.5216    ,            0.662183E-01,             0.00000    ,            0.803329E-03,             0.00000    ,             0.00000    ,             3.54872    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.669756E-03,             1.19759    ,            0.107712    ,             550.242    ,
70,             13.4152    ,             23.6964    ,             12.1930    ,             19.5232    ,            0.663675E-01,             0.00000    ,            0.812416E-03,             0.00000    ,             0.00000    ,             3.78016    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.675303E-03,             1.19249    ,            0.107871    ,             549.549    ,
71,             13.3987    ,             23.7521    ,             11.3648    ,             19.5302    ,            0.657223E-01,             0.00000    ,            0.834891E-03,             0.00000    ,             0.00000    ,             3.64605    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.682846E-03,             1.16049    ,            0.109575    ,             550.156    ,
72,             13.3867    ,             23.7914    ,             10.9990    ,             19.5336    ,            0.655211E-01,             0.00000    ,            0.881325E-03,             0.00000    ,             0.00000    ,             3.55578    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.687855E-03,             1.14387    ,            0.110183    ,             550.198    ,
73,             13.4156    ,             23.8563    ,             12.1036    ,             19.5323    ,            0.658714E-01,             0.00000    ,            0.894623E-03,             0.00000    ,             0.00000    ,             3.82345    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.679584E-03,             1.14837    ,            0.108614    ,             549.099    ,
74,             13.3979    ,             23.9083    ,             11.0070    ,             19.5391    ,            0.656134E-01,             0.00000    ,            0.916666E-03,             0.00000    ,             0.00000    ,             3.70622    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.677533E-03,             1.15023    ,            0.108113    ,             549.703    ,
75,             13.4344    ,             23.9626    ,             10.4631    ,             19.5389    ,            0.666560E-01,             0.00000    ,            0.923460E-03,             0.00000    ,             0.00000    ,             3.81285    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.669669E-03,             1.19880    ,            0.105866    ,             548.698    ,
76,             13.4186    ,             24.0201    ,             10.8283    ,             19.5468    ,            0.658049E-01,             0.00000    ,            0.961280E-03,             0.00000    ,             0.00000    ,             3.67148    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.676386E-03,             1.18219    ,            0.105903    ,             549.684    ,
77,             13.4183    ,             24.0752    ,             10.7933    ,             19.5526    ,            0.657400E-01,             0.00000    ,            0.997900E-03,             0.00000    ,             0.00000    ,             3.65701    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.679475E-03,             1.18296    ,            0.105614    ,             549.295    ,
78,             13.4161    ,             24.1254    ,             11.6347    ,             19.5499    ,            0.655426E-01,             0.00000    ,            0.102550E-02,             0.00000    ,             0.00000    ,             3.53835    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.682926E-03,             1.19741    ,            0.106068    ,             548.609    ,
79,             13.4249    ,             24.1699    ,             10.9651    ,             19.5502    ,            0.657109E-01,             0.00000    ,            0.108091E-02,             0.00000    ,             0.00000    ,             3.53388    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.687702E-03,             1.21036    ,            0.104476    ,             548.774    ,
80,             13.4340    ,             24.2281    ,             10.5740    ,             19.5550    ,            0.655857E-01,             0.00000    ,            0.112730E-02,             0.00000    ,             0.00000    ,             3.66217    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.685009E-03,             1.19049    ,            0.104413    ,             548.564    ,
81,             13.4311    ,             24.2900    ,             10.4816    ,             19.5570    ,            0.657168E-01,             0.00000    ,            0.117613E-02,             0.00000    ,             0.00000    ,             3.69329    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.683603E-03,             1.17756    ,            0.104678    ,             548.315    ,
82,             13.4336    ,             24.3566    ,             10.2889    ,             19.5602    ,            0.655807E-01,             0.00000    ,            0.124398E-02,             0.00000    ,             0.00000    ,             3.75759    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.690516E-03,             1.17426    ,            0.104247    ,             548.287    ,
83,             13.4254    ,             24.4165    ,             9.14733    ,             19.5697    ,            0.663344E-01,             0.00000    ,            0.131093E-02,             0.00000    ,             0.00000    ,             4.33548    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.702691E-03,             1.16315    ,            0.104022    ,             547.239    ,
84,             13.4330    ,             24.4909    ,             9.77348    ,             19.5723    ,            0.656849E-01,             0.00000    ,            0.138027E-02,             0.00000    ,             0.00000    ,             4.09753    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.712106E-03,             1.15904    ,            0.104264    ,             547.815    ,
85,             13.4380    ,             24.5755    ,             9.90576    ,             19.5739    ,            0.654561E-01,             0.00000    ,            0.149071E-02,             0.00000    ,             0.00000    ,             3.99317    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.710108E-03,             1.15414    ,            0.104120    ,             547.247    ,
86,             13.4353    ,             24.6623    ,             9.31980    ,             19.5785    ,            0.651524E-01,             0.00000    ,            0.159700E-02,             0.00000    ,             0.00000    ,             3.89598    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.715265E-03,             1.16790    ,            0.103076    ,             547.068    ,
87,             13.4679    ,             24.7312    ,             9.80969    ,             19.5776    ,            0.664397E-01,             0.00000    ,            0.177889E-02,             0.00000    ,             0.00000    ,             4.24489    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.696424E-03,             1.11653    ,            0.106087    ,             545.503    ,
88,             13.4655    ,             24.8197    ,             9.20008    ,             19.5947    ,            0.663968E-01,             0.00000    ,            0.190324E-02,             0.00000    ,             0.00000    ,             4.06884    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.710693E-03,             1.14441    ,            0.103333    ,             546.456    ,
89,             13.4523    ,             24.9068    ,             9.24209    ,             19.6012    ,            0.654022E-01,             0.00000    ,            0.207121E-02,             0.00000    ,             0.00000    ,             3.97048    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.712885E-03,             1.15613    ,            0.101671    ,             546.446    ,
90,             13.4621    ,             25.0070    ,             9.02643    ,             19.6088    ,            0.653080E-01,             0.00000    ,            0.226712E-02,             0.00000    ,             0.00000    ,             3.82585    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.725681E-03,             1.16620    ,            0.100221    ,             546.289    ,
91,             13.4682    ,             25.1001    ,             8.83293    ,             19.6201    ,            0.650780E-01,             0.00000    ,            0.252297E-02,             0.00000    ,             0.00000    ,             4.01497    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.727447E-03,             1.16037    ,            0.100077    ,             545.265    ,
92,             13.4665    ,             25.2075    ,             8.52886    ,             19.6285    ,            0.647561E-01,             0.00000    ,            0.282059E-02,             0.00000    ,             0.00000    ,             3.91997    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.731111E-03,             1.17191    ,            0.984200E-01,             545.254    ,
93,             13.4759    ,             25.3092    ,             8.66523    ,             19.6348    ,            0.647185E-01,             0.00000    ,            0.316944E-02,             0.00000    ,             0.00000    ,             3.95561    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.736853E-03,             1.18043    ,            0.972625E-01,             544.533    ,
94,             13.4856    ,             25.4376    ,             8.21629    ,             19.6433    ,            0.647305E-01,             0.00000    ,            0.361390E-02,             0.00000    ,             0.00000    ,             3.98887    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.738578E-03,             1.19366    ,            0.951192E-01,             544.222    ,
