Created by:,MLEM,
Model Description:, 2COMPCL.FOR - 2 compart., CL param. - linear variance,
LognormalPopulationOption,
Iteration,    'CLt                  ', 'Vc                   ', 'CLd                  ', 'Vp                   ', 'CLt/CLt              ', 'Vc/CLt               ', 'Vc/Vc                ', 'CLd/CLt              ', 'CLd/Vc               ', 'CLd/CLd              ', 'Vp/CLt               ', 'Vp/Vc                ', 'Vp/CLd               ', 'Vp/Vp                ', 'SDinter              ', 'SDslope              ', '-2LogLikelihood      ',
95,             13.4569    ,             25.5693    ,             7.73550    ,             19.6531    ,            0.634532E-01,             0.00000    ,            0.434161E-02,             0.00000    ,             0.00000    ,             3.98746    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.750176E-03,             1.17830    ,            0.963038E-01,             542.985    ,
96,             13.5064    ,             25.7277    ,             7.79547    ,             19.6586    ,            0.648726E-01,             0.00000    ,            0.516905E-02,             0.00000    ,             0.00000    ,             4.01981    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.756646E-03,             1.20337    ,            0.925681E-01,             542.748    ,
97,             13.5046    ,             25.9174    ,             7.44205    ,             19.6690    ,            0.644247E-01,             0.00000    ,            0.621213E-02,             0.00000    ,             0.00000    ,             4.14200    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.761218E-03,             1.21775    ,            0.893103E-01,             541.793    ,
98,             13.4858    ,             26.1905    ,             6.85406    ,             19.6695    ,            0.633545E-01,             0.00000    ,            0.827330E-02,             0.00000    ,             0.00000    ,             4.19612    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.766413E-03,             1.22640    ,            0.861847E-01,             539.934    ,
99,             13.5319    ,             26.3833    ,             7.09739    ,             19.6918    ,            0.647101E-01,             0.00000    ,            0.102887E-01,             0.00000    ,             0.00000    ,             4.25721    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.770922E-03,             1.24284    ,            0.829129E-01,             538.852    ,
100,            13.5464    ,             26.6467    ,             6.46592    ,             19.6803    ,            0.648103E-01,             0.00000    ,            0.130336E-01,             0.00000    ,             0.00000    ,             4.11934    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.814490E-03,             1.27893    ,            0.783116E-01,             537.535    ,
101,            13.5568    ,             26.9370    ,             6.29035    ,             19.6775    ,            0.650258E-01,             0.00000    ,            0.168944E-01,             0.00000    ,             0.00000    ,             4.11453    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.841866E-03,             1.30838    ,            0.730357E-01,             535.874    ,
102,            13.5592    ,             27.2490    ,             6.06905    ,             19.6897    ,            0.652014E-01,             0.00000    ,            0.218987E-01,             0.00000    ,             0.00000    ,             4.04694    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.854349E-03,             1.34790    ,            0.670229E-01,             534.422    ,
103,            13.5726    ,             27.4924    ,             5.84899    ,             19.7004    ,            0.655590E-01,             0.00000    ,            0.284034E-01,             0.00000    ,             0.00000    ,             3.89094    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.864388E-03,             1.38324    ,            0.615977E-01,             532.355    ,
104,            13.5976    ,             27.8077    ,             5.27135    ,             19.6925    ,            0.665586E-01,             0.00000    ,            0.351635E-01,             0.00000    ,             0.00000    ,             3.80090    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.895225E-03,             1.45790    ,            0.546398E-01,             529.545    ,
105,            13.5825    ,             28.2446    ,             4.89796    ,             19.7024    ,            0.664943E-01,             0.00000    ,            0.426729E-01,             0.00000    ,             0.00000    ,             3.79630    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.887188E-03,             1.44329    ,            0.517466E-01,             528.775    ,
106,            13.6015    ,             28.4082    ,             4.72263    ,             19.7141    ,            0.670957E-01,             0.00000    ,            0.489523E-01,             0.00000    ,             0.00000    ,             3.49248    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.885684E-03,             1.46868    ,            0.482098E-01,             528.541    ,
107,            13.5914    ,             28.4988    ,             4.72077    ,             19.7255    ,            0.669666E-01,             0.00000    ,            0.536840E-01,             0.00000    ,             0.00000    ,             3.27977    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.883193E-03,             1.48681    ,            0.455676E-01,             527.862    ,
108,            13.5880    ,             28.6290    ,             4.52915    ,             19.7397    ,            0.670371E-01,             0.00000    ,            0.592875E-01,             0.00000    ,             0.00000    ,             3.11413    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.922355E-03,             1.48764    ,            0.440983E-01,             527.267    ,
109,            13.6016    ,             28.6323    ,             4.46246    ,             19.7504    ,            0.676687E-01,             0.00000    ,            0.621707E-01,             0.00000    ,             0.00000    ,             3.16191    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.910604E-03,             1.52708    ,            0.414681E-01,             526.640    ,
110,            13.6180    ,             28.6246    ,             4.62124    ,             19.7727    ,            0.683139E-01,             0.00000    ,            0.636752E-01,             0.00000    ,             0.00000    ,             3.20144    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.947832E-03,             1.53255    ,            0.404229E-01,             527.177    ,
111,            13.5957    ,             28.6299    ,             4.60352    ,             19.7830    ,            0.677421E-01,             0.00000    ,            0.641042E-01,             0.00000    ,             0.00000    ,             3.02533    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.939202E-03,             1.54158    ,            0.396013E-01,             527.212    ,
112,            13.6076    ,             28.6714    ,             4.65924    ,             19.7966    ,            0.681844E-01,             0.00000    ,            0.649465E-01,             0.00000    ,             0.00000    ,             3.03375    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.945911E-03,             1.53443    ,            0.393827E-01,             527.138    ,
113,            13.5983    ,             28.5937    ,             4.63941    ,             19.8145    ,            0.680841E-01,             0.00000    ,            0.657837E-01,             0.00000    ,             0.00000    ,             2.98534    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.940112E-03,             1.53183    ,            0.396894E-01,             526.935    ,
114,            13.5909    ,             28.5254    ,             4.72115    ,             19.8300    ,            0.676099E-01,             0.00000    ,            0.655558E-01,             0.00000    ,             0.00000    ,             2.96985    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.936411E-03,             1.53321    ,            0.393743E-01,             526.608    ,
115,            13.6541    ,             28.7780    ,             3.73908    ,             19.8443    ,            0.699635E-01,             0.00000    ,            0.674784E-01,             0.00000    ,             0.00000    ,             3.91610    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.879250E-03,             1.51280    ,            0.396269E-01,             523.110    ,
116,            13.6066    ,             28.6380    ,             4.25122    ,             19.8545    ,            0.682589E-01,             0.00000    ,            0.669284E-01,             0.00000    ,             0.00000    ,             3.41383    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.874834E-03,             1.51478    ,            0.394473E-01,             527.653    ,
117,            13.6001    ,             28.6146    ,             4.43935    ,             19.8659    ,            0.680443E-01,             0.00000    ,            0.667430E-01,             0.00000    ,             0.00000    ,             3.23016    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.876547E-03,             1.52062    ,            0.390371E-01,             527.392    ,
118,            13.6081    ,             28.6682    ,             4.45005    ,             19.8766    ,            0.685410E-01,             0.00000    ,            0.670372E-01,             0.00000    ,             0.00000    ,             3.16467    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.868634E-03,             1.53073    ,            0.385541E-01,             527.186    ,
119,            13.6052    ,             28.6875    ,             4.48433    ,             19.8875    ,            0.683252E-01,             0.00000    ,            0.676838E-01,             0.00000    ,             0.00000    ,             3.04489    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.867921E-03,             1.53382    ,            0.383711E-01,             527.192    ,
120,            13.6049    ,             28.6847    ,             4.53926    ,             19.9032    ,            0.681055E-01,             0.00000    ,            0.676420E-01,             0.00000    ,             0.00000    ,             3.10120    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.876516E-03,             1.53499    ,            0.382279E-01,             527.313    ,
121,            13.6027    ,             28.6852    ,             4.56442    ,             19.9120    ,            0.678459E-01,             0.00000    ,            0.679688E-01,             0.00000    ,             0.00000    ,             2.94210    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.872314E-03,             1.53782    ,            0.383926E-01,             527.123    ,
122,            13.6034    ,             28.6519    ,             4.67544    ,             19.9215    ,            0.680312E-01,             0.00000    ,            0.675500E-01,             0.00000    ,             0.00000    ,             2.96712    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.876494E-03,             1.54014    ,            0.382084E-01,             527.313    ,
123,            13.5938    ,             28.6541    ,             4.59241    ,             19.9248    ,            0.682777E-01,             0.00000    ,            0.688143E-01,             0.00000    ,             0.00000    ,             2.90100    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.899773E-03,             1.54180    ,            0.382568E-01,             527.018    ,
124,            13.6094    ,             28.7088    ,             4.62999    ,             19.9410    ,            0.683795E-01,             0.00000    ,            0.679282E-01,             0.00000    ,             0.00000    ,             2.83888    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.921782E-03,             1.53027    ,            0.389201E-01,             527.263    ,
125,            13.5979    ,             28.8688    ,             4.30622    ,             19.9403    ,            0.692348E-01,             0.00000    ,            0.696091E-01,             0.00000    ,             0.00000    ,             2.66992    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.908984E-03,             1.52823    ,            0.393483E-01,             526.179    ,
126,            13.6058    ,             28.7558    ,             4.55912    ,             19.9484    ,            0.684456E-01,             0.00000    ,            0.691642E-01,             0.00000    ,             0.00000    ,             2.73088    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.903686E-03,             1.52398    ,            0.397117E-01,             526.831    ,
127,            13.6103    ,             28.7650    ,             4.46845    ,             19.9693    ,            0.684640E-01,             0.00000    ,            0.707572E-01,             0.00000    ,             0.00000    ,             2.77322    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.937191E-03,             1.53890    ,            0.387406E-01,             526.634    ,
128,            13.6056    ,             28.7470    ,             4.57447    ,             19.9875    ,            0.683330E-01,             0.00000    ,            0.691347E-01,             0.00000    ,             0.00000    ,             2.80703    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.940250E-03,             1.54422    ,            0.385507E-01,             527.034    ,
129,            13.5989    ,             28.7829    ,             4.34794    ,             20.0036    ,            0.676027E-01,             0.00000    ,            0.695510E-01,             0.00000    ,             0.00000    ,             2.97786    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.932508E-03,             1.54599    ,            0.381708E-01,             526.583    ,
130,            13.5964    ,             28.6337    ,             4.56354    ,             20.0109    ,            0.677808E-01,             0.00000    ,            0.684561E-01,             0.00000    ,             0.00000    ,             2.97556    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.965292E-03,             1.53398    ,            0.387117E-01,             526.896    ,
131,            13.6043    ,             28.6251    ,             4.64067    ,             20.0172    ,            0.682539E-01,             0.00000    ,            0.682147E-01,             0.00000    ,             0.00000    ,             2.95644    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.975268E-03,             1.53337    ,            0.384089E-01,             527.260    ,
132,            13.6138    ,             28.7164    ,             4.58448    ,             20.0302    ,            0.686772E-01,             0.00000    ,            0.673706E-01,             0.00000    ,             0.00000    ,             2.84997    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.973213E-03,             1.52252    ,            0.394821E-01,             527.029    ,
133,            13.6015    ,             28.6090    ,             4.66064    ,             20.0335    ,            0.681192E-01,             0.00000    ,            0.683962E-01,             0.00000    ,             0.00000    ,             2.88372    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.984789E-03,             1.52585    ,            0.392519E-01,             526.868    ,
134,            13.6056    ,             28.6436    ,             4.68244    ,             20.0455    ,            0.682039E-01,             0.00000    ,            0.679519E-01,             0.00000    ,             0.00000    ,             2.88515    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.997209E-03,             1.53285    ,            0.385858E-01,             527.309    ,
135,            13.5980    ,             28.6314    ,             4.67986    ,             20.0556    ,            0.680229E-01,             0.00000    ,            0.677424E-01,             0.00000    ,             0.00000    ,             2.82922    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.989867E-03,             1.53955    ,            0.381681E-01,             527.078    ,
136,            13.5998    ,             28.6749    ,             4.58783    ,             20.0630    ,            0.679125E-01,             0.00000    ,            0.673347E-01,             0.00000    ,             0.00000    ,             2.90068    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.980577E-03,             1.53597    ,            0.387784E-01,             526.643    ,
137,            13.5991    ,             28.6882    ,             4.54313    ,             20.0703    ,            0.674974E-01,             0.00000    ,            0.679696E-01,             0.00000    ,             0.00000    ,             2.89226    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.987698E-03,             1.53598    ,            0.386814E-01,             526.957    ,
138,            13.6070    ,             28.6976    ,             4.51312    ,             20.0781    ,            0.681701E-01,             0.00000    ,            0.677754E-01,             0.00000    ,             0.00000    ,             2.91217    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.993690E-03,             1.54741    ,            0.378573E-01,             527.047    ,
139,            13.6023    ,             28.6446    ,             4.70552    ,             20.0900    ,            0.681787E-01,             0.00000    ,            0.674949E-01,             0.00000    ,             0.00000    ,             2.90533    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.100288E-02,             1.54288    ,            0.377773E-01,             527.132    ,
140,            13.6072    ,             28.9264    ,             4.48647    ,             20.0963    ,            0.683070E-01,             0.00000    ,            0.650873E-01,             0.00000    ,             0.00000    ,             2.80783    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.982198E-03,             1.53077    ,            0.387875E-01,             525.586    ,
141,            13.6222    ,             28.7459    ,             4.50711    ,             20.0996    ,            0.690722E-01,             0.00000    ,            0.659868E-01,             0.00000    ,             0.00000    ,             2.93791    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.995384E-03,             1.53623    ,            0.388556E-01,             526.752    ,
142,            13.6037    ,             28.6744    ,             4.63382    ,             20.1127    ,            0.683429E-01,             0.00000    ,            0.661819E-01,             0.00000    ,             0.00000    ,             2.89620    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.996026E-03,             1.53302    ,            0.387911E-01,             527.152    ,
143,            13.5994    ,             28.6425    ,             4.60160    ,             20.1171    ,            0.679604E-01,             0.00000    ,            0.665467E-01,             0.00000    ,             0.00000    ,             2.98083    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.101121E-02,             1.54047    ,            0.381715E-01,             526.853    ,
144,            13.6102    ,             28.6495    ,             4.42810    ,             20.1132    ,            0.682793E-01,             0.00000    ,            0.669215E-01,             0.00000    ,             0.00000    ,             3.12032    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102739E-02,             1.54695    ,            0.378712E-01,             526.144    ,
145,            13.6072    ,             28.6020    ,             4.56796    ,             20.1205    ,            0.683583E-01,             0.00000    ,            0.668344E-01,             0.00000    ,             0.00000    ,             3.01618    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103476E-02,             1.54499    ,            0.377403E-01,             527.123    ,
146,            13.5978    ,             28.6688    ,             4.50220    ,             20.1498    ,            0.679457E-01,             0.00000    ,            0.652418E-01,             0.00000    ,             0.00000    ,             3.04096    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102731E-02,             1.52378    ,            0.388095E-01,             525.922    ,
147,            13.5647    ,             28.2216    ,             4.94832    ,             20.1747    ,            0.665881E-01,             0.00000    ,            0.636756E-01,             0.00000    ,             0.00000    ,             3.14023    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.971536E-03,             1.50716    ,            0.403160E-01,             524.083    ,
148,            13.5905    ,             28.5076    ,             4.65531    ,             20.1675    ,            0.675553E-01,             0.00000    ,            0.642132E-01,             0.00000    ,             0.00000    ,             3.11658    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.998701E-03,             1.51429    ,            0.397605E-01,             526.679    ,
149,            13.6072    ,             28.6130    ,             4.51263    ,             20.1827    ,            0.682407E-01,             0.00000    ,            0.648101E-01,             0.00000    ,             0.00000    ,             3.10722    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.101874E-02,             1.51271    ,            0.396327E-01,             526.848    ,
150,            13.6007    ,             28.6083    ,             4.62637    ,             20.1970    ,            0.681356E-01,             0.00000    ,            0.660598E-01,             0.00000    ,             0.00000    ,             2.98963    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102113E-02,             1.51910    ,            0.391275E-01,             527.193    ,
151,            13.5966    ,             28.6863    ,             4.56463    ,             20.2004    ,            0.678642E-01,             0.00000    ,            0.655464E-01,             0.00000    ,             0.00000    ,             2.98736    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103348E-02,             1.52145    ,            0.389422E-01,             526.821    ,
152,            13.6079    ,             28.6410    ,             4.53217    ,             20.2091    ,            0.683953E-01,             0.00000    ,            0.661078E-01,             0.00000    ,             0.00000    ,             2.98352    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103002E-02,             1.53144    ,            0.383910E-01,             526.659    ,
153,            13.6134    ,             28.6201    ,             4.57768    ,             20.2203    ,            0.687408E-01,             0.00000    ,            0.665161E-01,             0.00000    ,             0.00000    ,             3.05582    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103476E-02,             1.53678    ,            0.378197E-01,             526.975    ,
154,            13.6107    ,             28.6262    ,             4.56997    ,             20.2328    ,            0.684386E-01,             0.00000    ,            0.664058E-01,             0.00000    ,             0.00000    ,             3.02016    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102919E-02,             1.53335    ,            0.380190E-01,             526.903    ,
155,            13.6066    ,             28.7408    ,             4.33768    ,             20.2256    ,            0.682259E-01,             0.00000    ,            0.656958E-01,             0.00000    ,             0.00000    ,             3.14406    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.104850E-02,             1.52035    ,            0.392396E-01,             526.354    ,
156,            13.6002    ,             28.6879    ,             4.42631    ,             20.2401    ,            0.676424E-01,             0.00000    ,            0.650507E-01,             0.00000    ,             0.00000    ,             3.15444    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103973E-02,             1.52350    ,            0.394753E-01,             526.662    ,
157,            13.6043    ,             28.6624    ,             4.49880    ,             20.2479    ,            0.682371E-01,             0.00000    ,            0.651068E-01,             0.00000    ,             0.00000    ,             3.05652    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103952E-02,             1.52228    ,            0.391966E-01,             526.919    ,
158,            13.6034    ,             28.6825    ,             5.05966    ,             20.2648    ,            0.681595E-01,             0.00000    ,            0.669387E-01,             0.00000    ,             0.00000    ,             3.61901    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102302E-02,             1.51106    ,            0.398269E-01,             525.720    ,
159,            13.5949    ,             28.5373    ,             4.52562    ,             20.2742    ,            0.679952E-01,             0.00000    ,            0.657104E-01,             0.00000    ,             0.00000    ,             3.23694    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.101593E-02,             1.51264    ,            0.395667E-01,             526.939    ,
160,            13.5917    ,             28.5573    ,             4.56663    ,             20.2832    ,            0.679528E-01,             0.00000    ,            0.651165E-01,             0.00000    ,             0.00000    ,             3.11751    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102126E-02,             1.52325    ,            0.389614E-01,             526.930    ,
161,            13.5994    ,             28.5227    ,             4.72654    ,             20.2949    ,            0.680640E-01,             0.00000    ,            0.652747E-01,             0.00000    ,             0.00000    ,             3.00895    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.101714E-02,             1.51981    ,            0.388724E-01,             526.956    ,
162,            13.5986    ,             28.5706    ,             4.70278    ,             20.3032    ,            0.680464E-01,             0.00000    ,            0.651028E-01,             0.00000    ,             0.00000    ,             2.94265    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102949E-02,             1.53029    ,            0.385547E-01,             526.914    ,
163,            13.6052    ,             28.5430    ,             4.74232    ,             20.3103    ,            0.685022E-01,             0.00000    ,            0.658659E-01,             0.00000    ,             0.00000    ,             2.99728    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102913E-02,             1.53247    ,            0.383623E-01,             526.810    ,
164,            13.6015    ,             28.6219    ,             4.62072    ,             20.3140    ,            0.679883E-01,             0.00000    ,            0.660374E-01,             0.00000    ,             0.00000    ,             2.93049    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.102666E-02,             1.52913    ,            0.382888E-01,             526.793    ,
165,            13.5900    ,             28.5667    ,             4.60782    ,             20.3311    ,            0.680941E-01,             0.00000    ,            0.677910E-01,             0.00000    ,             0.00000    ,             2.97261    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106989E-02,             1.52390    ,            0.388825E-01,             526.619    ,
166,            13.6023    ,             28.8079    ,             4.27711    ,             20.3303    ,            0.680718E-01,             0.00000    ,            0.730248E-01,             0.00000    ,             0.00000    ,             2.76189    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106691E-02,             1.52660    ,            0.384010E-01,             526.206    ,
167,            13.6037    ,             28.7486    ,             4.42901    ,             20.3341    ,            0.682350E-01,             0.00000    ,            0.708862E-01,             0.00000    ,             0.00000    ,             2.87461    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.107002E-02,             1.53406    ,            0.377567E-01,             526.838    ,
168,            13.6014    ,             28.7006    ,             4.55019    ,             20.3482    ,            0.681456E-01,             0.00000    ,            0.702713E-01,             0.00000    ,             0.00000    ,             2.99666    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.105648E-02,             1.54035    ,            0.376244E-01,             526.582    ,
169,            13.5993    ,             28.5817    ,             4.64407    ,             20.3563    ,            0.680490E-01,             0.00000    ,            0.680897E-01,             0.00000    ,             0.00000    ,             2.99140    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106830E-02,             1.53645    ,            0.377447E-01,             526.929    ,
170,            13.6020    ,             28.5912    ,             4.64691    ,             20.3639    ,            0.683484E-01,             0.00000    ,            0.671312E-01,             0.00000    ,             0.00000    ,             2.92470    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.107995E-02,             1.53572    ,            0.376591E-01,             527.061    ,
171,            13.6043    ,             28.6083    ,             4.68047    ,             20.3757    ,            0.682278E-01,             0.00000    ,            0.670894E-01,             0.00000    ,             0.00000    ,             2.88106    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.108202E-02,             1.53893    ,            0.374769E-01,             527.182    ,
172,            13.6040    ,             28.6284    ,             4.60301    ,             20.3837    ,            0.683589E-01,             0.00000    ,            0.669914E-01,             0.00000    ,             0.00000    ,             2.91435    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.107071E-02,             1.53122    ,            0.378213E-01,             526.716    ,
173,            13.6498    ,             28.5873    ,             4.19385    ,             20.4043    ,            0.702114E-01,             0.00000    ,            0.674046E-01,             0.00000    ,             0.00000    ,             3.43080    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.104129E-02,             1.54792    ,            0.371506E-01,             525.362    ,
174,            13.6104    ,             28.5477    ,             4.46434    ,             20.4155    ,            0.686498E-01,             0.00000    ,            0.659081E-01,             0.00000    ,             0.00000    ,             3.25440    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.103728E-02,             1.53615    ,            0.373827E-01,             526.913    ,
175,            13.6189    ,             28.5954    ,             4.46545    ,             20.4221    ,            0.690126E-01,             0.00000    ,            0.660667E-01,             0.00000    ,             0.00000    ,             3.13603    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.107871E-02,             1.53491    ,            0.373666E-01,             526.783    ,
176,            13.5865    ,             28.6338    ,             4.50283    ,             20.4369    ,            0.680676E-01,             0.00000    ,            0.663966E-01,             0.00000    ,             0.00000    ,             3.02684    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106698E-02,             1.51557    ,            0.395906E-01,             526.455    ,
177,            13.5978    ,             28.6236    ,             4.62185    ,             20.4514    ,            0.680777E-01,             0.00000    ,            0.662804E-01,             0.00000    ,             0.00000    ,             2.96286    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106976E-02,             1.51611    ,            0.390250E-01,             527.126    ,
178,            13.5894    ,             28.6819    ,             4.45888    ,             20.4613    ,            0.678380E-01,             0.00000    ,            0.661351E-01,             0.00000    ,             0.00000    ,             2.92636    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.105985E-02,             1.52117    ,            0.391015E-01,             526.328    ,
179,            13.6022    ,             28.6213    ,             4.57368    ,             20.4734    ,            0.679018E-01,             0.00000    ,            0.679505E-01,             0.00000    ,             0.00000    ,             2.93389    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.105177E-02,             1.52148    ,            0.387638E-01,             526.803    ,
180,            13.6081    ,             28.6055    ,             4.60083    ,             20.4753    ,            0.676945E-01,             0.00000    ,            0.660823E-01,             0.00000    ,             0.00000    ,             3.06746    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.104608E-02,             1.53486    ,            0.384203E-01,             526.159    ,
181,            13.5984    ,             28.5273    ,             4.68532    ,             20.4872    ,            0.681314E-01,             0.00000    ,            0.657255E-01,             0.00000    ,             0.00000    ,             3.05378    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.105360E-02,             1.52667    ,            0.383621E-01,             526.748    ,
182,            13.5964    ,             28.5808    ,             4.66564    ,             20.4875    ,            0.682868E-01,             0.00000    ,            0.646764E-01,             0.00000    ,             0.00000    ,             2.99443    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106735E-02,             1.53144    ,            0.382654E-01,             526.697    ,
183,            13.6065    ,             28.6587    ,             4.57352    ,             20.4973    ,            0.682722E-01,             0.00000    ,            0.670948E-01,             0.00000    ,             0.00000    ,             2.91123    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.106659E-02,             1.52716    ,            0.381682E-01,             526.771    ,
184,            13.6140    ,             28.7045    ,             4.35159    ,             20.5208    ,            0.684147E-01,             0.00000    ,            0.661748E-01,             0.00000    ,             0.00000    ,             3.11820    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.109953E-02,             1.52354    ,            0.385584E-01,             526.165    ,
185,            13.6034    ,             28.6458    ,             4.47016    ,             20.5252    ,            0.681536E-01,             0.00000    ,            0.674391E-01,             0.00000    ,             0.00000    ,             3.08268    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.112795E-02,             1.52027    ,            0.384878E-01,             526.807    ,
186,            13.6072    ,             28.4842    ,             4.33604    ,             20.5248    ,            0.683778E-01,             0.00000    ,            0.661623E-01,             0.00000    ,             0.00000    ,             3.57556    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.112393E-02,             1.52040    ,            0.384691E-01,             525.935    ,
187,            13.5959    ,             28.4866    ,             4.52975    ,             20.5445    ,            0.679654E-01,             0.00000    ,            0.650224E-01,             0.00000    ,             0.00000    ,             3.33538    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.112228E-02,             1.51870    ,            0.383525E-01,             526.701    ,
188,            13.6043    ,             28.5049    ,             4.51059    ,             20.5605    ,            0.682659E-01,             0.00000    ,            0.648736E-01,             0.00000    ,             0.00000    ,             3.19665    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.111306E-02,             1.52711    ,            0.378984E-01,             526.334    ,
189,            13.5843    ,             28.5595    ,             4.55785    ,             20.5725    ,            0.678127E-01,             0.00000    ,            0.655763E-01,             0.00000    ,             0.00000    ,             3.05881    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.111549E-02,             1.52383    ,            0.384147E-01,             526.819    ,
190,            13.5966    ,             28.6531    ,             4.54065    ,             20.5737    ,            0.680417E-01,             0.00000    ,            0.638983E-01,             0.00000    ,             0.00000    ,             2.93490    ,             0.00000    ,             0.00000    ,             0.00000    ,            0.111744E-02,             1.51324    ,            0.396174E-01,             526.525    ,
