iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
428,461.835,1,20.4902,24.4149,13.3167,1.52236,0.0444976,-0.405578,0.312158,0.216735,1.03476,0.226264,1.07679
429,459.479,1,21.0377,24.433,12.4249,1.48148,0.0460709,-0.42623,0.657644,0.226461,1.00659,0.231931,0.987458
430,468.595,1,20.4185,24.4537,13.4093,1.52328,0.0457131,-0.413757,0.936136,0.221786,1.1184,0.240838,1.07413
431,466.702,1,20.0817,24.2339,13.26,1.5522,0.0449016,-0.395746,1.41541,0.223985,1.06441,0.246363,0.983718
432,470.083,1,20.6607,23.9418,13.608,1.53105,0.0492608,-0.42231,1.24562,0.214027,1.09396,0.237831,1.00644
433,469.598,1,21.0353,23.0431,12.0197,1.53107,0.0504153,-0.437089,1.04112,0.211849,1.06055,0.231521,1.02671
434,469.605,1,20.0275,23.1064,13.8423,1.57211,0.0528127,-0.389638,1.14499,0.2111,0.962966,0.236308,0.907599
435,466.288,1,20.9696,22.6654,14.4459,1.44175,0.0551262,-0.423184,1.61343,0.216924,0.965524,0.252742,0.917153
436,456.54,1,20.24,23.099,15.3979,1.42919,0.0493224,-0.405756,0.600617,0.210127,1.09027,0.24449,0.833637
437,462.57,1,20.5344,23.0396,14.7213,1.47258,0.0492867,-0.41325,1.41741,0.226104,1.06451,0.243753,0.862568
438,456.328,1,20.9153,23.1906,14.4176,1.37189,0.0529452,-0.429564,1.44912,0.225461,0.973212,0.231184,0.882242
439,458.956,1,20.8387,23.5351,13.0457,1.43029,0.0552743,-0.420692,1.69422,0.23117,0.926991,0.225501,0.785169
440,458.155,1,21.1815,23.6488,13.047,1.50244,0.0506173,-0.434059,1.28936,0.226592,1.00245,0.21875,0.779119
441,451.594,1,20.6213,23.4862,13.6204,1.38772,0.0510984,-0.413497,1.51432,0.224451,1.00498,0.213005,0.834525
442,457.233,1,20.4685,23.5272,13.9352,1.48678,0.0523316,-0.404575,0.356228,0.227037,0.907456,0.202219,0.860698
443,458.761,1,20.5865,24.0947,13.0018,1.47504,0.0478032,-0.40493,0.386239,0.232219,1.0402,0.227774,0.875087
444,458.019,1,20.3275,24.0082,13.7922,1.60499,0.0396211,-0.396147,0.843354,0.235075,1.06661,0.246236,0.791396
445,456.036,1,20.7845,23.7125,13.1967,1.6049,0.0368502,-0.418528,0.254312,0.223708,1.11041,0.238094,0.886031
446,458.072,1,20.8905,23.6902,13.4044,1.60492,0.0379029,-0.415266,0.766415,0.224488,1.15123,0.227481,0.905881
447,459.78,1,20.5578,23.8421,14.0632,1.60485,0.0362937,-0.407234,0.0660564,0.233235,1.20581,0.244515,0.902916
448,460.687,1,20.6736,23.4999,14.7066,1.61629,0.0399069,-0.41797,0.550627,0.227359,1.17948,0.242456,0.780663
449,463.653,1,20.6927,23.6256,13.9227,1.54468,0.0457029,-0.414684,0.746224,0.210086,1.25129,0.25032,0.795089
450,461.725,1,20.7227,23.6019,14.0196,1.50199,0.0433555,-0.424164,0.500494,0.218091,1.36869,0.244482,0.823519
451,465.034,1,20.1523,23.2769,14.6246,1.57082,0.0402027,-0.400245,1.20939,0.224521,1.41127,0.247128,0.820256
452,465.93,1,20.67,23.5685,14.1784,1.53797,0.0470614,-0.411049,1.31337,0.217479,1.41977,0.227843,0.760065
453,462.147,1,20.5355,23.0937,14.9064,1.57836,0.043609,-0.404038,2.00485,0.22075,1.26352,0.233201,0.768636
454,461.61,1,20.7126,23.3396,14.3289,1.70843,0.035227,-0.420313,1.19119,0.217813,1.21911,0.25717,0.735162
455,464.461,1,20.3577,23.2304,12.9576,1.66117,0.0401699,-0.402769,1.41128,0.219419,1.14851,0.240579,0.837527
456,468.978,1,20.5975,23.5684,13.5026,1.77034,0.0379642,-0.415289,0.766118,0.215068,1.02095,0.244409,0.91062
457,458.211,1,19.7798,23.0534,13.9652,1.68192,0.0364569,-0.380085,0.851317,0.215597,0.952699,0.238255,0.935341
458,457.719,1,20.4236,23.4214,12.2067,1.6819,0.0369946,-0.403601,0.385358,0.222862,0.920747,0.243062,0.905457
459,456.868,1,20.1133,23.3687,12.2595,1.68185,0.0352997,-0.392328,-0.169104,0.227739,0.968976,0.230993,0.927053
460,455.243,1,20.3767,23.6476,11.4661,1.56702,0.037382,-0.407142,-0.0782057,0.219672,1.01269,0.237417,1.0189
461,450.897,1,20.1158,23.8407,12.7204,1.5094,0.0400552,-0.393138,-0.308553,0.220928,0.939711,0.24013,0.973653
462,442.739,1,20.3602,23.8232,12.4325,1.52204,0.0344196,-0.39926,-0.225959,0.224231,0.981104,0.220671,0.959688
463,449.201,1,20.2301,24.4548,12.84,1.54552,0.0337711,-0.394363,-0.794427,0.225317,0.974422,0.243573,1.04176
464,468.584,1,20.4609,24.3417,12.5702,1.67758,0.0390444,-0.411693,-0.775454,0.241661,0.939634,0.23968,1.07362
465,464.343,1,20.3783,23.9689,12.8477,1.65361,0.0398733,-0.41177,-0.131419,0.227855,0.942808,0.237158,1.02029
466,463.442,1,19.8514,23.6362,13.2056,1.65356,0.038009,-0.390689,1.07422,0.231342,1.01309,0.255568,0.922272
467,459.929,1,20.239,24.0435,12.9428,1.60272,0.0389051,-0.396149,1.06411,0.237899,0.959514,0.246802,0.95151
468,467.416,1,20.1888,24.0225,13.1573,1.60283,0.043743,-0.392308,1.89417,0.236051,1.03479,0.261581,0.904085
469,468.183,1,20.6239,24.2132,13.1121,1.57924,0.0491946,-0.424129,1.36643,0.220511,1.01656,0.251568,0.829426
470,461.678,1,20.5921,23.6384,12.7517,1.57919,0.046626,-0.427188,0.848846,0.22048,0.962507,0.248958,0.801691
471,464.184,1,21.1871,23.7882,12.9966,1.57915,0.0461386,-0.43759,0.524391,0.233974,0.999976,0.251027,0.824094
472,470.724,1,20.7419,23.5745,14.4181,1.51259,0.0528388,-0.419859,1.62949,0.218141,1.04594,0.268012,0.848679
473,475.081,1,21.2517,23.1952,14.0898,1.60489,0.0500624,-0.441902,2.01217,0.22923,1.05672,0.257422,0.854024
474,468.662,1,20.6739,23.3192,15.1199,1.56699,0.0484238,-0.425053,2.07953,0.214227,1.10291,0.249542,0.859142
475,470.263,1,21.1494,22.8165,15.5366,1.60542,0.043711,-0.436519,3.14206,0.214415,1.15432,0.259599,0.943671
476,467.06,1,20.4325,22.9574,15.063,1.5753,0.0410965,-0.401981,3.12929,0.217052,1.22781,0.273329,0.915915
477,460.977,1,20.0528,23.1711,16.608,1.47534,0.0435653,-0.385114,3.21381,0.22066,1.24997,0.266715,0.857428
478,460.997,1,20.4373,23.4959,16.1245,1.53127,0.0391239,-0.408471,2.17398,0.215056,1.12478,0.3334,0.831993
479,455.442,1,20.1076,23.7003,15.0692,1.45195,0.0407812,-0.400517,1.87764,0.213549,1.02672,0.337698,0.852669
480,457.852,1,21.2008,23.5483,15.3689,1.43028,0.0426155,-0.438927,2.87522,0.221303,1.01485,0.359439,0.835005
481,471.474,1,20.3684,24.0409,15.7574,1.56241,0.0419426,-0.404198,2.60845,0.224132,1.12884,0.352064,0.859701
482,461.792,1,20.5994,24.2761,14.3505,1.60471,0.0350348,-0.407926,2.41061,0.225717,1.14095,0.340108,0.772895
483,463.528,1,20.5235,24.4802,14.285,1.57071,0.0373363,-0.41133,2.34866,0.22974,1.17793,0.326387,0.80013
484,467.531,1,21.0311,24.6402,13.0086,1.62409,0.0339333,-0.423728,1.96387,0.233922,1.25813,0.320425,0.86645
485,474.99,1,20.8906,24.8744,13.7906,1.52574,0.0427597,-0.425901,2.13142,0.230888,1.33507,0.318297,0.928172
486,478.895,1,20.3736,24.4656,13.658,1.52579,0.0453396,-0.409973,2.98733,0.227384,1.21479,0.339908,0.981356
487,473.298,1,20.1792,24.1534,14.7235,1.50733,0.0473407,-0.397859,2.15377,0.211868,1.08373,0.369014,0.856844
488,463.332,1,20.2948,24.552,15.0194,1.41941,0.0466737,-0.405867,1.05548,0.220202,1.08179,0.330355,0.849008
489,455.556,1,20.5458,24.6084,13.4015,1.33861,0.0454971,-0.41273,1.51213,0.215564,1.09419,0.324559,0.897164
490,462.632,1,20.6794,25.1138,13.8451,1.40682,0.0447638,-0.41131,2.72779,0.227639,1.13303,0.297872,0.982843
491,468.355,1,20.6406,25.115,14.4761,1.35903,0.0480917,-0.408532,2.76094,0.218091,1.18846,0.314398,1.09599
492,462.063,1,20.6656,24.9135,13.5507,1.33905,0.0463319,-0.415782,2.38331,0.224279,1.06692,0.303563,1.12647
493,459.484,1,20.9188,24.7839,12.711,1.45423,0.04167,-0.420739,1.20474,0.229084,1.0396,0.30185,0.96366
494,464.107,1,20.9982,25.3465,12.8242,1.52939,0.0446251,-0.428819,0.754162,0.223083,0.978109,0.281441,0.941426
495,461.075,1,20.3371,24.9074,11.6538,1.52933,0.0435927,-0.401584,0.102964,0.223741,0.962278,0.264238,0.974432
496,451.384,1,20.5423,24.7026,11.5024,1.58483,0.0360895,-0.420143,0.458416,0.224156,0.892259,0.281475,0.838834
497,450.626,1,20.4826,24.534,13.6753,1.45224,0.0445589,-0.412011,0.165918,0.218256,0.89007,0.276731,0.82951
498,453.667,1,20.7184,24.7882,13.3436,1.48442,0.0439483,-0.41506,0.612695,0.220863,0.941993,0.282198,0.81207
499,441.594,1,20.6578,24.9926,12.4609,1.39733,0.0404493,-0.412814,0.394162,0.221939,0.843455,0.308937,0.825393
500,442.104,1,20.2574,24.9353,12.8591,1.48633,0.0321678,-0.39775,0.9638,0.219194,0.907283,0.324689,0.875165
501,447.387,1,20.2571,24.9217,13.1172,1.51983,0.0336007,-0.403857,1.0636,0.226737,0.885572,0.315588,0.89508
502,442.426,1,20.2421,24.8525,13.1904,1.49695,0.0330791,-0.399902,0.537569,0.229269,0.846385,0.307536,0.879891
503,451.552,1,20.445,24.8838,12.5242,1.4749,0.0381806,-0.407538,1.0384,0.222131,0.966054,0.306116,0.904218
504,451.144,1,20.656,25.3397,13.1849,1.48826,0.0361625,-0.415316,0.326923,0.224272,1.04893,0.317765,0.834924
505,447.418,1,20.5097,24.7143,12.8458,1.43937,0.0361334,-0.404802,0.302635,0.228708,1.08749,0.307556,0.831564
506,452.052,1,20.2215,25.136,14.0589,1.37791,0.0419269,-0.397487,0.477479,0.222556,1.11009,0.301162,0.888009
507,447.341,1,20.666,24.9713,14.8449,1.40949,0.0365141,-0.410161,0.980852,0.230617,1.14511,0.296658,0.871086
508,456.026,1,20.9686,24.9511,16.1683,1.53334,0.032488,-0.430978,1.2102,0.229264,1.18972,0.297801,0.94529
509,455.445,1,21.0527,24.3299,15.0464,1.57554,0.0304953,-0.43014,0.951932,0.229162,1.07653,0.299477,0.991673
510,462.841,1,21.1102,24.6911,15.3555,1.6104,0.034706,-0.431895,0.791399,0.236041,1.08769,0.303271,0.905888
511,461.934,1,20.8039,24.2588,14.7953,1.66497,0.0352904,-0.425045,0.695077,0.22756,1.05734,0.297114,0.797428
512,451.029,1,20.3753,23.589,15.4426,1.68449,0.0303861,-0.409211,2.24787,0.216834,1.03103,0.273955,0.755597
513,461.497,1,20.929,23.624,13.2334,1.59505,0.0412305,-0.436162,3.1056,0.222229,1.07395,0.284144,0.752567
514,450.514,1,20.7818,23.9446,13.0351,1.52211,0.0367818,-0.416568,2.78615,0.229963,1.05541,0.302881,0.73667
515,442.66,1,20.6465,24.6708,12.5354,1.39341,0.0419656,-0.413707,2.08133,0.225041,0.923201,0.29302,0.760367
516,443.102,1,21.0459,24.744,13.3384,1.41335,0.0394189,-0.427982,2.04907,0.22676,0.92425,0.293281,0.823122
517,449.725,1,20.2606,24.9675,13.6193,1.46649,0.0371067,-0.401125,1.94717,0.223812,0.963476,0.30925,0.905559
518,450.952,1,19.822,24.7403,13.7,1.57041,0.0317603,-0.385774,1.19984,0.219154,1.01464,0.321383,0.841287
519,451.598,1,20.4436,24.6023,14.5894,1.5705,0.0342668,-0.416153,1.62145,0.215911,1.04486,0.319671,0.747978
520,460.187,1,20.7774,24.6381,13.6557,1.52701,0.0403343,-0.418511,1.48648,0.215415,1.1231,0.313501,0.821596
521,453.064,1,20.0932,24.4003,12.4228,1.49192,0.0378177,-0.385008,1.52872,0.21949,0.968071,0.30616,0.934224
522,459.226,1,20.2976,24.5997,12.6762,1.49211,0.0461146,-0.400447,1.39937,0.226383,0.840288,0.285903,0.956226
523,458.435,1,20.392,24.6093,14.1005,1.41772,0.0480218,-0.404785,2.27238,0.222448,0.916767,0.288389,0.919414
524,461.279,1,20.2665,23.9954,12.0261,1.46572,0.0468367,-0.388609,2.52679,0.217091,0.992298,0.267224,0.970691
525,473.537,1,20.0872,24.6152,12.5457,1.5561,0.0517516,-0.38555,1.64669,0.220519,1.00632,0.251761,0.96048
526,473.846,1,20.618,24.6902,12.1593,1.69048,0.0423803,-0.405746,1.91919,0.232166,0.960102,0.29217,0.906356
527,458.319,1,20.5986,24.3779,11.8922,1.59645,0.0384138,-0.413544,1.59599,0.226795,0.926618,0.292879,0.860954
528,457.916,1,20.3042,24.7675,12.0966,1.59644,0.0393102,-0.402619,1.83812,0.220906,0.892763,0.294469,0.894362
529,466.563,1,19.9109,24.9047,11.1857,1.69266,0.041586,-0.384658,2.71215,0.225022,0.796719,0.283082,0.931908
530,464.765,1,19.8007,25.2997,12.3975,1.69254,0.0361,-0.395421,1.23056,0.203913,0.863969,0.291728,1.1052
531,458.225,1,20.0066,24.9575,12.1203,1.62177,0.0367491,-0.395318,1.12088,0.214157,0.821106,0.295556,1.0189
532,459.386,1,20.4802,24.7204,13.3563,1.58304,0.0384404,-0.408664,1.89575,0.225048,0.889858,0.317444,0.90322
533,455.743,1,20.775,24.9747,12.8311,1.58302,0.036558,-0.423687,1.88406,0.221694,0.836615,0.321113,0.916574
534,455.258,1,20.8617,24.8915,12.4987,1.63094,0.0331737,-0.422251,1.31356,0.224665,0.886591,0.312955,0.886805
535,466.684,1,20.439,24.5256,11.6312,1.60888,0.038644,-0.392333,0.636989,0.23248,0.937993,0.323607,0.966275
536,468.629,1,20.2979,24.1866,13.0964,1.55993,0.0424045,-0.399939,1.21261,0.230881,0.969635,0.326832,0.946442
537,458.581,1,20.3464,24.9591,13.7015,1.46194,0.0445165,-0.40022,1.41182,0.224468,1.01643,0.289605,0.877451
538,457.388,1,20.3849,24.638,13.0055,1.54518,0.0399203,-0.397438,1.58486,0.215302,1.02242,0.286985,0.878224
539,457.528,1,20.0203,24.6204,14.2974,1.54516,0.0390107,-0.380574,1.39225,0.221202,1.02338,0.275745,0.920831
540,460.368,1,20.7078,24.8738,13.3808,1.54521,0.040507,-0.419544,1.1642,0.211197,1.04948,0.274329,0.961683
541,459.303,1,19.9972,25.1721,13.6791,1.47865,0.0420402,-0.390039,1.21981,0.218824,1.06667,0.268735,1.00584
542,463.385,1,20.0172,24.7402,14.2721,1.57027,0.0431131,-0.386684,2.65655,0.219893,0.971249,0.288151,0.880502
543,463.86,1,20.036,24.454,12.8391,1.48615,0.048866,-0.382107,2.27627,0.219423,0.981226,0.282986,0.867825
544,448.238,1,20.522,24.3482,13.6047,1.47329,0.0424874,-0.40754,1.79853,0.230942,0.831396,0.273519,0.834636
545,450.199,1,19.8401,24.7631,13.788,1.5645,0.035181,-0.384112,2.39919,0.217747,0.868561,0.282693,0.95103
546,447.612,1,20.0581,24.399,13.7586,1.52008,0.0379307,-0.39606,2.50783,0.221878,0.856339,0.265933,0.912657
547,458.002,1,20.9063,23.9856,13.1224,1.61607,0.037715,-0.421441,2.67282,0.235738,0.859991,0.2738,0.920348
548,459.813,1,20.1443,24.0741,14.0949,1.68797,0.0296956,-0.387441,3.04224,0.234616,0.921445,0.286627,1.02361
549,456.308,1,20.5297,24.0032,12.8733,1.60498,0.0318676,-0.408277,3.11162,0.229254,0.939713,0.294373,1.01921
550,450.942,1,20.3405,23.698,13.3026,1.69048,0.0310914,-0.397751,1.9993,0.219368,0.893283,0.253868,0.889385
551,447.732,1,20.4903,23.6761,13.3638,1.64157,0.0337592,-0.408434,2.31666,0.221518,0.840544,0.276546,0.783651
552,440.904,1,20.591,24.2584,13.4623,1.49928,0.0377227,-0.410838,2.41108,0.222335,0.790664,0.30247,0.75471
553,438.655,1,20.7121,24.2547,13.671,1.49924,0.0360955,-0.422016,2.33466,0.22,0.838793,0.288949,0.758033
554,450.732,1,21.022,24.54,13.1,1.64877,0.0368797,-0.43343,2.45121,0.210938,0.896505,0.287776,0.705635
555,452.209,1,21.2334,24.7156,13.2852,1.72427,0.0344297,-0.440403,2.97601,0.218257,0.8869,0.285269,0.66371
556,453.417,1,21.2267,24.4384,13.091,1.66494,0.0345521,-0.442044,2.69516,0.225929,0.959133,0.287226,0.714289
557,460.581,1,20.6113,24.3289,13.3748,1.63104,0.0392737,-0.409739,2.04407,0.227549,1.07084,0.293029,0.703326
558,459.628,1,20.4187,24.564,13.4478,1.67902,0.0350269,-0.401991,2.72426,0.233593,0.95946,0.3081,0.748304
559,446.393,1,20.9734,24.4007,12.9964,1.67887,0.0302939,-0.426,1.92764,0.225569,0.887062,0.307135,0.658579
560,447.622,1,20.1024,24.3593,13.6016,1.72961,0.0275563,-0.397264,1.47352,0.228646,0.839973,0.296158,0.713804
561,449.876,1,20.8995,24.725,14.1893,1.67992,0.0326829,-0.427905,1.90498,0.226261,0.829861,0.292842,0.747692
562,451.403,1,20.9033,24.8814,12.6066,1.67993,0.0317572,-0.42928,1.99515,0.222313,0.844224,0.28237,0.818725
563,443.869,1,21.2211,24.4834,12.7643,1.5341,0.0403789,-0.433413,2.71711,0.224681,0.756403,0.29804,0.703002
564,442.464,1,20.539,24.5455,11.8246,1.48543,0.0404251,-0.413178,2.79599,0.223483,0.783322,0.294047,0.738594
565,444.288,1,20.7299,23.9856,13.0978,1.42588,0.0407793,-0.42181,2.80482,0.229038,0.779531,0.322664,0.816394
566,444.031,1,20.416,23.887,12.7862,1.45671,0.0393174,-0.401872,3.1074,0.224353,0.77449,0.312747,0.846739
567,444.323,1,20.2833,23.8568,13.2627,1.53215,0.0374774,-0.390624,2.77667,0.234449,0.74665,0.287027,0.821814
568,446.369,1,19.8022,24.5099,12.2569,1.53221,0.0406642,-0.376028,2.46317,0.225793,0.722497,0.299767,0.788413
569,456.823,1,20.3845,24.2597,12.506,1.74773,0.032473,-0.401278,1.99058,0.236687,0.719761,0.320829,0.79429
570,460.974,1,20.3386,24.3516,13.2264,1.70593,0.0349988,-0.394911,1.749,0.235276,0.7753,0.334543,0.818509
571,459.763,1,20.0252,24.3564,13.5033,1.5817,0.0418128,-0.381829,1.99846,0.230509,0.838228,0.316573,0.812524
572,463.997,1,20.8505,24.741,12.1473,1.63676,0.0386513,-0.414021,2.10186,0.228148,1.00879,0.311843,0.795676
573,462.13,1,20.9116,25.0966,12.8114,1.57569,0.0398523,-0.418171,2.31314,0.232817,0.986955,0.335517,0.777005
574,449.215,1,20.8657,24.8557,13.6204,1.50028,0.0359653,-0.421397,2.8429,0.221084,1.05515,0.322898,0.763581
575,456.564,1,20.4745,24.2378,14.1913,1.62535,0.0361215,-0.417673,2.48253,0.212109,1.1149,0.31287,0.686915
576,450.346,1,20.2375,23.6772,15.9836,1.59027,0.0307949,-0.408245,3.06238,0.216956,1.14434,0.31244,0.74781
577,453.55,1,20.771,23.7585,15.6478,1.55661,0.0369708,-0.421543,2.78002,0.222284,1.01705,0.31426,0.761375
578,453.941,1,20.9458,23.2787,15.7091,1.49756,0.0364485,-0.429769,2.68844,0.221802,1.0743,0.331945,0.837127
579,457.802,1,20.827,23.4203,15.8334,1.52146,0.0382103,-0.426613,2.23666,0.211943,1.10947,0.31718,0.871658
580,447.296,1,20.5603,23.3763,14.0782,1.53064,0.0355267,-0.412862,3.27482,0.217717,0.987606,0.311322,0.755582
581,447.164,1,20.3925,23.3776,14.8344,1.53057,0.0330665,-0.401535,2.79234,0.21679,1.12859,0.306196,0.769096
582,452.427,1,20.2245,23.1471,15.489,1.62778,0.0312571,-0.395113,3.32318,0.218746,1.09114,0.305869,0.754271
583,459.71,1,20.7158,23.6923,15.6732,1.71104,0.0315317,-0.425127,3.3158,0.214885,1.06627,0.288245,0.829183
584,454.892,1,20.1627,23.8007,15.1027,1.69106,0.0273863,-0.401431,4.08411,0.219462,1.11046,0.293835,0.817328
585,446.998,1,20.3424,23.9446,13.7405,1.55633,0.0314539,-0.408799,4.07057,0.219185,1.09278,0.294424,0.791715
586,450.466,1,20.7531,24.2022,14.6437,1.51314,0.0361906,-0.421729,3.56293,0.221372,1.05182,0.305945,0.798301
587,451.412,1,20.1418,24.2553,13.4454,1.57726,0.0366354,-0.400833,2.29502,0.221877,0.924912,0.289284,0.806306
588,449.623,1,20.0448,24.2792,13.6773,1.57723,0.0342899,-0.396347,2.26699,0.216453,0.944105,0.292197,0.819024
589,446.502,1,20.3471,24.6397,12.9703,1.55138,0.033201,-0.410392,1.7141,0.215251,0.952384,0.286086,0.869411
590,443.908,1,20.1445,25.0729,13.6357,1.55131,0.0296752,-0.395642,1.75732,0.218548,0.910965,0.303191,0.918092
591,446.867,1,20.4414,24.6799,13.8382,1.58497,0.028774,-0.410804,1.8359,0.218994,0.923101,0.30204,0.942755
592,443.327,1,20.3435,24.3743,12.9882,1.56974,0.0262649,-0.399925,2.09211,0.225338,1.00413,0.307456,0.865017
593,448.766,1,20.2496,24.0467,12.3116,1.60126,0.0271347,-0.404037,1.96429,0.224037,1.1147,0.31407,0.798628
594,450.556,1,20.6925,24.1386,13.9983,1.69254,0.0248372,-0.426674,2.58491,0.221922,1.06328,0.303425,0.78031
595,455.177,1,20.3975,24.2583,14.1431,1.69258,0.0258521,-0.410691,2.63292,0.211127,1.07847,0.311471,0.88593
596,458.789,1,20.2707,23.4679,13.9511,1.62323,0.03382,-0.400511,2.79742,0.21233,1.13793,0.304357,0.835199
597,453.524,1,21.0698,24.1158,13.2569,1.45151,0.0405364,-0.436613,1.59677,0.220196,1.08916,0.302417,0.830568
598,449.798,1,21.159,24.0593,14.6019,1.42707,0.0410969,-0.437532,1.20464,0.209901,1.10686,0.280646,0.861266
599,454.326,1,20.5399,24.123,13.6658,1.51119,0.0396036,-0.402227,2.21246,0.222535,1.13127,0.269389,0.819728
600,450.18,1,20.4907,24.304,13.9962,1.43592,0.0408648,-0.405247,2.0427,0.230526,1.13005,0.264261,0.812095
601,455.559,1,20.3685,24.1228,14.492,1.46436,0.0435897,-0.403127,1.53223,0.226226,1.10303,0.261728,0.828109
602,465.286,1,21.0154,24.1716,13.2134,1.5573,0.0457744,-0.427617,1.2939,0.227579,1.20687,0.249789,0.773452
603,466.212,1,20.364,24.1485,13.2694,1.55729,0.0467892,-0.403669,0.715713,0.217753,1.21892,0.267356,0.754292
604,459.735,2,20.845,24.5711,13.3026,1.51941,0.0435009,-0.41652,1.16692,0.223408,1.13318,0.270669,0.790061
605,461.989,2,20.5582,24.7252,13.1,1.60485,0.0401419,-0.416481,2.39445,0.227735,1.08628,0.272932,0.792819
606,460.35,2,20.2216,24.5654,14.6099,1.48979,0.042375,-0.399208,2.32445,0.223823,1.11861,0.283981,0.877853
607,459.905,2,20.5427,24.1436,14.5359,1.46205,0.0440073,-0.407632,2.05756,0.223803,1.14899,0.288629,0.820693
608,467.164,2,20.587,24.8388,14.6087,1.49377,0.0458803,-0.408249,1.84831,0.223706,1.15139,0.29947,0.856042
609,463.042,2,20.4495,24.8699,14.3175,1.4705,0.0402827,-0.404947,1.72464,0.224567,1.19025,0.313128,0.96063
610,454.378,2,20.3644,24.5744,14.187,1.4705,0.0389795,-0.394317,1.75829,0.228467,1.14206,0.297651,0.820566
611,448.88,2,20.6882,24.4573,14.876,1.49846,0.0359591,-0.416884,1.86956,0.227631,1.02328,0.305025,0.808684
612,445.296,2,20.838,24.3766,14.1906,1.49845,0.0345526,-0.429666,1.97972,0.226506,0.993416,0.306122,0.777737
613,441.648,2,20.1997,24.174,12.8735,1.41923,0.0358073,-0.39086,1.23278,0.22602,0.967992,0.314275,0.828537
614,457.681,2,20.4882,24.8567,13.8096,1.53819,0.0366636,-0.413526,1.47922,0.228612,1.08842,0.30136,0.863632
615,473.415,2,20.4906,24.8279,14.5709,1.60072,0.0412586,-0.415773,1.46267,0.225552,1.21497,0.295458,0.91789
616,475.158,2,20.7007,24.7302,15.0506,1.56983,0.0455357,-0.420128,1.14757,0.221351,1.1724,0.287158,0.967894
617,467.987,2,20.0928,24.5651,15.2922,1.40197,0.0512627,-0.395641,0.708543,0.225883,1.0992,0.28067,0.954269
618,457.267,2,20.3116,24.2781,14.6665,1.46648,0.0451698,-0.400763,0.40375,0.226943,1.125,0.272408,0.771108
619,461.222,2,20.0426,24.7603,13.2261,1.48724,0.0439087,-0.378139,0.176939,0.230789,1.22252,0.268915,0.79737
620,451.56,2,20.389,24.6798,13.6691,1.47738,0.0396806,-0.399382,0.0331724,0.219986,1.21273,0.269604,0.788928
621,458.626,2,20.546,24.4183,13.517,1.62438,0.0365989,-0.406015,0.362358,0.227729,1.19389,0.262353,0.746751
622,462.943,2,20.8226,24.5531,13.4118,1.62447,0.0398092,-0.419939,0.759039,0.228979,1.17823,0.25918,0.76062
623,467.232,2,20.9542,24.7726,14.2814,1.6353,0.0434975,-0.425837,0.67002,0.221101,1.08369,0.245672,0.871471
624,454.894,2,20.317,24.6754,14.9699,1.63512,0.0356487,-0.399572,0.21816,0.221463,1.10723,0.240194,0.857871
625,459.44,2,20.0548,24.5122,14.038,1.63514,0.035884,-0.396309,1.37282,0.220979,1.09557,0.244597,0.911584
626,464.075,2,20.6594,24.2982,13.3287,1.63529,0.0405858,-0.41082,1.38709,0.224357,1.04253,0.248701,0.87544
627,456.993,2,20.462,23.8233,12.4998,1.55278,0.0421967,-0.410111,1.28577,0.213841,0.953682,0.258955,0.916911
628,453.603,2,20.5953,24.3913,12.5684,1.50781,0.0433796,-0.412612,1.27144,0.221441,0.877438,0.267053,0.88703
629,450.882,2,20.675,24.6716,13.4344,1.50778,0.0415937,-0.419665,1.41585,0.223318,0.914974,0.263806,0.863372
630,453.002,2,20.275,24.472,13.479,1.5698,0.0386036,-0.41048,1.19172,0.211605,0.964908,0.252247,0.904933
631,462.009,2,20.881,24.4334,12.4863,1.59015,0.0424279,-0.426447,0.609845,0.219977,1.00734,0.250716,0.88267
632,464.898,2,20.4443,23.7278,12.6849,1.59012,0.0408102,-0.406861,0.974124,0.230893,0.974628,0.26401,0.986968
633,467.48,2,20.2593,23.5638,12.5028,1.59017,0.0417489,-0.396252,0.580759,0.233392,0.957915,0.27121,0.990346
634,461.173,2,20.402,23.2145,12.9292,1.51092,0.0444365,-0.4077,1.63557,0.227128,0.918185,0.277323,0.971379
635,456.336,2,20.3902,23.0232,12.9429,1.54256,0.0418019,-0.406413,1.29865,0.216677,0.932722,0.280822,0.888618
636,454.682,2,20.8051,23.3547,12.7283,1.50731,0.041466,-0.421021,1.29239,0.217226,0.963132,0.287064,0.878462
637,456.6,2,20.3959,23.5843,13.9815,1.44797,0.0441991,-0.402009,1.77358,0.223719,0.96998,0.288097,0.899707
638,458.436,2,20.6708,23.6795,13.2997,1.53356,0.0406214,-0.414145,1.40252,0.230044,0.933257,0.280052,0.932687
639,462.326,2,20.3703,23.6582,12.6371,1.54465,0.0441548,-0.405318,0.897679,0.21914,0.950741,0.279235,0.887708
640,460.019,2,20.3451,24.0949,13.2896,1.5677,0.0410589,-0.408308,0.095055,0.228144,0.929336,0.28398,0.891996
641,450.618,2,19.9972,23.8567,13.643,1.5051,0.0425436,-0.396504,-0.171824,0.216282,0.909723,0.267715,0.854325
642,456.447,2,20.6089,23.7871,14.3913,1.548,0.0420597,-0.419254,-0.102847,0.21613,0.924487,0.248378,0.937069
