trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.26,2.59303,2.80775,0.481481,2.59303,2.80775,0.26,3.78929,2.92881,0.481481,3.78929,2.92881,0.26,3.24201,3.24423,0.481481,3.24201,3.24423,0.26,3.65589,3.02413,0.481481,3.65589,3.02413,All
0.267677,2.59962,2.80252,0.495698,2.59962,2.80252,0.267677,3.70255,2.93154,0.495698,3.70255,2.93154,0.267677,3.24638,3.24395,0.495698,3.24638,3.24395,0.267677,3.59328,3.01652,0.495698,3.59328,3.01652,All
0.275354,2.60621,2.79728,0.509914,2.60621,2.79728,0.275354,3.61581,2.93427,0.509914,3.61581,2.93427,0.275354,3.25075,3.24366,0.509914,3.25075,3.24366,0.275354,3.53067,3.0089,0.509914,3.53067,3.0089,All
0.28303,2.61281,2.79204,0.52413,2.61281,2.79204,0.28303,3.52907,2.93701,0.52413,3.52907,2.93701,0.28303,3.25512,3.24337,0.52413,3.25512,3.24337,0.28303,3.46806,3.00129,0.52413,3.46806,3.00129,All
0.290707,2.6194,2.78681,0.538346,2.6194,2.78681,0.290707,3.44234,2.93974,0.538346,3.44234,2.93974,0.290707,3.25949,3.24309,0.538346,3.25949,3.24309,0.290707,3.40545,2.99367,0.538346,3.40545,2.99367,All
0.298384,2.62599,2.78157,0.552563,2.62599,2.78157,0.298384,3.3556,2.94247,0.552563,3.3556,2.94247,0.298384,3.26386,3.2428,0.552563,3.26386,3.2428,0.298384,3.34283,2.98605,0.552563,3.34283,2.98605,All
0.306061,2.63258,2.77633,0.566779,2.63258,2.77633,0.306061,3.26886,2.9452,0.566779,3.26886,2.9452,0.306061,3.26823,3.24251,0.566779,3.26823,3.24251,0.306061,3.28022,2.97844,0.566779,3.28022,2.97844,All
0.313737,2.63918,2.7711,0.580995,2.63918,2.7711,0.313737,3.18212,2.94793,0.580995,3.18212,2.94793,0.313737,3.2726,3.24222,0.580995,3.2726,3.24222,0.313737,3.21761,2.97082,0.580995,3.21761,2.97082,All
0.321414,2.64577,2.76586,0.595211,2.64577,2.76586,0.321414,3.09538,2.95067,0.595211,3.09538,2.95067,0.321414,3.27697,3.24194,0.595211,3.27697,3.24194,0.321414,3.155,2.9632,0.595211,3.155,2.9632,All
0.329091,2.65236,2.76062,0.609428,2.65236,2.76062,0.329091,3.00864,2.9534,0.609428,3.00864,2.9534,0.329091,3.28133,3.24165,0.609428,3.28133,3.24165,0.329091,3.09239,2.95559,0.609428,3.09239,2.95559,All
