parameter,value,se_sa,rse_sa
Cl_pop,13.5049407284021,0.915443805542258,6.7785844007223
V1_pop,24.1670911448841,2.93407288388353,12.1407779955538
Q_pop,24.1383418970267,14.6911087093865,60.8621286915987
V2_pop,13.255327058599,4.0627760301351,30.6501379571732
omega_Cl,0.258620792375564,0.0491848287944578,19.0181262467994
omega_V1,0.27612785852843,0.106046890761491,38.4049951810901
omega_Q,1.00224679718666,0.406484171361203,40.5572931240307
omega_V2,0.891373771977144,0.238343222680433,26.7388642310809
a,1.31193804875366,0.343600457116688,26.1902959094073
b,0.0273132401788852,0.0166441091752544,60.9378787219883
