parameter,value,se_sa,rse_sa
Cl_pop,15.346434765542,4.3845813747915,28.5706839521867
beta_Cl_tSCRMGDL,-0.309470859768417,0.302656669441884,97.7981156831268
V1_pop,17.3030929130586,1.81380581484411,10.4825525930987
Q_pop,23.4,,
V2_pop,37.6454926398426,23.9996926255892,63.7518357249198
omega_Cl,0.0612828316250739,0.0348162986690255,56.8124836039404
omega_V1,0.179257241009034,0.0744381527776361,41.5258833387292
omega_Q,2.57227869890594,0.687145801590626,26.7135051066934
omega_V2,1.57390002465842,0.442364668935564,28.106274986022
a,0.000778443347179551,7.26196368266508e-5,9.32882747212956
b,1.06044977929941e-6,0.00119148346242432,112356.425139857
