time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,-31.1072,-31.6831,-31.4746,-31.348,-31.2438,-31.1509,-31.0636,-30.9646,-30.8575,-30.7155,-30.4443,All
3.08757e-16,-30.7291,-31.2843,-31.1127,-31,-30.8871,-30.7778,-30.6818,-30.5949,-30.5082,-30.3737,-30.1064,All
4.29331e-16,-30.3441,-30.8104,-30.6161,-30.511,-30.4363,-30.3756,-30.3119,-30.2424,-30.1494,-29.9858,-29.7515,All
5.96992e-16,-30.0392,-30.3647,-30.2497,-30.1749,-30.1187,-30.065,-30.0072,-29.939,-29.8355,-29.6689,-29.4521,All
8.30127e-16,-29.7212,-30.0158,-29.9155,-29.8481,-29.7953,-29.7474,-29.6934,-29.6301,-29.5213,-29.3556,-29.1442,All
1.15431e-15,-29.3978,-29.6655,-29.5671,-29.5113,-29.4654,-29.4206,-29.37,-29.3057,-29.1873,-29.0232,-28.8104,All
1.60508e-15,-29.0685,-29.3237,-29.2352,-29.1825,-29.1373,-29.09,-29.0436,-28.9758,-28.8537,-28.6946,-28.4908,All
2.23189e-15,-28.7383,-28.9898,-28.9017,-28.8499,-28.8065,-28.7624,-28.7148,-28.6502,-28.5274,-28.3662,-28.1601,All
3.10348e-15,-28.4105,-28.6571,-28.5717,-28.5197,-28.4757,-28.4333,-28.3833,-28.3204,-28.1943,-28.0374,-27.8274,All
4.31544e-15,-28.0802,-28.3253,-28.2423,-28.1909,-28.1461,-28.1032,-28.056,-27.9917,-27.8652,-27.7053,-27.5016,All
6.00069e-15,-27.7515,-27.9969,-27.91,-27.8607,-27.8163,-27.7748,-27.7281,-27.6622,-27.5366,-27.3747,-27.1696,All
8.34406e-15,-27.4217,-27.6684,-27.5792,-27.5318,-27.4864,-27.4445,-27.3978,-27.3329,-27.2071,-27.0478,-26.8429,All
1.16025e-14,-27.0922,-27.3381,-27.2499,-27.2011,-27.1574,-27.1151,-27.0675,-27.002,-26.8773,-26.7164,-26.5093,All
1.61335e-14,-26.7637,-27.0073,-26.9199,-26.8711,-26.8275,-26.7849,-26.7375,-26.6727,-26.5476,-26.3869,-26.1805,All
2.24339e-14,-26.4336,-26.679,-26.5909,-26.5418,-26.4982,-26.4556,-26.4081,-26.344,-26.2178,-26.0568,-25.8513,All
3.11948e-14,-26.1035,-26.3484,-26.2597,-26.2122,-26.1676,-26.1262,-26.0788,-26.0149,-25.888,-25.728,-25.5216,All
