parameter,value,se_lin,rse_lin
Cl_pop,20.6325092596435,4.04468894901904,19.6034757484894
beta_Cl_tSCRMGDL,-0.415120396839626,0.182895859035606,44.058509393424
V1_pop,23.9794092958194,2.20320423284209,9.18790035927281
Q_pop,23.4,,
V2_pop,13.0111869370841,2.88994618880099,22.2112417781359
omega_Cl,0.22410517107515,0.0427161797477528,19.0607738067001
omega_V1,0.31193255852904,0.0724019692300179,23.2107765766546
omega_Q,0.870479700956344,0.246494684370398,28.3171088423531
omega_V2,0.755696571636286,0.181277327644737,23.9881103671309
a,1.86781685489227,0.22010273008522,11.7839567358393
