Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.90281,0.0783904,14.4104,0.0220037,10.5563,0.0308156,3.2679,0.0708545,All
9.91026,0.17816,17.0207,0.0385065,24.5352,0.00513593,7.32099,0.0531408,All
10.9177,0.0926432,19.6309,0.0550092,38.5142,0.00513593,11.3741,0,All
11.9252,0.0997696,22.2412,0.101767,52.4931,0.0102719,15.4272,0.0354272,All
12.9326,0.0498848,24.8515,0.0550092,66.4721,0.00513593,19.4803,0.0354272,All
13.9401,0.0926432,27.4618,0.0632606,80.451,0,23.5334,0,All
14.9475,0.071264,30.0721,0.0192532,94.43,0.00513593,27.5864,0.0177136,All
15.955,0.0641376,32.6824,0.0165028,108.409,0.00513593,31.6395,0.0177136,All
16.9624,0.114022,35.2927,0.0137523,122.388,0,35.6926,0.0177136,All
17.9699,0.128275,37.9029,0,136.367,0,39.7457,0,All
18.9773,0.0213792,40.5132,0.00825138,150.346,0.00513593,43.7988,0,All
19.9848,0.0498848,43.1235,0.00550092,164.325,0,47.8519,0,All
20.9922,0.0285056,45.7338,0.0137523,178.304,0.00513593,51.905,0.0177136,All
