Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
4.97588,0.000191631,6.08646e-05,8.74953,1.96757e-10,2.78806e-11,3.56519,2.22045e-16,2.22045e-16,1.24076,2.22045e-16,2.22045e-16,All
5.29678,0.000440235,0.00015765,9.42614,1.24252e-08,2.13791e-09,5.40167,2.22045e-16,0.0666667,1.77325,2.22045e-16,0.0666667,All
5.61768,0.000913599,0.000367332,10.1027,3.65125e-07,7.62791e-08,7.23815,2.22045e-16,0.333333,2.30574,2.22045e-16,0.0666667,All
5.93858,0.0017371,0.000781356,10.7794,5.68998e-06,1.4458e-06,9.07463,2.22045e-16,0.333333,2.83824,2.22045e-16,0.0666667,All
6.25948,0.00306154,0.00153574,11.456,5.21773e-05,1.6181e-05,10.9111,2.22045e-16,0.333333,3.37073,2.22045e-16,0.133333,All
6.58038,0.00504995,0.00281729,12.1326,0.000306335,0.000116531,12.7476,2.22045e-16,0.4,3.90323,2.22045e-16,0.133333,All
6.90127,0.00785908,0.00486467,12.8092,0.00123491,0.000579918,14.5841,2.22045e-16,0.4,4.43572,2.22045e-16,0.2,All
7.22217,0.0116186,0.00796307,13.4858,0.00362776,0.00211825,16.4205,2.22045e-16,0.4,4.96822,2.22045e-16,0.266667,All
7.54307,0.0164117,0.0124323,14.1624,0.00818384,0.00598293,18.257,2.22045e-16,0.4,5.50071,2.22045e-16,0.266667,All
7.86397,0.0222598,0.0186092,14.839,0.0148765,0.0136819,20.0935,2.22045e-16,0.4,6.03321,2.22045e-16,0.333333,All
8.18487,0.0291151,0.0268266,15.5156,0.0228241,0.0263988,21.93,2.22045e-16,0.4,6.5657,2.22045e-16,0.333333,All
8.50577,0.0368595,0.0373905,16.1922,0.030936,0.0446,23.7665,2.22045e-16,0.466667,7.09819,2.22045e-16,0.333333,All
8.82667,0.0453124,0.0505589,16.8688,0.0386796,0.068173,25.6029,2.22045e-16,0.466667,7.63069,2.22045e-16,0.4,All
9.14757,0.0542437,0.0665232,17.5454,0.0462086,0.0968922,27.4394,2.22045e-16,0.466667,8.16318,2.22045e-16,0.4,All
9.46847,0.0633903,0.0853955,18.2221,0.0538552,0.130733,29.2759,2.22045e-16,0.466667,8.69568,2.22045e-16,0.4,All
9.78937,0.0724753,0.1072,18.8987,0.0615702,0.16979,31.1124,2.22045e-16,0.466667,9.22817,2.22045e-16,0.466667,All
10.1103,0.0812258,0.131874,19.5753,0.0687793,0.213939,32.9489,2.22045e-16,0.466667,9.76067,2.22045e-16,0.466667,All
10.4312,0.0893892,0.159268,20.2519,0.0746582,0.262562,34.7853,2.22045e-16,0.466667,10.2932,2.22045e-16,0.466667,All
10.7521,0.096746,0.189158,20.9285,0.0785261,0.314511,36.6218,2.22045e-16,0.466667,10.8257,2.22045e-16,0.466667,All
11.073,0.103119,0.221254,21.6051,0.0800883,0.368302,38.4583,2.22045e-16,0.533333,11.3581,2.22045e-16,0.466667,All
11.3939,0.108377,0.25522,22.2817,0.079441,0.422388,40.2948,2.22045e-16,0.533333,11.8906,2.22045e-16,0.466667,All
11.7148,0.112438,0.290682,22.9583,0.0769212,0.47538,42.1312,2.22045e-16,0.533333,12.4231,2.22045e-16,0.466667,All
12.0357,0.115268,0.32725,23.6349,0.0729339,0.526148,43.9677,2.22045e-16,0.533333,12.9556,2.22045e-16,0.466667,All
12.3566,0.116874,0.36453,24.3115,0.0678492,0.573828,45.8042,2.22045e-16,0.533333,13.4881,2.22045e-16,0.466667,All
12.6775,0.1173,0.402134,24.9881,0.061984,0.617787,47.6407,2.22045e-16,0.533333,14.0206,2.22045e-16,0.466667,All
12.9984,0.116622,0.439695,25.6647,0.0556325,0.657596,49.4772,2.22045e-16,0.533333,14.5531,2.22045e-16,0.533333,All
13.3193,0.114936,0.476874,26.3414,0.0490952,0.693028,51.3136,2.22045e-16,0.533333,15.0856,2.22045e-16,0.533333,All
13.6402,0.112358,0.513365,27.018,0.0426764,0.72406,53.1501,2.22045e-16,0.533333,15.6181,2.22045e-16,0.533333,All
13.9611,0.109011,0.548903,27.6946,0.036656,0.750869,54.9866,2.22045e-16,0.6,16.1506,2.22045e-16,0.533333,All
14.282,0.105023,0.58326,28.3712,0.0312527,0.773803,56.8231,2.22045e-16,0.666667,16.6831,2.22045e-16,0.6,All
14.6029,0.100519,0.616251,29.0478,0.0266019,0.793331,58.6596,2.22045e-16,0.666667,17.2156,2.22045e-16,0.6,All
14.9238,0.0956237,0.647731,29.7244,0.0227545,0.809983,60.496,2.22045e-16,0.666667,17.7481,2.22045e-16,0.6,All
15.2447,0.0904497,0.677592,30.401,0.0196924,0.8243,62.3325,2.22045e-16,0.666667,18.2806,2.22045e-16,0.6,All
15.5656,0.0851015,0.705763,31.0776,0.0173516,0.836794,64.169,2.22045e-16,0.666667,18.8131,2.22045e-16,0.666667,All
15.8865,0.0796725,0.732202,31.7542,0.0156418,0.847923,66.0055,2.22045e-16,0.666667,19.3456,2.22045e-16,0.666667,All
16.2073,0.0742437,0.756896,32.4308,0.0144609,0.85808,67.842,2.22045e-16,0.666667,19.8781,2.22045e-16,0.666667,All
16.5282,0.0688843,0.779859,33.1074,0.0137023,0.867587,69.6784,2.22045e-16,0.666667,20.4106,2.22045e-16,0.666667,All
16.8491,0.0636518,0.80112,33.7841,0.0132598,0.876693,71.5149,2.22045e-16,0.733333,20.943,2.22045e-16,0.666667,All
17.17,0.0585927,0.820729,34.4607,0.0130311,0.885578,73.3514,2.22045e-16,0.733333,21.4755,2.22045e-16,0.733333,All
17.4909,0.0537428,0.838747,35.1373,0.0129216,0.894354,75.1879,2.22045e-16,0.733333,22.008,2.22045e-16,0.733333,All
17.8118,0.0491292,0.855246,35.8139,0.0128485,0.903072,77.0243,2.22045e-16,0.733333,22.5405,2.22045e-16,0.733333,All
18.1327,0.0447703,0.870305,36.4905,0.0127437,0.911734,78.8608,2.22045e-16,0.733333,23.073,2.22045e-16,0.733333,All
18.4536,0.0406777,0.884008,37.1671,0.0125561,0.920299,80.6973,2.22045e-16,0.733333,23.6055,2.22045e-16,0.733333,All
18.7745,0.0368568,0.896441,37.8437,0.012252,0.928698,82.5338,2.22045e-16,0.733333,24.138,2.22045e-16,0.733333,All
19.0954,0.0333077,0.907692,38.5203,0.0118146,0.936848,84.3703,2.22045e-16,0.733333,24.6705,2.22045e-16,0.733333,All
19.4163,0.0300267,0.917847,39.1969,0.0112421,0.944656,86.2067,2.22045e-16,0.733333,25.203,2.22045e-16,0.733333,All
19.7372,0.0270067,0.926991,39.8735,0.0105452,0.952033,88.0432,2.22045e-16,0.733333,25.7355,2.22045e-16,0.733333,All
20.0581,0.0242378,0.935207,40.5501,0.00974409,0.958902,89.8797,2.22045e-16,0.733333,26.268,2.22045e-16,0.733333,All
20.379,0.0217086,0.942572,41.2267,0.0088658,0.965201,91.7162,2.22045e-16,0.733333,26.8005,2.22045e-16,0.733333,All
20.6999,0.0194062,0.949163,41.9034,0.00794082,0.970889,93.5527,2.22045e-16,0.733333,27.333,2.22045e-16,0.733333,All
21.0208,0.0173168,0.95505,42.58,0.00700039,0.975944,95.3891,2.22045e-16,0.8,27.8655,2.22045e-16,0.733333,All
21.3417,0.0154262,0.960298,43.2566,0.00607399,0.980365,97.2256,2.22045e-16,0.8,28.398,2.22045e-16,0.733333,All
21.6626,0.0137202,0.96497,43.9332,0.00518734,0.984172,99.0621,2.22045e-16,0.8,28.9305,2.22045e-16,0.8,All
21.9835,0.0121846,0.969122,44.6098,0.00436106,0.987398,100.899,2.22045e-16,0.8,29.463,2.22045e-16,0.8,All
22.3044,0.0108057,0.972807,45.2864,0.00360995,0.99009,102.735,2.22045e-16,0.8,29.9955,2.22045e-16,0.8,All
22.6253,0.00957023,0.976073,45.963,0.00294295,0.992302,104.572,2.22045e-16,0.866667,30.5279,2.22045e-16,0.8,All
