parameter,value
Cl_pop,13.51297650388
beta_Cl_logtHCM,-1.34238310472191
V1_pop,25.8973316076656
beta_V1_ANTU_1,-0.22863063637269
beta_V1_logtCLCRMLMIN,-3.12105152257233
beta_V1_logtPROGDL,-2.06746457449092
Q_pop,23.4
beta_Q_LMP_1,0.982890731118342
beta_Q_logtAGEA,1.30244486694792
beta_Q_logtALBGDL,18.6628185826597
beta_Q_logtPROGDL,-18.2547829762602
V2_pop,2.6470001796498
beta_V2_SEXF_1,4.724414532644
beta_V2_logtHCM,37.7410699038997
beta_V2_logtRAL,0.202978180375075
omega_Cl,0.268310584959113
omega_V1,0.331851415716381
omega_Q,1.85295241598306e-8
omega_V2,1.99656188414051e-8
a,1.3328382541665
b,0.0436897120496413
