Cl_pop,0.83996,0.051871,-0.10015,-0.11452,1.0254e-5,-0.00055587,-0.0027548,0.0034733,0.0018718,-6.3869e-5
V1_pop,0.051871,6.2649,-12.474,-1.7886,0.00034002,-0.011794,-0.066584,0.18772,-0.10756,0.0070802
Q_pop,-0.10015,-12.474,103.26,2.9832,0.00084411,-0.063679,0.27109,-0.50199,0.38834,-0.012745
V2_pop,-0.11452,-1.7886,2.9832,14.7,-0.0031745,-0.0026556,0.3436,-0.12165,-0.051589,-0.004542
omega_Cl,1.0254e-5,0.00034002,0.00084411,-0.0031745,0.0023516,-1.8861e-5,5.8912e-5,-7.5283e-5,0.00022931,-2.5825e-5
omega_V1,-0.00055587,-0.011794,-0.063679,-0.0026556,-1.8861e-5,0.0070782,-0.0065329,-0.0065493,0.0039673,-0.0003423
omega_Q,-0.0027548,-0.066584,0.27109,0.3436,5.8912e-5,-0.0065329,0.10837,0.0017605,-0.0099372,0.00010112
omega_V2,0.0034733,0.18772,-0.50199,-0.12165,-7.5283e-5,-0.0065493,0.0017605,0.073384,-0.018637,0.0012909
a,0.0018718,-0.10756,0.38834,-0.051589,0.00022931,0.0039673,-0.0099372,-0.018637,0.077018,-0.0028271
b,-6.3869e-5,0.0070802,-0.012745,-0.004542,-2.5825e-5,-0.0003423,0.00010112,0.0012909,-0.0028271,0.00028898
