standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.78972,0.135189,-2.59564,0.0168105,-2.34161,0.0203299,-2.53459,0.0719047,All
-1.52418,0.216302,-2.16856,0.033621,-1.98846,0.0813196,-2.1352,0.0359524,All
-1.25864,0.297415,-1.74148,0.252157,-1.63531,0.121979,-1.73581,0.107857,All
-0.993108,0.378528,-1.31439,0.151294,-1.28216,0.182969,-1.33642,0.0898809,All
-0.727572,0.324453,-0.887307,0.184915,-0.929008,0.223629,-0.93703,0.305595,All
-0.462036,0.35149,-0.460223,0.420262,-0.575859,0.447258,-0.537641,0.287619,All
-0.1965,0.243339,-0.0331393,0.235347,-0.222709,0.508247,-0.138252,0.359524,All
0.0690362,0.216302,0.393945,0.554746,0.13044,0.386268,0.261137,0.431428,All
0.334572,0.324453,0.821029,0.285778,0.483589,0.284618,0.660526,0.287619,All
0.600108,0.189264,1.24811,0.302589,0.836738,0.243959,1.05991,0.341547,All
0.865644,0.459641,1.6752,0.0672419,1.18989,0.243959,1.4593,0.23369,All
1.13118,0.405566,2.10228,0,1.54304,0.121979,1.85869,0.0719047,All
1.39672,0.513717,2.52937,0.0168105,1.89619,0.182969,2.25808,0.0719047,All
