iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,667.917,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,667.51,1,44.0501,21.2929,12.2323,0.95,0.285,-1.1916,0.974679,1.04119,0.974679,0.974679
3,648.184,1,42.609,19.8603,12.6494,0.9025,0.27075,-1.15526,0.95,1.01482,0.95,0.95
4,637.716,1,43.495,20.5311,12.0178,0.857375,0.257212,-1.16314,0.925945,1.01742,0.925945,0.925945
5,634.398,1,32.9398,20.217,11.0925,0.814506,0.244352,-0.910482,0.9025,0.991662,0.9025,0.936883
6,622.988,1,34.0783,19.4188,10.4756,0.773781,0.232134,-0.952055,0.879648,0.971477,0.879648,0.913161
7,610.191,1,30.5067,18.6106,11.5603,0.735092,0.220528,-0.859333,0.857375,1.16333,0.857375,0.890039
8,603.204,1,28.7668,19.9449,12.0107,0.698337,0.209501,-0.786217,0.835666,1.16317,0.835666,0.867503
9,599.849,1,29.2095,19.3181,11.2095,0.66342,0.199026,-0.825373,0.814506,1.13372,0.814506,0.845537
10,604.221,1,26.0202,19.2507,10.5006,0.630249,0.189075,-0.706289,0.793882,1.22977,0.793882,0.852721
11,597.956,1,33.7512,20.3933,11.0263,0.598737,0.179621,-0.968371,0.773781,1.35355,0.773781,0.83113
12,595.445,1,38.4571,19.9241,10.9546,0.5688,0.17064,-1.10119,0.754188,1.31927,0.754188,0.810085
13,587.853,1,39.4945,19.3822,10.9617,0.54036,0.162108,-1.13204,0.735092,1.28587,0.735092,0.789574
14,572.449,1,34.2836,19.7562,11.6784,0.513342,0.154003,-0.967533,0.716479,1.25331,0.716479,0.769581
15,578.815,1,40.9224,20.0601,12.0253,0.487675,0.146302,-1.15711,0.698337,1.22158,0.698337,0.809176
16,563.903,1,36.3001,19.712,11.681,0.463291,0.138987,-1.03616,0.680655,1.25451,0.680655,0.788687
17,561.342,1,37.1627,20.4586,10.9827,0.440127,0.132038,-1.05792,0.66342,1.33395,0.66342,0.768717
18,557.869,1,38.718,20.753,10.6678,0.41812,0.125436,-1.0907,0.646622,1.31123,0.646622,0.848442
19,548.509,1,39.1959,21.1656,10.5569,0.917139,0.114092,-1.10248,0.630249,1.27803,0.630249,0.826959
20,539.411,1,37.6447,20.7962,10.725,0.871282,0.108388,-1.06262,0.614291,1.30141,0.614291,0.80602
21,537.023,1,38.835,20.2791,11.7421,0.827718,0.102968,-1.0964,0.598737,1.26846,0.598737,0.871988
22,526.991,1,40.0482,20.3695,11.7611,0.786332,0.0978199,-1.13122,0.583577,1.23634,0.583577,0.96634
23,528.407,1,37.7013,21.1223,11.3217,0.747015,0.0929289,-1.07141,0.5688,1.28061,0.5688,0.947977
24,523.749,1,46.632,21.3986,10.3967,0.991476,0.0882676,-1.28331,0.554398,1.36216,0.554398,0.928573
25,529.7,1,48.6187,21.6616,10.616,1.0254,0.087523,-1.32572,0.54036,1.32767,0.54036,1.06341
26,520.271,1,41.3125,21.0868,10.381,0.974127,0.0831469,-1.15959,0.526678,1.31604,0.526678,1.12269
27,517.569,1,47.1345,21.5704,9.87618,1.07887,0.0785563,-1.30178,0.513342,1.28272,0.513342,1.1602
28,515.108,1,44.6024,22.2949,9.22791,1.10227,0.0802127,-1.23401,0.500344,1.25024,0.500344,1.13082
29,507.67,1,44.4141,22.2868,10.1068,1.08297,0.0777595,-1.23761,0.487675,1.21858,0.487675,1.10219
30,503.645,1,35.9595,22.5627,9.61245,1.04461,0.0799554,-1.01372,0.475327,1.18773,0.475327,1.07428
31,491.916,1,36.9058,22.5217,10.1431,0.985179,0.0795494,-1.04493,0.463291,1.15765,0.463291,1.04708
32,502.91,1,44.5368,21.6949,9.86371,1.14318,0.0790863,-1.23515,0.45156,1.12834,0.45156,1.02057
33,507.46,1,42.2934,21.4664,9.92292,1.18969,0.080054,-1.1729,0.440127,1.09977,0.440127,0.996728
34,499.1,1,37.9489,22.1996,9.45908,1.1302,0.0760513,-1.07136,0.428982,1.07192,0.428982,0.97149
35,495.25,1,34.6905,22.8416,9.79161,1.13018,0.0758413,-0.974402,0.41812,1.05033,0.41812,0.996684
36,491.542,1,31.4721,22.3858,8.86193,1.13026,0.0786369,-0.875419,0.407533,1.02374,0.407533,0.971447
37,480.74,1,36.6376,22.1345,9.60112,1.07374,0.0747051,-1.03113,0.397214,0.997816,0.397214,0.990388
38,483.995,1,37.2995,22.2178,10.1163,1.07373,0.0736266,-1.05115,0.387157,0.972551,0.387157,1.09231
39,483.82,1,35.4547,22.2895,9.74473,1.07368,0.0723631,-1.00268,0.377354,0.947925,0.377354,1.1655
40,479.727,1,42.3887,22.0427,9.20085,1.04941,0.073174,-1.19133,0.367799,0.923923,0.367799,1.13599
41,483.592,1,32.931,21.8887,9.42501,1.04944,0.0755845,-0.927697,0.358486,0.900529,0.358486,1.16381
42,479.513,1,39.4992,21.9036,9.67756,1.14954,0.0723644,-1.10969,0.349409,0.877727,0.349409,1.13434
43,483.515,1,34.3076,21.5514,8.9568,1.21382,0.0698593,-0.970905,0.340562,0.855502,0.340562,1.1121
44,474.767,1,37.4292,22.3162,8.09243,1.21379,0.0681942,-1.05195,0.331938,0.833841,0.331938,1.14554
45,485.354,1,37.7585,22.7802,8.47815,1.28156,0.0733901,-1.05955,0.323534,0.812727,0.323534,1.11653
46,481.913,1,35.8139,22.7153,8.95722,1.13888,0.0784089,-1.00808,0.315341,0.792148,0.315341,1.1262
47,475.24,1,39.7369,23.4755,8.42023,1.09264,0.0753724,-1.11587,0.307357,0.785517,0.307357,1.09768
48,471.576,1,32.4737,23.2269,8.71061,1.04868,0.0745842,-0.905342,0.299574,0.765628,0.299574,1.16751
49,468.711,1,32.209,23.0614,8.15939,1.09356,0.07154,-0.893566,0.291989,0.746242,0.291989,1.13795
50,475.385,1,36.2067,23.3869,6.80659,1.1313,0.0774739,-1.00905,0.284596,0.727346,0.284596,1.18246
51,468.042,1,36.3617,24.1084,6.73716,1.08302,0.0769995,-1.00985,0.27739,0.70893,0.27739,1.20679
52,475.684,1,41.9892,23.7339,6.76232,1.17378,0.0755111,-1.16615,0.270366,0.72963,0.270366,1.22595
53,476.927,1,35.3603,24.4411,6.04857,1.13971,0.0799393,-0.994348,0.26352,0.711155,0.26352,1.23663
54,468.683,1,41.3854,24.3492,5.73099,1.13967,0.0791233,-1.14912,0.256848,0.693148,0.256848,1.20531
55,469.014,1,31.9736,23.8007,5.57093,1.01861,0.0828256,-0.900838,0.250344,0.675598,0.250344,1.28174
56,468.655,1,34.6981,24.1359,5.84369,1.07941,0.0811016,-0.978217,0.244005,0.658491,0.244005,1.26216
57,477.132,1,37.3337,24.3511,5.61889,1.03854,0.0850014,-1.05587,0.237827,0.655042,0.237827,1.40121
58,472.079,1,36.9427,23.7649,5.51455,1.09277,0.0825344,-1.03619,0.231805,0.638456,0.231805,1.43711
59,470.173,1,35.1014,24.2468,5.46562,1.05932,0.0813795,-0.981306,0.225936,0.62229,0.225936,1.42137
60,479.369,1,40.6919,23.942,5.81964,1.05943,0.085254,-1.13412,0.220215,0.607706,0.232068,1.50171
61,468.752,1,39.6735,23.2723,6.16529,1.00421,0.0829223,-1.12319,0.214639,0.592319,0.226192,1.46369
62,470.126,1,32.1502,23.6037,5.82097,1.04983,0.0815696,-0.896069,0.224297,0.577321,0.220465,1.48039
63,475.058,1,38.8042,23.2105,5.94803,1.1307,0.0824841,-1.09709,0.221549,0.562703,0.214882,1.49129
64,474.769,1,36.1329,23.7309,5.71723,1.13064,0.0805949,-1.0229,0.218437,0.557418,0.210176,1.56794
65,467.865,1,29.1632,23.7676,5.87367,1.18117,0.0779144,-0.795865,0.224944,0.543304,0.204855,1.52824
66,469.141,1,33.1628,24.4754,5.52209,1.22556,0.0786276,-0.939487,0.219248,0.529547,0.200849,1.48954
67,457.881,1,41.3368,24.2424,5.59556,1.16428,0.0746963,-1.15989,0.213696,0.516139,0.195763,1.5284
68,457.802,1,38.4763,24.0647,5.5987,1.0771,0.0767071,-1.0769,0.208286,0.530751,0.190806,1.60834
69,449.855,1,37.1118,23.611,5.15208,1.09804,0.0723436,-1.04498,0.209997,0.517312,0.185975,1.62936
70,454.463,1,35.6052,23.8573,5.23196,1.09178,0.0759721,-1.00116,0.208856,0.504214,0.190463,1.64265
71,461.411,1,33.1302,23.8982,5.16745,1.11307,0.0759712,-0.930962,0.214031,0.50405,0.18564,1.69074
72,459.908,1,36.0708,24.2108,5.40339,1.03744,0.0800166,-1.01529,0.214424,0.491287,0.182679,1.74877
73,453.775,1,35.6533,23.968,5.5966,1.10146,0.0775167,-1.01255,0.208995,0.478847,0.178655,1.70449
74,452.968,1,37.5342,23.3358,5.50558,1.05992,0.0780923,-1.0613,0.207922,0.466723,0.177778,1.81249
75,454.841,1,36.8623,22.9888,5.6048,1.09311,0.0772698,-1.0455,0.208427,0.454905,0.173276,1.7666
76,455.88,1,34.1153,23.2131,6.09592,1.02862,0.0806738,-0.975036,0.2125,0.443386,0.171025,1.72187
77,460.004,1,35.6321,23.7974,5.65796,1.10664,0.079667,-1.0159,0.207119,0.43216,0.191249,1.67827
78,453.239,1,35.4356,24.1079,5.70184,1.0513,0.0756836,-1.00186,0.214877,0.434969,0.200279,1.63578
79,461.129,1,36.3144,24.2385,5.85204,1.02008,0.0832928,-1.02518,0.209437,0.446409,0.208743,1.59436
80,457.952,1,33.907,24.1381,6.59544,1.08028,0.0794365,-0.950313,0.220811,0.435106,0.218767,1.55399
81,461.073,1,38.2798,23.8039,6.1721,1.11038,0.0776273,-1.06959,0.218153,0.428717,0.221974,1.51464
82,462.691,1,35.4485,23.3173,6.86361,1.09202,0.0848012,-0.987136,0.221055,0.419484,0.216354,1.47629
83,460.001,1,38.3002,23.3365,6.54509,1.01737,0.0867191,-1.06891,0.215458,0.440089,0.212839,1.43891
84,453.324,1,39.1962,23.5791,6.61275,1.10197,0.080181,-1.09983,0.212643,0.428946,0.20745,1.40247
85,463.347,1,40.6355,23.7156,6.30387,1.13786,0.0858559,-1.13184,0.208898,0.44894,0.202197,1.36696
86,463.359,1,37.8473,23.965,6.22306,1.0714,0.0865979,-1.06322,0.205304,0.441549,0.197077,1.46119
87,458.586,1,39.5238,24.6202,6.07899,1.14348,0.0810617,-1.09582,0.215535,0.430369,0.193739,1.42419
