iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.977,0.0530198,25.2294,0.19307,36.6377,0.820625,19.838,0.850254
2,14.036,0.046692,25.1561,0.172918,35.6859,0.717988,19.0319,0.701515
3,14.0219,0.0445122,25.1523,0.168153,34.7865,0.688607,18.6431,0.637
4,14.0254,0.0437223,25.1874,0.167808,34.8387,0.72143,18.6855,0.618563
5,14.019,0.0430309,25.2302,0.170006,34.9283,0.727009,18.6257,0.619649
6,14.0109,0.0438021,25.1639,0.168429,34.6468,0.722944,18.9131,0.610804
7,13.9932,0.043665,25.1932,0.167944,34.597,0.720084,18.5396,0.595262
8,14.028,0.043886,25.2245,0.164569,34.275,0.706143,18.5073,0.591308
9,14.0293,0.0436824,25.211,0.161698,34.4609,0.696995,18.6123,0.594317
10,14.0285,0.0431889,25.2207,0.160529,35.0888,0.707465,18.8043,0.587173
11,14.0211,0.043141,25.2977,0.159408,34.9511,0.707998,18.7597,0.581871
12,14.0125,0.0426988,25.3227,0.158211,35.1309,0.70397,18.8057,0.576893
13,13.997,0.0429074,25.3775,0.156885,35.0408,0.69492,18.8113,0.570981
14,13.9982,0.0427153,25.4241,0.157829,35.692,0.702131,18.8478,0.573997
15,13.9931,0.0429335,25.4167,0.157498,36.2728,0.708468,18.8936,0.57179
16,13.9939,0.0428317,25.4137,0.157974,36.5962,0.708986,19.1342,0.572271
17,13.9885,0.042824,25.4502,0.157357,37.1363,0.715815,19.1945,0.56929
18,13.983,0.0426055,25.4379,0.156164,37.5044,0.713692,19.3064,0.567649
19,13.9832,0.0424429,25.3717,0.157922,37.7629,0.70835,19.3849,0.563598
20,13.9773,0.0424415,25.3102,0.159817,38.2205,0.707029,19.4439,0.558712
21,13.9739,0.0422667,25.2571,0.160251,38.405,0.701825,19.4258,0.555673
22,13.9712,0.0421234,25.2529,0.159728,38.0727,0.697539,19.4469,0.552356
23,13.9708,0.0421595,25.2598,0.159465,37.8904,0.69841,19.3914,0.550258
24,13.975,0.0425375,25.2601,0.158769,37.7841,0.695786,19.3529,0.548652
25,13.9683,0.0425054,25.2906,0.157895,37.726,0.694437,19.4702,0.550509
26,13.9666,0.0427636,25.3171,0.157042,37.6425,0.693347,19.5575,0.548888
27,13.9662,0.042918,25.3235,0.156825,37.7355,0.690494,19.6458,0.549722
28,13.9632,0.0431478,25.3045,0.157194,37.7974,0.690407,19.6584,0.548774
29,13.9624,0.0430261,25.2869,0.157003,37.8064,0.691468,19.5986,0.546734
30,13.9628,0.0432228,25.2675,0.157043,37.812,0.694769,19.5737,0.545713
31,13.9672,0.0435634,25.2496,0.156951,37.8822,0.693712,19.5249,0.543823
32,13.9682,0.0436325,25.2504,0.156524,37.784,0.694402,19.481,0.543367
33,13.9723,0.0434493,25.2703,0.156083,37.5971,0.693404,19.4702,0.541965
34,13.9683,0.0432326,25.2489,0.1563,37.6696,0.692582,19.4368,0.538915
35,13.969,0.0431648,25.2289,0.156572,37.8453,0.694455,19.3912,0.538742
36,13.9703,0.0430207,25.2349,0.157185,37.8934,0.694289,19.3403,0.537691
37,13.9685,0.0429912,25.2471,0.157129,37.8147,0.69316,19.3301,0.536195
38,13.9684,0.0431249,25.256,0.157447,37.7657,0.693164,19.3395,0.536118
39,13.9684,0.0433422,25.2698,0.157947,37.6801,0.694854,19.3249,0.536778
40,13.9708,0.0433397,25.2648,0.158719,37.8375,0.695392,19.328,0.535082
41,13.9688,0.043245,25.2352,0.159545,38.0416,0.699039,19.3568,0.534036
42,13.9683,0.0433782,25.2231,0.159629,38.0175,0.701355,19.3931,0.533857
