parameter,value
Cl_pop,13.5125041340235
V1_pop,24.3603858800532
beta_V1_logtCLCRMLMIN,-3.12981494130399
beta_V1_logtPROGDL,-2.1103450801832
Q_pop,23.4
beta_Q_LMP_1,0.947512947948949
beta_Q_logtAGEA,1.22665903774536
beta_Q_logtALBGDL,18.7367230500234
beta_Q_logtPROGDL,-18.4767120190111
V2_pop,2.82390774281852
beta_V2_SEXF_1,4.39049188025333
beta_V2_logtAGEA,-0.313178536413064
beta_V2_logtHCM,33.4391493878986
omega_Cl,0.259299777572408
omega_V1,0.342196130203239
omega_Q,5.93573677255147e-8
omega_V2,4.12187521028643e-8
a,1.41422150179019
b,0.043253019556473
