iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,538.112,1,10.3141,35.7262,6.65121,1.5,-0.415546,1.5,1.5,1.5,1.5
2,518.035,1,20.2259,18.6293,14.5758,1.61234,-0.413414,1.46202,1.46202,1.46202,1.46202
3,529.212,1,20.2209,18.9678,15.4776,1.71992,-0.408536,1.425,1.425,1.425,1.425
4,542.086,1,20.5309,18.9247,16.9218,1.8578,-0.422139,1.38892,1.38892,1.38892,1.38892
5,545.402,1,19.5208,19.0596,17.615,1.8981,-0.379567,1.35375,1.35375,1.35375,1.35375
6,534.016,1,19.848,19.1426,18.2342,1.85004,-0.400699,1.31947,1.31947,1.31947,1.31947
7,536.578,1,19.7483,19.0009,17.0211,1.87502,-0.398642,1.28606,1.28606,1.28606,1.28606
8,528.558,1,20.101,18.6104,16.4088,1.82755,-0.40967,1.2535,1.2535,1.2535,1.2535
9,522.466,1,19.8718,18.5606,17.2912,1.78127,-0.4,1.22176,1.22176,1.22176,1.22176
10,526.17,1,20.2844,18.2083,15.1906,1.81719,-0.409905,1.19082,1.19082,1.19082,1.19082
11,517.761,1,19.8007,18.0362,14.3909,1.77118,-0.396783,1.16067,1.16067,1.16067,1.16067
12,517.591,1,19.9815,17.9505,16.1438,1.77501,-0.402182,1.13128,1.13128,1.13128,1.13128
13,516.23,1,20.0224,17.7557,16.086,1.80102,-0.397669,1.10264,1.10264,1.10264,1.10264
14,516.334,1,19.8448,17.8987,15.6566,1.79544,-0.397503,1.07472,1.07472,1.07472,1.07472
15,509.156,1,19.7918,18.0395,13.6364,1.78808,-0.395576,1.04751,1.04751,1.04751,1.04751
16,505.434,1,20.2073,18.5365,13.9712,1.77884,-0.411227,1.02098,1.02098,1.02098,1.02098
17,504.533,1,20.3131,18.5134,15.1022,1.76214,-0.417548,0.995131,0.995131,0.995131,0.995131
18,501.131,1,20.6768,18.2525,14.0108,1.75548,-0.427172,0.969933,0.980129,0.969933,0.969933
19,495.482,1,19.8239,19.0375,14.7775,1.7207,-0.395256,0.945374,0.955312,0.945374,0.945374
20,494.5,1,19.9359,18.8296,14.0315,1.70649,-0.404576,0.921437,0.934249,0.921437,0.921437
21,498.584,1,20.2762,18.5706,15.6673,1.75626,-0.425195,0.898105,0.938699,0.898105,0.898105
22,494.771,1,19.5608,19.0559,15.5686,1.76414,-0.385122,0.875365,0.937574,0.875365,0.875365
23,495.746,1,19.921,18.9285,15.1018,1.78419,-0.400261,0.8532,0.936406,0.860133,0.8532
24,495.768,1,20.3976,18.717,15.3631,1.77899,-0.426753,0.831597,0.912695,0.895117,0.831597
25,490.019,1,20.0575,18.7663,15.5309,1.75465,-0.402317,0.81054,0.889585,0.872452,0.822158
26,486.557,1,20.1149,18.8217,14.8875,1.74725,-0.405864,0.790017,0.867061,0.850361,0.801341
27,492.089,1,19.8904,19.011,13.9829,1.78109,-0.398134,0.770013,0.895228,0.855894,0.811603
28,490.88,1,19.9235,18.8825,13.5673,1.8185,-0.401108,0.750516,0.87256,0.842237,0.791053
29,485.349,1,19.7766,20.3645,14.3478,1.79362,-0.393828,0.731512,0.850466,0.820911,0.868287
30,483.925,1,20.4401,20.6097,14.1331,1.81903,-0.416057,0.71299,0.828932,0.800125,0.846442
31,488.496,1,20.0911,20.9568,14.9284,1.86449,-0.406748,0.694937,0.807943,0.779866,0.82501
32,490.585,1,19.9523,20.8364,14.8332,1.88107,-0.394457,0.677341,0.870211,0.760119,0.80412
33,477.514,1,20.7388,21.9862,14.4685,1.83344,-0.429253,0.66019,0.862092,0.740873,0.783759
34,485.227,1,19.6319,21.7612,14.0032,1.88357,-0.382525,0.643474,0.873332,0.722113,0.777506
35,485.528,1,19.4953,21.4194,13.9476,1.89849,-0.375707,0.627181,0.851219,0.703829,0.806176
36,487.508,1,19.9162,21.5579,13.8899,1.89704,-0.401793,0.6113,0.955943,0.686008,0.785763
37,488.748,1,20.8465,21.4243,14.2584,1.92239,-0.43086,0.595821,1.03542,0.668637,0.765867
38,479.23,1,20.7514,21.1063,14.3838,1.87372,-0.424984,0.580735,1.02736,0.651707,0.763584
39,488.048,1,20.2752,21.1907,15.0391,1.88093,-0.405825,0.56603,1.10986,0.635206,0.753464
40,496.489,1,20.3792,21.1914,14.5014,1.92425,-0.407794,0.551698,1.1778,0.640889,0.801206
41,483.423,1,20.1792,21.0367,14.8638,1.87553,-0.40033,0.537729,1.14929,0.639654,0.780919
42,486.755,1,20.3571,21.412,14.0849,1.86062,-0.41172,0.524113,1.17766,0.623458,0.79612
43,496.426,1,20.4692,21.5387,14.4944,1.92813,-0.41483,0.510842,1.14784,0.619012,0.899338
44,492.391,1,20.4078,21.2734,14.3125,1.90072,-0.413898,0.497908,1.16335,0.612908,0.876566
45,487.196,1,19.9789,21.8842,12.3685,1.91474,-0.39796,0.4853,1.1339,0.597389,0.854371
46,484.048,1,20.0219,22.5167,13.191,1.90598,-0.40202,0.473012,1.10518,0.582263,0.883184
47,476.916,1,19.9408,22.9012,13.48,1.89606,-0.404476,0.461035,1.0772,0.567519,0.860821
48,477.055,1,20.4129,23.0987,12.5368,1.87781,-0.412384,0.449362,1.04993,0.553149,0.866131
