iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,683.458,1,20.2629,26.1537,23.8987,6.55784,1,0.3,1,1,1,1
2,648.996,1,13.7518,26.1818,26.6951,8.743,1.02902,0.23819,0.280449,0.959412,0.667673,0.859613
3,608.648,1,13.7621,25.5642,27.1244,8.09485,1.21249,0.191973,0.238326,0.883923,0.570127,0.795602
4,584.097,1,13.7198,25.3297,26.7519,9.21077,1.09973,0.177307,0.228446,0.802054,0.541343,0.68606
5,541.981,1,13.6808,24.2156,26.7316,9.93497,1.1952,0.140106,0.240744,0.716078,0.346207,0.673429
6,526.017,1,13.6282,22.5971,25.4025,10.597,1.38907,0.116308,0.252311,0.701808,0.313945,0.659895
7,518.218,1,13.6564,19.7627,25.5708,11.2274,1.50885,0.0984499,0.248991,0.799411,0.27916,0.77075
8,512.348,1,13.6919,21.9454,26.6884,12.4409,1.42896,0.092847,0.245751,0.779106,0.324724,0.82214
9,497.363,1,13.5931,21.3323,26.4542,11.1006,1.42702,0.0762956,0.255816,0.810209,0.324965,0.842334
10,500.136,1,13.459,21.441,26.3593,9.69864,1.56391,0.0675051,0.250429,0.970053,0.316805,0.840974
11,507.816,1,13.3079,22.0851,25.7535,10.4379,1.6221,0.0663388,0.252904,1.08611,0.312144,0.885881
12,503.501,1,13.4976,18.5455,25.9503,11.3312,1.62206,0.065224,0.256891,0.968495,0.316271,0.902845
13,499.266,1,13.5996,20.267,26.3451,9.10266,1.57886,0.0615603,0.263925,1.00612,0.307564,0.967806
14,486.893,1,13.7133,19.8287,25.675,10.7465,1.47457,0.0614841,0.273065,0.846586,0.308746,0.935675
15,487.27,1,13.562,19.0074,25.6548,10.3853,1.43222,0.0624536,0.266163,0.869972,0.303599,0.991746
16,482.104,1,13.5876,20.3966,25.8879,10.636,1.34901,0.0618804,0.271149,0.835638,0.31768,1.02743
17,481.021,1,13.5697,21.2332,25.909,11.4344,1.389,0.0614344,0.259335,0.8081,0.32665,0.973674
18,469.614,1,13.5296,20.7104,25.8804,10.8637,1.52253,0.0494334,0.260803,0.853893,0.313263,0.812645
19,464.764,1,13.5934,18.6728,25.9614,9.91244,1.49265,0.0475016,0.260705,0.765974,0.313854,0.906994
20,471,1,13.4861,19.388,25.8769,11.3559,1.62021,0.0461461,0.261809,0.775126,0.291893,0.909741
21,465.319,1,13.4959,20.5524,25.9358,11.1527,1.62014,0.0428827,0.266024,0.725509,0.294332,0.90759
22,460.015,1,13.4296,19.1095,26.1138,10.1718,1.5274,0.0425768,0.258343,0.791732,0.288779,0.92781
23,469.842,1,13.4904,19.8969,25.7211,10.864,1.62056,0.0450652,0.26189,0.791343,0.286998,0.907452
24,465.749,1,13.4708,19.5473,25.194,11.225,1.50477,0.0457954,0.257124,0.857662,0.313315,0.88014
25,471.489,1,13.5194,18.7094,25.4957,11.53,1.65238,0.0441435,0.264141,0.861336,0.298373,0.814223
26,475.616,1,13.5577,19.7648,24.8528,11.7421,1.58732,0.0478386,0.267211,0.927679,0.292298,0.872256
27,471.517,1,13.5752,20.5034,24.6198,12.4968,1.65608,0.0397304,0.265951,0.946879,0.294256,0.898386
28,478.449,1,13.5722,19.9197,25.1679,12.0555,1.65618,0.0439275,0.264703,0.908031,0.295244,0.993624
29,475.362,1,13.6436,20.2213,25.3893,12.5226,1.77594,0.0363904,0.260629,0.847418,0.291634,0.99523
30,468.053,1,13.6023,21.5666,25.5474,12.262,1.64036,0.0407365,0.262194,0.820367,0.286934,0.968835
31,467.212,1,13.5455,19.6092,25.2211,12.8649,1.68081,0.0367107,0.263627,0.836958,0.283856,0.981689
32,471.965,1,13.5147,20.0013,25.0353,11.6594,1.64014,0.0420027,0.25513,0.875381,0.299472,0.946449
33,472.958,1,13.6589,20.7374,25.7256,11.3145,1.59716,0.0465584,0.262651,0.839254,0.292703,0.941065
34,479.125,1,13.5484,19.8984,25.6142,10.7869,1.70251,0.0445646,0.262113,0.889673,0.290795,0.915341
35,478.159,1,13.6232,22.7899,25.3993,12.1666,1.66135,0.0432809,0.27813,0.941458,0.279118,0.962896
36,470.701,1,13.5613,21.5676,24.999,10.9201,1.63267,0.0407148,0.258184,0.923538,0.287635,0.957396
37,466.106,1,13.4433,24.109,25.0941,12.3251,1.63266,0.0409082,0.256854,0.842524,0.281582,0.936971
38,464.76,1,13.3789,22.3747,24.7764,13.2404,1.69366,0.0388789,0.247671,0.801743,0.281628,0.886155
39,460.972,1,13.4388,21.8063,24.2511,12.7035,1.61227,0.0405636,0.260018,0.846814,0.271792,0.83182
40,461.891,1,13.403,26.4948,24.0804,11.8166,1.61225,0.0393903,0.265061,0.904012,0.290176,0.771931
41,468.549,1,13.4512,26.1511,23.9015,12.0172,1.66642,0.0399178,0.258335,0.895611,0.312241,0.796799
42,467.899,1,13.5241,23.854,23.9436,11.6885,1.73081,0.0362349,0.265935,0.874592,0.305687,0.787489
43,460.09,1,13.547,22.2863,24.4714,11.7435,1.68897,0.0342025,0.256747,0.845258,0.302198,0.805357
44,458.453,1,13.4935,20.8885,24.4422,12.1993,1.53657,0.0394599,0.258441,0.913767,0.28204,0.889045
45,452.168,1,13.4633,21.8329,24.268,12.4412,1.46797,0.0441168,0.256888,0.811736,0.264862,0.839521
