parameter,value
Cl_pop,13.4725845912817
V1_pop,24.5577408263033
beta_V1_logtCLCRMLMIN,-1.42291285333756
beta_V1_logtRAN,0.0509026854075068
Q_pop,23.4
beta_Q_LMP_1,0.854082906778514
beta_Q_logtAGEA,1.10048482353822
beta_Q_logtALBGDL,17.2720505503575
beta_Q_logtPROGDL,-17.3266877412032
V2_pop,3.49605617015161
beta_V2_SEXF_1,4.12039311267183
beta_V2_logtHCM,32.5935116202531
omega_Cl,0.257529018780494
omega_V1,0.14533718604866
omega_Q,5.59386924517856e-8
omega_V2,4.42957030852878e-8
a,1.4588232478122
b,0.0398310023138871
