Cl_pop,1,0.053993,-0.046859,-0.052633,0.0094152,0.045426,-0.028559,0.043151,-0.033884,-0.0019472
V1_pop,0.053993,1,-0.96366,-0.61183,-0.012079,0.9594,-0.72158,0.55378,-0.6413,-0.33211
Q_pop,-0.046859,-0.96366,1,0.56738,0.012346,-0.96088,0.73201,-0.49438,0.62774,0.37817
V2_pop,-0.052633,-0.61183,0.56738,1,0.0011707,-0.56113,0.47712,-0.45573,0.35412,0.14165
omega_Cl,0.0094152,-0.012079,0.012346,0.0011707,1,-0.010554,0.014888,-0.011621,0.01705,-0.013024
omega_V1,0.045426,0.9594,-0.96088,-0.56113,-0.010554,1,-0.76109,0.44962,-0.61331,-0.40472
omega_Q,-0.028559,-0.72158,0.73201,0.47712,0.014888,-0.76109,1,-0.30486,0.40196,0.38045
omega_V2,0.043151,0.55378,-0.49438,-0.45573,-0.011621,0.44962,-0.30486,1,-0.42425,0.045168
a,-0.033884,-0.6413,0.62774,0.35412,0.01705,-0.61331,0.40196,-0.42425,1,-0.16341
b,-0.0019472,-0.33211,0.37817,0.14165,-0.013024,-0.40472,0.38045,0.045168,-0.16341,1
