iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,55.7841,1,13.4985,36.7882,21.7629,16.5018,1.54567,0.0575687,0.2582,1.66667,1.21528e-07,0.726857
2,53.5582,1,13.6458,30.5352,21.7629,15.0601,1.54573,0.0584105,0.249841,1.51585,1.199e-07,0.74293
3,50.2574,1,13.5508,35.3227,21.7629,16.7718,1.52012,0.0578133,0.258804,1.55139,1.17813e-07,0.716943
4,54.9094,1,13.4088,38.7085,21.7629,16.5595,1.60927,0.0575229,0.254558,1.51017,1.19221e-07,0.698733
5,46.7368,1,13.527,33.4639,21.7629,16.1747,1.60883,0.0520527,0.268088,1.49246,1.1603e-07,0.668516
6,45.5473,1,13.5674,29.7422,21.7629,16.9674,1.54047,0.0566305,0.263486,1.47707,1.10043e-07,0.669199
7,47.1183,1,13.7676,33.6173,21.7629,16.4242,1.60463,0.0507024,0.272629,1.73261,1.12675e-07,0.640523
8,44.1512,1,13.6378,35.4002,21.7629,16.1331,1.5555,0.0549826,0.266722,1.62834,1.10962e-07,0.600082
9,40.9257,1,13.6032,40.0337,21.7629,16.8428,1.55549,0.0534336,0.262643,1.60828,1.03597e-07,0.625781
10,39.3023,1,13.5454,34.3509,21.7629,15.5502,1.51034,0.0540969,0.26702,1.51251,1.02961e-07,0.671963
11,39.0928,1,13.4687,35.5098,21.7629,15.4351,1.58189,0.0525573,0.262804,1.61405,9.44996e-08,0.623327
12,40.4644,1,13.5325,35.842,21.7629,16.2704,1.64563,0.0505573,0.262203,1.58374,9.44121e-08,0.63113
13,48.4375,1,13.5678,33.5958,21.7629,17.2259,1.70472,0.0482656,0.269053,1.58244,1.03634e-07,0.705139
14,45.41,1,13.3664,34.4355,21.7629,15.7369,1.70479,0.0517963,0.256001,1.51426,9.74013e-08,0.630278
15,45.3489,1,13.4507,32.8529,21.7629,16.7537,1.63101,0.0571451,0.264887,1.47962,9.25465e-08,0.623716
16,40.2307,1,13.4418,32.1123,21.7629,16.349,1.53647,0.056393,0.256343,1.51536,9.41112e-08,0.66658
17,48.0221,1,13.582,33.8938,21.7629,16.3838,1.53653,0.0577364,0.252046,1.59436,1.05492e-07,0.701048
18,44.6284,1,13.5071,37.4175,21.7629,16.215,1.53407,0.0608964,0.2439,1.60544,9.07583e-08,0.664052
19,45.0938,1,13.4598,36.3267,21.7629,15.2182,1.62781,0.0600917,0.254086,1.49628,7.62762e-08,0.686202
20,42.298,1,13.5805,42.5634,21.7629,15.1993,1.66004,0.0597956,0.257996,1.57264,6.33411e-08,0.677444
21,44.5626,1,13.5284,41.7111,21.7629,16.0828,1.60607,0.0613578,0.25046,1.58831,6.72085e-08,0.739
22,40.8859,1,13.5044,46.3085,21.7629,15.6312,1.60753,0.0560785,0.250272,1.76436,6.39606e-08,0.761095
23,44.3466,1,13.4147,42.3768,21.7629,15.4483,1.56636,0.0601499,0.256702,1.78589,6.4065e-08,0.749528
24,43.6561,1,13.3974,38.9828,21.7629,15.8322,1.62161,0.0560494,0.249236,1.79142,6.92212e-08,0.735963
25,46.3927,1,13.5547,41.7929,21.7629,16.1409,1.70858,0.0528154,0.260205,1.6564,7.3177e-08,0.751809
26,50.1466,1,13.4382,40.2514,21.7629,15.1404,1.60489,0.0594808,0.2446,1.66948,8.29341e-08,0.751252
27,59.3969,1,13.395,35.9079,21.7629,16.145,1.64656,0.0624366,0.250583,1.65279,8.80523e-08,0.772121
28,53.8247,1,13.4582,46.5385,21.7629,15.4512,1.69177,0.0540212,0.260938,1.64818,9.20406e-08,0.75003
29,43.4402,1,13.5315,34.7112,21.7629,15.5143,1.55413,0.0569107,0.255272,1.6196,8.54822e-08,0.722737
30,35.5194,1,13.5143,35.6034,21.7629,16.4103,1.55407,0.0548384,0.251015,1.59337,7.24009e-08,0.753657
31,36.3121,1,13.4929,38.0356,21.7629,15.1671,1.61725,0.053898,0.258709,1.63487,6.8399e-08,0.685087
32,40.6529,1,13.6473,34.9934,21.7629,15.7114,1.65919,0.0532595,0.262937,1.62714,6.95449e-08,0.728102
33,51.362,1,13.6077,46.2907,21.7629,16.284,1.72674,0.0541982,0.273958,1.69349,7.25508e-08,0.75629
34,54.1075,1,13.7659,44.8869,21.7629,14.8422,1.72672,0.0529394,0.269762,1.85857,7.48707e-08,0.764766
35,53.9693,1,13.5276,34.2268,21.7629,16.9624,1.66686,0.0552219,0.269224,1.8018,8.52327e-08,0.723872
36,60.314,1,13.4609,42.108,21.7629,15.46,1.56261,0.064127,0.252036,1.84625,9.47263e-08,0.720334
37,50.4568,1,13.5418,40.2991,21.7629,15.793,1.5035,0.0606712,0.255096,2.00156,8.50069e-08,0.707355
38,45.2619,1,13.4511,36.987,21.7629,15.6725,1.50349,0.0592433,0.249547,1.84832,8.96449e-08,0.655194
39,48.4649,1,13.523,44.1383,21.7629,16.4757,1.56675,0.0563998,0.25492,1.9347,8.92842e-08,0.684375
40,42.1065,1,13.5326,41.0692,21.7629,16.4722,1.67423,0.0472374,0.268155,1.60427,8.67405e-08,0.751084
41,39.2295,1,13.5563,39.1758,21.7629,16.7016,1.56108,0.0532736,0.265056,1.70456,7.89892e-08,0.720517
42,51.1215,1,13.6701,36.2702,21.7629,15.6997,1.62714,0.0560199,0.264166,1.73736,8.6026e-08,0.749018
43,42.2863,1,13.393,35.3561,21.7629,16.4772,1.49002,0.0597286,0.257466,1.45557,9.44653e-08,0.710573
44,47.5229,1,13.4967,31.983,21.7629,16.9807,1.51877,0.0608215,0.259784,1.37083,9.67031e-08,0.78483
45,49.9295,1,13.3381,34.6063,21.7629,16.803,1.5726,0.0622615,0.250229,1.28588,9.68797e-08,0.774152
46,43.17,1,13.6835,33.1981,21.7629,16.2195,1.57262,0.0615588,0.264221,1.37293,7.65384e-08,0.716887
47,51.1416,1,13.5928,27.7684,21.7629,16.0849,1.57276,0.067514,0.264906,1.28727,7.76246e-08,0.805317
48,45.7691,1,13.5451,29.6204,21.7629,16.4792,1.66014,0.0626313,0.259938,1.30127,7.27385e-08,0.709363
49,45.6299,1,13.5083,31.3751,21.7629,16.1708,1.63029,0.0637214,0.254533,1.28236,8.04728e-08,0.67595
50,49.6394,1,13.4452,32.7599,21.7629,15.7001,1.63024,0.0613534,0.264643,1.35596,8.72664e-08,0.733232
51,42.3879,1,13.279,30.9955,21.7629,16.0107,1.69093,0.0532766,0.246293,1.44194,8.09645e-08,0.722653
52,38.1979,1,13.4651,33.8231,21.7629,16.4818,1.50648,0.0564609,0.248735,1.40701,8.88281e-08,0.789773
53,42.0365,1,13.2859,32.9247,21.7629,18.0741,1.5065,0.0561166,0.247808,1.46136,9.53478e-08,0.785421
54,43.332,1,13.3311,37.2037,21.7629,18.1211,1.50648,0.0559852,0.255724,1.62287,9.21523e-08,0.780499
55,45.5534,1,13.4617,33.3081,21.7629,17.1219,1.52978,0.0580929,0.262231,1.68136,8.31937e-08,0.750034
56,43.6163,1,13.449,37.9147,21.7629,16.4251,1.49031,0.0580361,0.253368,1.85877,8.74073e-08,0.680793
57,45.5014,1,13.5215,36.3974,21.7629,15.81,1.52287,0.0613244,0.246987,1.91429,7.91102e-08,0.650521
58,39.5698,1,13.521,39.9212,21.7629,15.2854,1.52288,0.0598299,0.255633,1.73954,7.39079e-08,0.633692
59,38.9444,1,13.4729,39.365,21.7629,16.527,1.37628,0.0657093,0.257733,1.70783,7.03934e-08,0.718913
60,42.3584,1,13.6267,40.2912,21.7629,15.908,1.46469,0.0662491,0.254517,1.68921,6.59541e-08,0.722696
61,25.7064,1,13.6189,42.1278,21.7629,16.0823,1.46463,0.0634052,0.257736,1.66674,4.92668e-08,0.643276
62,35.4105,1,13.6151,35.6828,21.7629,15.8525,1.59521,0.0599632,0.26001,1.6113,5.2873e-08,0.715862
63,34.3016,1,13.4925,30.3449,21.7629,15.0436,1.51469,0.0609883,0.25508,1.67916,5.70681e-08,0.68955
64,38.4844,1,13.5373,34.3037,21.7629,15.5245,1.61748,0.0576897,0.251756,1.57959,6.66719e-08,0.686678
65,38.473,1,13.5869,37.9795,21.7629,14.7595,1.66915,0.0563401,0.255797,1.59876,6.07912e-08,0.689895
66,39.5922,1,13.53,37.343,21.7629,14.4699,1.66918,0.0594213,0.257083,1.46412,6.54538e-08,0.658449
67,43.7302,1,13.5088,34.9295,21.7629,14.9678,1.72691,0.0550609,0.271636,1.49522,6.70257e-08,0.690144
68,41.3626,1,13.4792,35.7365,21.7629,16.2666,1.68429,0.0561659,0.271563,1.49398,6.91697e-08,0.653248
69,30.6545,1,13.5571,35.7761,21.7629,15.7261,1.55406,0.0517361,0.265744,1.56512,7.54723e-08,0.669031
70,30.3213,1,13.5345,34.3707,21.7629,16.1135,1.55407,0.0510005,0.256798,1.53898,7.64283e-08,0.701841
71,33.6063,1,13.4667,29.6594,21.7629,16.1493,1.53295,0.0574098,0.256582,1.49942,7.26856e-08,0.678019
72,38.6628,1,13.462,27.8792,21.7629,16.3957,1.55338,0.0573976,0.268563,1.52846,7.21883e-08,0.712837
73,41.1594,1,13.4859,30.0745,21.7629,16.98,1.57534,0.0583497,0.257763,1.48203,7.84982e-08,0.701377
74,40.8138,1,13.4313,35.8335,21.7629,16.3523,1.63371,0.0541825,0.263279,1.5972,7.56112e-08,0.683025
75,35.4771,1,13.5331,37.1565,21.7629,16.4943,1.57594,0.0542839,0.260621,1.65544,6.76742e-08,0.721291
76,33.4544,1,13.5737,31.3241,21.7629,16.1638,1.63561,0.0540334,0.253696,1.55253,6.47063e-08,0.681929
77,36.3629,1,13.4587,32.5873,21.7629,16.405,1.56797,0.0579488,0.263503,1.45897,6.57866e-08,0.735253
78,33.1631,1,13.4148,36.5827,21.7629,17.7357,1.58636,0.0549391,0.261324,1.53677,6.3829e-08,0.714818
79,36.7951,1,13.4439,35.427,21.7629,15.8621,1.64744,0.0562694,0.253516,1.62235,5.65789e-08,0.72796
80,36.5375,1,13.4652,35.4375,21.7629,15.1514,1.65249,0.052829,0.25,1.73297,6.15799e-08,0.723281
81,30.7113,1,13.5557,35.4794,21.7629,15.2623,1.63509,0.0517471,0.261865,1.58878,6.21957e-08,0.676636
82,29.6937,1,13.5349,32.204,21.7629,16.6824,1.60191,0.053814,0.25103,1.64143,6.30754e-08,0.645813
83,30.4402,1,13.4112,33.1765,21.7629,16.6041,1.57498,0.0560512,0.249527,1.60507,5.84147e-08,0.702599
84,36.4869,1,13.4675,33.0014,21.7629,17.3597,1.60937,0.0583708,0.262741,1.47199,6.25642e-08,0.702539
85,31.8289,1,13.5223,32.888,21.7629,16.141,1.57775,0.0570445,0.257164,1.56208,5.64532e-08,0.725849
86,33.5416,1,13.4168,34.1986,21.7629,15.9767,1.48271,0.0601996,0.263343,1.58178,6.15777e-08,0.719659
87,32.4407,1,13.5076,33.3794,21.7629,16.0352,1.43206,0.0612721,0.269431,1.62082,6.02701e-08,0.727421
88,29.1735,1,13.6134,36.6308,21.7629,15.7394,1.43207,0.0638231,0.254401,1.57329,5.76694e-08,0.70906
89,28.3629,1,13.3321,33.2774,21.7629,16.7409,1.61165,0.0563974,0.2552,1.39328,5.52617e-08,0.693789
90,18.8083,1,13.4381,36.3053,21.7629,16.703,1.54928,0.0540797,0.256274,1.37604,4.98405e-08,0.731156
91,12.4724,1,13.3864,31.7431,21.7629,17.2027,1.5189,0.048856,0.265432,1.41742,4.83779e-08,0.77022
92,16.7868,1,13.5268,34.6991,21.7629,17.5262,1.59275,0.0469612,0.267012,1.58554,4.38123e-08,0.795996
93,17.4875,1,13.5827,35.6753,21.7629,17.0084,1.55634,0.0510918,0.263483,1.63599,4.21107e-08,0.766867
94,18.1589,1,13.4038,35.6946,21.7629,17.4564,1.51927,0.0524625,0.259164,1.6704,4.80482e-08,0.698818
95,16.3804,1,13.4971,30.6262,21.7629,16.9055,1.51931,0.0542889,0.255947,1.49371,4.82279e-08,0.687547
96,22.4804,1,13.415,32.9863,21.7629,17.2844,1.48696,0.0563647,0.248902,1.59331,5.06154e-08,0.758561
97,24.426,1,13.4708,30.3633,21.7629,16.2199,1.44596,0.0594413,0.256928,1.37749,5.90645e-08,0.741315
