Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,split
3.75201,6.27419e-06,1.20025e-06,9.17151,9.13342e-05,5.19379e-05,1.4806,0.00655153,0.0032525,0.795333,0.00831703,0.00205919,All
4.14501,3.31297e-05,7.72513e-06,9.74948,0.000211642,0.000135423,17.4142,0.0216465,0.385424,2.02554,0.0316237,0.027379,All
4.53801,0.000127658,3.58878e-05,10.3274,0.000443316,0.000317921,33.3478,0.0110959,0.636543,3.25574,0.0446224,0.0753299,All
4.93101,0.000384416,0.000129067,10.9054,0.000851059,0.000681685,49.2813,0.00609479,0.768603,4.48594,0.0495504,0.13387,All
5.32401,0.000952277,0.000378615,11.4834,0.00151453,0.00135089,65.2149,0.00361964,0.843855,5.71614,0.0500165,0.195436,All
5.71701,0.00201884,0.000942856,12.0613,0.00252221,0.00249868,81.1485,0.00228604,0.889886,6.94634,0.0482005,0.256008,All
6.11001,0.00377858,0.00205635,12.6393,0.00396206,0.00434971,97.0821,0.00151477,0.919641,8.17655,0.0453052,0.313593,All
6.50301,0.00640092,0.00402602,13.2173,0.0059105,0.00717666,113.016,0.00104282,0.939726,9.40675,0.0419831,0.367306,All
6.89601,0.0100117,0.00721716,13.7952,0.0084214,0.0112904,128.949,0.000740615,0.953764,10.6369,0.0385844,0.416859,All
7.28901,0.0146898,0.0120352,14.3732,0.011517,0.0170241,144.883,0.000539765,0.96386,11.8672,0.0352922,0.462284,All
7.68201,0.0204713,0.0189081,14.9511,0.0151825,0.0247132,160.816,0.000402072,0.971297,13.0974,0.0321967,0.503773,All
8.07501,0.0273493,0.0282695,15.5291,0.019364,0.0346735,176.75,0.000305163,0.976888,14.3276,0.0293365,0.541598,All
8.46801,0.0352663,0.040541,16.1071,0.0239716,0.0471788,192.684,0.000235403,0.981165,15.5578,0.0267214,0.576054,All
8.86101,0.0441007,0.0561094,16.685,0.0288854,0.062442,208.617,0.000184193,0.984488,16.788,0.0243457,0.607441,All
