Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.75201,0,9.17151,0,1.4806,0.00666667,0.795333,0,All
8.26139,0.00666667,14.4427,0.00666667,2.87739,0.0133333,1.39149,0.00666667,All
8.40257,0.0133333,14.6002,0.0133333,3.30843,0.02,1.56383,0.0133333,All
8.61675,0.02,14.7113,0.02,3.3672,0.0266667,2.02025,0.02,All
8.61726,0.0266667,15.2362,0.0266667,3.52484,0.0333333,2.10134,0.0266667,All
8.65574,0.0333333,15.3161,0.0333333,3.88779,0.04,2.36098,0.0333333,All
8.70762,0.04,15.6726,0.04,3.91647,0.0466667,2.60472,0.04,All
8.85637,0.0466667,15.8287,0.0466667,4.00009,0.0533333,2.73855,0.0466667,All
8.85881,0.0533333,16.2248,0.0533333,4.1434,0.06,2.7763,0.0533333,All
8.88434,0.06,16.8605,0.06,5.05951,0.0666667,3.09857,0.06,All
8.9128,0.0666667,16.8746,0.0666667,5.16713,0.0733333,3.16746,0.0666667,All
9.21587,0.0733333,17.0993,0.0733333,5.39887,0.08,3.26634,0.0733333,All
9.35869,0.08,17.221,0.08,5.42592,0.0866667,3.26823,0.08,All
9.37355,0.0866667,18.2255,0.0866667,5.53797,0.0933333,3.46638,0.0866667,All
9.42576,0.0933333,18.2304,0.0933333,5.88333,0.1,3.49976,0.0933333,All
9.52082,0.1,18.4037,0.1,5.90931,0.106667,3.64374,0.1,All
9.60579,0.106667,18.4871,0.106667,6.12418,0.113333,3.6776,0.106667,All
9.63269,0.113333,18.5759,0.113333,6.17293,0.12,4.02705,0.113333,All
9.73682,0.12,18.9216,0.12,6.24083,0.126667,4.1822,0.12,All
9.75173,0.126667,18.9508,0.126667,6.39023,0.133333,4.24567,0.126667,All
9.76172,0.133333,18.9582,0.133333,6.50138,0.14,4.24744,0.133333,All
9.76537,0.14,19.0275,0.14,6.65823,0.146667,4.28211,0.14,All
9.91271,0.146667,19.2327,0.146667,6.79917,0.153333,4.34667,0.146667,All
10.0268,0.153333,19.3775,0.153333,6.85473,0.16,4.40074,0.153333,All
