iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9876,0.0531388,26.0092,0.169392,31.3361,0.692069,17.9269,0.65753
2,14.038,0.0478061,25.7802,0.155274,31.1959,0.62648,17.869,0.549405
3,14.0136,0.0467983,25.6704,0.151039,30.7656,0.613252,18.2184,0.514407
4,14.0178,0.0456382,25.6303,0.148827,30.9538,0.627215,18.3703,0.518383
5,14.0172,0.0439553,25.6443,0.155061,31.8567,0.634948,18.6444,0.517379
6,13.9965,0.043728,25.6026,0.15786,32.3033,0.639788,18.8106,0.511727
7,13.995,0.0430345,25.6701,0.162722,32.6748,0.641689,18.5585,0.494324
8,14.0092,0.0431651,25.7008,0.161741,32.55,0.639176,18.5313,0.490731
9,14.0074,0.0434386,25.7012,0.159948,32.5588,0.636702,18.606,0.493078
10,13.9955,0.0435011,25.7093,0.15773,33.1422,0.648808,18.6643,0.487941
11,13.9861,0.0432364,25.7308,0.156879,32.8792,0.648099,18.711,0.481928
12,13.9846,0.0428576,25.7412,0.154762,32.9487,0.651682,18.6847,0.479507
13,13.9751,0.0433207,25.769,0.152971,32.799,0.645287,18.684,0.481137
14,13.9724,0.0434291,25.8135,0.154395,33.4231,0.657953,18.6596,0.487135
15,13.9695,0.0437328,25.7621,0.154938,33.7489,0.661083,18.8401,0.486445
16,13.9672,0.0434343,25.7256,0.154983,34.0095,0.662652,19.1697,0.486079
17,13.9554,0.0433433,25.7493,0.153518,34.7468,0.667478,19.2358,0.488233
18,13.954,0.0430568,25.7526,0.152824,34.8727,0.665323,19.3049,0.487475
19,13.9502,0.0428932,25.754,0.152168,34.867,0.663763,19.261,0.48425
20,13.9473,0.042794,25.7457,0.152114,35.2461,0.668336,19.1832,0.480345
21,13.9508,0.0429468,25.7234,0.152129,35.6897,0.670776,19.0987,0.479924
22,13.9463,0.0428451,25.7238,0.150794,35.5011,0.665624,19.1077,0.477599
23,13.95,0.0428751,25.731,0.150306,35.2926,0.667177,19.0232,0.480349
24,13.9529,0.0429839,25.7527,0.149901,35.046,0.664753,19.0498,0.481849
25,13.9455,0.0431359,25.7522,0.149758,35.0494,0.664455,19.1875,0.488207
26,13.9454,0.0434615,25.7478,0.149679,35.0177,0.665592,19.3467,0.489352
27,13.9456,0.0434322,25.7388,0.149631,35.264,0.665405,19.44,0.491703
28,13.9406,0.0434003,25.7206,0.149873,35.4791,0.667025,19.5346,0.492192
29,13.9408,0.0433133,25.7069,0.150578,35.4245,0.665889,19.4948,0.490591
30,13.9401,0.0431099,25.6874,0.151099,35.317,0.66648,19.4607,0.489109
31,13.9411,0.0431208,25.6806,0.151599,35.2313,0.664554,19.4304,0.487079
