Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.97911,0.0745194,15.9354,0.0324458,38.35,0.0117069,4.27129,0.0616201,All
10.0389,0.162588,19.0333,0.0486687,112.556,0.00222527,9.74736,0.039332,All
11.0987,0.13549,22.1311,0.0834321,186.762,0.000290253,15.2234,0.0249102,All
12.1585,0.0677449,25.229,0.078797,260.967,9.6751e-05,20.6995,0.0170439,All
13.2182,0.0541959,28.3269,0.0347634,335.173,9.6751e-05,26.1756,0.00655533,All
14.278,0.101617,31.4247,0.0370809,409.379,0,31.6516,0.00917746,All
15.3378,0.0609704,34.5226,0.0115878,483.585,0,37.1277,0.0131107,All
16.3976,0.0812938,37.6205,0.00695267,557.79,0,42.6038,0.00917746,All
17.4574,0.101617,40.7183,0.00463512,631.996,0,48.0799,0.00655533,All
18.5172,0.0812938,43.8162,0.00695267,706.202,0,53.5559,0.00131107,All
19.5769,0.0745194,46.9141,0,780.408,0,59.032,0.00524426,All
20.6367,0.013549,50.0119,0,854.614,0,64.5081,0.00131107,All
21.6965,0.00677449,53.1098,0.00231756,928.819,9.6751e-05,69.9841,0.00131107,All
