Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.80157,0.0702743,14.3168,0.00560012,15.4269,0.0209724,4.84306,0.0516242,All
9.8232,0.147576,16.8809,0.0560012,43.8403,0.00909647,11.5185,0.0408692,All
10.8448,0.126494,19.4449,0.0420009,72.2537,0.00353752,18.194,0.0161326,All
11.8665,0.126494,22.009,0.0868019,100.667,0.00202144,24.8694,0.0118306,All
12.8881,0.0210823,24.573,0.0868019,129.08,0.00025268,31.5449,0.00967954,All
13.9098,0.049192,27.137,0.047601,157.494,0.000758039,38.2203,0.00860404,All
14.9314,0.112439,29.7011,0.0392009,185.907,0.00050536,44.8958,0.00967954,All
15.953,0.0702743,32.2651,0.0224005,214.321,0.00025268,51.5713,0.00645303,All
16.9747,0.0913566,34.8292,0.0140003,242.734,0.00025268,58.2467,0.00322651,All
17.9963,0.0843292,37.3932,0.00280006,271.147,0,64.9222,0.00215101,All
19.0179,0.0702743,39.9573,0.00280006,299.561,0,71.5976,0,All
20.0396,0.0562195,42.5213,0.00280006,327.974,0,78.2731,0,All
21.0612,0.0281097,45.0854,0.0112002,356.388,0.00025268,84.9486,0.0010755,All
