Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.66843,0,9.58701,0,1.22021,0.00666667,0.744556,0,All
8.29075,0.00666667,13.0348,0.00666667,1.48311,0.0133333,1.50533,0.00666667,All
8.3521,0.0133333,15.3252,0.0133333,1.9271,0.02,1.87845,0.0133333,All
8.57695,0.02,15.9362,0.02,1.96066,0.0266667,1.92171,0.02,All
8.60518,0.0266667,16.2364,0.0266667,2.47542,0.0333333,2.01896,0.0266667,All
8.66165,0.0333333,16.4091,0.0333333,2.74123,0.04,2.14316,0.0333333,All
8.71849,0.04,16.489,0.04,3.62409,0.0466667,2.41732,0.04,All
8.75571,0.0466667,16.4978,0.0466667,3.7538,0.0533333,2.52714,0.0466667,All
8.83504,0.0533333,16.5103,0.0533333,3.77858,0.06,2.57386,0.0533333,All
8.90043,0.06,16.7099,0.06,3.81412,0.0666667,2.63093,0.06,All
8.97623,0.0666667,16.7542,0.0666667,3.91599,0.0733333,2.67572,0.0666667,All
9.39669,0.0733333,16.9324,0.0733333,3.95704,0.08,2.79699,0.0733333,All
9.54888,0.08,16.9535,0.08,4.16491,0.0866667,3.1546,0.08,All
9.63764,0.0866667,17.1552,0.0866667,4.29635,0.0933333,3.22612,0.0866667,All
9.72277,0.0933333,17.3619,0.0933333,5.40012,0.1,3.43949,0.0933333,All
9.80816,0.1,17.3957,0.1,5.45706,0.106667,3.90341,0.1,All
9.81101,0.106667,17.4487,0.106667,5.48803,0.113333,3.91944,0.106667,All
9.84406,0.113333,17.458,0.113333,5.67044,0.12,3.94359,0.113333,All
9.94562,0.12,17.4729,0.12,5.74847,0.126667,4.0191,0.12,All
9.9618,0.126667,17.7262,0.126667,5.95137,0.133333,4.02752,0.126667,All
9.96373,0.133333,17.8528,0.133333,6.19389,0.14,4.39718,0.133333,All
10.0012,0.14,17.9594,0.14,6.21339,0.146667,4.5295,0.14,All
10.0376,0.146667,17.9831,0.146667,6.25295,0.153333,4.56323,0.146667,All
