iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
695,-13.4346,1,13.5289,4.01901,28.5046,40.1961,0.660262,0.442255,0.259771,1.80932,0.203566,2.70046e-08
696,-18.552,1,13.494,3.34649,27.5881,40.1961,0.604345,0.442255,0.271667,2.1882,0.203738,3.0703e-08
697,-22.9509,1,13.456,3.12994,27.4812,40.1961,0.607938,0.442255,0.260466,2.1454,0.200013,2.68663e-08
698,-22.5353,1,13.5027,3.50897,27.4148,40.1961,0.61682,0.442255,0.259303,2.04277,0.20848,2.58384e-08
699,-25.5198,1,13.4122,4.04644,27.654,40.1961,0.619165,0.442255,0.263956,1.99697,0.187445,2.4435e-08
700,-28.3092,1,13.3815,3.44146,28.146,40.1961,0.608216,0.442255,0.264075,2.04049,0.199202,2.29795e-08
701,-25.7334,1,13.5244,3.8414,28.1563,40.1961,0.621136,0.44734,0.268649,1.98781,0.186699,2.26438e-08
702,-25.9671,1,13.5337,3.14301,27.9312,40.1961,0.614736,0.44734,0.268793,2.22902,0.19738,2.04153e-08
703,-30.0375,1,13.5358,2.45591,27.7982,40.1961,0.6139,0.44734,0.263815,2.36787,0.200338,1.76031e-08
704,-32.3997,1,13.5004,2.80967,27.9057,40.1961,0.612142,0.44734,0.263845,2.42859,0.190816,1.62488e-08
705,-18.27,1,13.5391,2.0517,27.8952,40.1961,0.62901,0.44734,0.266394,2.7179,0.207857,1.85383e-08
706,-19.2034,1,13.4686,2.63694,28.4064,40.1961,0.630853,0.44734,0.264815,2.3325,0.204547,2.02068e-08
707,-18.5248,1,13.6175,3.05866,28.0633,40.1961,0.625981,0.44734,0.263617,2.09883,0.23166,2.17238e-08
708,-23.2611,1,13.4233,2.80719,28.2804,40.1961,0.594783,0.44734,0.260008,2.34202,0.220619,2.32155e-08
709,-27.4184,1,13.3627,2.71806,27.8439,40.1961,0.593383,0.44734,0.254592,2.27444,0.215786,2.20436e-08
710,-26.1689,1,13.4132,3.31523,27.6695,40.1961,0.587431,0.44734,0.253801,2.14808,0.212697,2.53976e-08
711,-20.3173,1,13.4959,2.67451,27.8525,40.1961,0.596895,0.44734,0.25491,2.32092,0.220814,2.64666e-08
712,-25.2061,1,13.5573,2.8093,27.9696,40.1961,0.586966,0.44734,0.270171,2.14048,0.211917,2.73414e-08
713,-29.9025,1,13.3991,2.83362,28.1496,40.1961,0.577017,0.44734,0.265121,2.03777,0.20014,2.77442e-08
714,-16.6694,1,13.5589,2.77566,28.0342,40.1961,0.614153,0.44734,0.255467,2.19991,0.201806,2.91443e-08
715,-19.211,1,13.5488,2.73838,28.1986,40.1961,0.628827,0.44734,0.256671,2.03552,0.181409,2.80463e-08
716,-18.4196,1,13.5348,3.21371,28.1344,40.1961,0.631636,0.44734,0.247765,1.92926,0.176285,3.09865e-08
717,-20.4623,1,13.5684,2.96426,28.4152,40.1961,0.629701,0.44734,0.250634,2.03679,0.167536,2.95884e-08
718,-19.7731,1,13.6026,2.73502,28.6231,40.1961,0.618651,0.44734,0.259774,2.18788,0.181478,2.81997e-08
719,-20.4003,1,13.4923,2.52982,28.6396,40.1961,0.596748,0.44734,0.264939,2.12523,0.207095,3.03666e-08
720,-16.8902,1,13.5084,2.58291,28.6996,40.1961,0.608751,0.44734,0.25993,2.09388,0.227242,2.85259e-08
721,-20.387,1,13.5134,2.44574,28.7897,40.1961,0.583231,0.456122,0.263764,2.11189,0.222585,2.80233e-08
722,-22.4791,1,13.614,2.4576,29.0133,40.1961,0.58655,0.456122,0.263719,2.06536,0.22934,2.62501e-08
723,-19.986,1,13.5389,2.80502,29.1783,40.1961,0.610165,0.456122,0.265172,1.9413,0.205323,2.49582e-08
724,-22.4643,1,13.3787,2.48277,29.5628,40.1961,0.582413,0.456122,0.265289,2.06403,0.231649,2.41174e-08
725,-19.913,1,13.3957,2.36395,29.1138,40.1961,0.589926,0.456122,0.259411,2.15363,0.23154,2.39638e-08
726,-25.9254,1,13.2933,2.32161,28.9444,40.1961,0.587888,0.456122,0.256817,2.13654,0.226204,2.07898e-08
727,-30.5379,1,13.3747,2.33074,28.4729,40.1961,0.581622,0.456122,0.257158,2.15979,0.215651,2.02886e-08
728,-35.8997,1,13.3151,2.62547,28.2246,40.1961,0.572195,0.456122,0.253776,2.11168,0.217961,1.91896e-08
729,-32.631,1,13.528,2.78692,27.9878,40.1961,0.58749,0.456122,0.262001,2.01598,0.230582,1.85375e-08
730,-40.1663,1,13.5285,2.89701,28.5336,40.1961,0.564432,0.456122,0.258991,2.01294,0.222088,1.81572e-08
731,-44.0289,1,13.7214,2.76858,28.9682,40.1961,0.563588,0.456122,0.26584,1.9858,0.205089,1.8591e-08
732,-37.4828,1,13.6156,3.23587,28.7511,40.1961,0.581109,0.456122,0.254831,2.02585,0.199672,1.8819e-08
733,-36.422,1,13.5365,2.96392,28.3984,40.1961,0.577656,0.456122,0.259753,2.10527,0.196987,1.95068e-08
734,-31.5838,1,13.5895,2.91004,28.8797,40.1961,0.604118,0.456122,0.26106,1.95259,0.190719,2.01951e-08
735,-32.6553,1,13.498,2.82595,28.8037,40.1961,0.589933,0.456122,0.259642,2.06451,0.196508,2.00204e-08
736,-28.7359,1,13.477,2.82801,28.5146,40.1961,0.593192,0.456122,0.258222,2.10243,0.205089,2.11542e-08
737,-36.8115,1,13.4312,2.98615,28.6566,40.1961,0.574884,0.456122,0.271228,2.15437,0.193369,1.85115e-08
738,-37.8593,1,13.5648,3.16108,29.0008,40.1961,0.59471,0.456122,0.262529,2.04805,0.198642,1.60558e-08
739,-32.2828,1,13.5569,3.56176,28.837,40.1961,0.611785,0.456122,0.270995,1.98531,0.20077,1.63569e-08
740,-34.7018,1,13.5891,4.08,28.3691,40.1961,0.61747,0.456122,0.2715,1.77482,0.189486,1.64615e-08
741,-46.9747,1,13.5891,4.00855,28.4273,40.1961,0.616382,0.453928,0.26654,1.75334,0.177258,1.49012e-08
742,32.3673,1,13.3711,3.17364,27.9045,40.1961,0.61085,0.453928,0.272928,2.02156,0.18097,1.5031e-07
743,35.4655,1,13.3832,2.98723,27.934,40.1961,0.620446,0.453928,0.261278,2.13214,0.180133,1.5455e-07
744,42.5717,1,13.4689,2.29892,28.594,40.1961,0.640297,0.453928,0.270987,2.27418,0.187646,1.49749e-07
745,40.4123,1,13.4577,2.48477,28.73,40.1961,0.641305,0.453928,0.259326,2.07547,0.192775,1.48009e-07
746,28.985,1,13.4711,3.00511,28.3635,40.1961,0.592769,0.453928,0.257827,1.98491,0.222016,1.46526e-07
747,23.9909,1,13.6019,3.12956,28.4328,40.1961,0.58128,0.453928,0.270255,1.94764,0.212567,1.47066e-07
748,22.2413,1,13.5242,3.13086,28.0845,40.1961,0.588895,0.453928,0.272584,1.97787,0.20073,1.29434e-07
749,20.7695,1,13.5605,3.1233,28.243,40.1961,0.582459,0.453928,0.262598,1.92221,0.200953,1.41976e-07
750,14.6539,1,13.472,2.68881,28.1859,40.1961,0.576411,0.453928,0.260583,2.1287,0.199973,1.09698e-07
751,17.8582,1,13.4239,2.72202,28.3294,40.1961,0.582954,0.453928,0.264751,2.02023,0.212615,1.10101e-07
752,24.4755,1,13.4072,2.3616,28.9531,40.1961,0.590414,0.453928,0.263119,2.12633,0.202589,1.2731e-07
753,18.483,1,13.4361,2.89376,28.1505,40.1961,0.573553,0.453928,0.259576,2.09237,0.200363,1.29635e-07
754,18.0666,1,13.2781,3.30928,27.9022,40.1961,0.582688,0.453928,0.261968,1.94606,0.178877,1.33047e-07
755,19.2335,1,13.5503,3.24403,28.1044,40.1961,0.590423,0.453928,0.26579,2.05095,0.177777,1.26238e-07
756,24.661,1,13.4486,2.77693,28.0331,40.1961,0.597645,0.453928,0.260288,2.13645,0.194856,1.26896e-07
757,17.7336,1,13.5351,2.95584,27.807,40.1961,0.579249,0.453928,0.256221,2.20267,0.200416,1.17873e-07
758,15.3781,1,13.5239,3.00648,27.9157,40.1961,0.593578,0.453928,0.264668,1.95553,0.189273,1.09885e-07
759,18.3403,1,13.3738,3.24427,27.6921,40.1961,0.59408,0.453928,0.271028,2.0962,0.187333,1.07279e-07
760,16.2407,1,13.6749,3.56679,28.1508,40.1961,0.595052,0.453928,0.263854,1.94593,0.17982,1.19484e-07
761,17.9249,1,13.5286,2.92553,28.4743,40.1961,0.601844,0.447964,0.263351,1.98009,0.20549,1.101e-07
762,23.8048,1,13.5175,3.43012,28.117,40.1961,0.617761,0.447964,0.259761,1.99391,0.193483,1.20148e-07
763,29.4391,1,13.5614,2.70035,28.3488,40.1961,0.618576,0.447964,0.269721,2.19825,0.204843,1.24217e-07
764,26.3506,1,13.5331,3.57948,28.5685,40.1961,0.628812,0.447964,0.266565,2.18357,0.191381,1.05898e-07
765,30.883,1,13.4894,3.19127,28.9934,40.1961,0.628212,0.447964,0.273208,2.26194,0.202917,1.09053e-07
766,23.7831,1,13.4435,2.59968,28.2242,40.1961,0.605372,0.447964,0.258069,2.39065,0.186986,1.18149e-07
767,33.3321,1,13.6907,2.45175,28.1903,40.1961,0.63674,0.447964,0.260381,2.45476,0.185373,1.2412e-07
768,39.328,1,13.6708,2.70873,27.6794,40.1961,0.628169,0.447964,0.267422,2.55992,0.207062,1.35247e-07
769,37.3965,1,13.4724,2.9244,27.3609,40.1961,0.635844,0.447964,0.246862,2.48601,0.197282,1.33569e-07
770,34.3164,1,13.4573,2.51876,27.5435,40.1961,0.599504,0.447964,0.254235,2.54201,0.20737,1.52347e-07
771,33.3355,1,13.5013,2.3074,27.5791,40.1961,0.586479,0.447964,0.264993,2.57039,0.202516,1.64701e-07
772,34.6303,1,13.5945,1.958,27.3647,40.1961,0.592321,0.447964,0.267185,2.7517,0.185157,1.75493e-07
773,37.7044,1,13.5071,2.11792,28.127,40.1961,0.589662,0.447964,0.255303,2.73882,0.200228,1.85055e-07
774,34.106,1,13.5147,2.6823,28.2494,40.1961,0.598014,0.447964,0.256559,2.23242,0.212257,1.73811e-07
775,34.9454,1,13.5188,2.59074,28.637,40.1961,0.59257,0.447964,0.253862,2.34006,0.20145,1.89038e-07
776,37.6768,1,13.432,2.90584,28.2696,40.1961,0.625546,0.447964,0.25744,2.24138,0.200911,1.52688e-07
777,27.6244,1,13.4219,2.22798,27.921,40.1961,0.600992,0.447964,0.260236,2.35043,0.194381,1.37373e-07
778,28.3807,1,13.438,2.74872,27.6871,40.1961,0.611633,0.447964,0.26292,2.37953,0.183389,1.27464e-07
779,28.5906,1,13.4975,2.9016,27.9521,40.1961,0.626944,0.447964,0.25366,2.34264,0.195367,1.14244e-07
780,24.2099,1,13.4516,2.49288,27.8049,40.1961,0.610172,0.447964,0.255031,2.52301,0.211965,9.58897e-08
781,21.2768,1,13.4699,2.38858,27.6718,40.1961,0.584718,0.463231,0.270058,2.49965,0.206363,8.6394e-08
782,16.6203,1,13.5207,2.66699,27.8278,40.1961,0.582161,0.463231,0.27023,2.33481,0.204169,8.27421e-08
783,25.7677,1,13.4802,2.72364,28.0537,40.1961,0.61393,0.463231,0.260503,2.26496,0.208934,8.46914e-08
784,20.856,1,13.5016,2.96085,28.2147,40.1961,0.60807,0.463231,0.257854,2.25069,0.190002,8.3123e-08
785,19.0755,1,13.4938,2.69743,28.0112,40.1961,0.591046,0.463231,0.256882,2.23666,0.20281,8.79158e-08
786,21.0703,1,13.366,2.72771,28.2228,40.1961,0.590983,0.463231,0.26087,2.2119,0.196764,9.60099e-08
787,16.6098,1,13.678,2.98409,27.8814,40.1961,0.578854,0.463231,0.278205,2.23787,0.197944,9.26476e-08
788,11.4562,1,13.5011,3.18182,27.9164,40.1961,0.57033,0.463231,0.27044,2.06664,0.191537,9.33288e-08
789,15.3959,1,13.5088,2.91953,27.8592,40.1961,0.564032,0.463231,0.263563,2.21502,0.207441,1.00874e-07
790,8.3748,1,13.419,4.14842,27.9617,40.1961,0.56308,0.463231,0.261071,2.04016,0.199595,8.62993e-08
791,10.2486,1,13.5092,3.83195,27.9996,40.1961,0.593551,0.463231,0.246843,1.85524,0.196156,8.29056e-08
792,14.4513,1,13.4688,3.12627,27.7653,40.1961,0.594763,0.463231,0.252572,1.97589,0.207184,8.2904e-08
793,23.9284,1,13.4866,3.01092,27.5573,40.1961,0.610078,0.463231,0.2527,2.05368,0.220173,9.00126e-08
794,22.3113,1,13.3192,3.16509,27.8055,40.1961,0.612021,0.463231,0.258262,2.13693,0.222849,7.67046e-08
795,21.8989,1,13.4199,3.39679,27.8591,40.1961,0.594968,0.463231,0.263901,2.20224,0.231716,7.80317e-08
796,25.6587,1,13.4339,2.6672,27.6733,40.1961,0.595885,0.463231,0.262199,2.30702,0.234226,8.7736e-08
797,20.4932,1,13.487,2.27888,28.1212,40.1961,0.603559,0.463231,0.249501,2.26734,0.220079,7.86533e-08
798,11.9587,1,13.4957,2.39368,28.4802,40.1961,0.58686,0.463231,0.25771,2.2626,0.196564,7.66658e-08
799,15.3178,1,13.5316,2.3757,28.1249,40.1961,0.597269,0.463231,0.262402,2.26026,0.203425,7.39857e-08
800,19.709,1,13.4403,3.20869,28.3965,40.1961,0.601721,0.463231,0.255194,2.15243,0.21147,7.83513e-08
801,7.21214,1,13.674,2.93015,28.6397,40.1961,0.641639,0.42423,0.272897,2.20887,0.204187,6.99517e-08
802,11.1245,1,13.6696,2.89071,28.4644,40.1961,0.666303,0.42423,0.268001,2.15617,0.201164,6.80558e-08
803,19.7579,1,13.7086,2.85698,28.0413,40.1961,0.673405,0.42423,0.25734,2.30629,0.202167,8.34211e-08
804,11.2661,1,13.582,3.13139,27.9516,40.1961,0.666211,0.42423,0.261645,2.16084,0.186379,7.23873e-08
805,10.2327,1,13.5389,3.42784,27.9084,40.1961,0.672001,0.42423,0.277971,2.1927,0.163691,7.02906e-08
806,16.8439,1,13.376,2.36413,28.1847,40.1961,0.669286,0.42423,0.263394,2.39863,0.180782,7.80903e-08
807,15.5703,1,13.4584,2.42651,28.1218,40.1961,0.669473,0.42423,0.26085,2.60218,0.16974,7.59407e-08
808,10.696,1,13.5816,2.93734,27.8924,40.1961,0.649009,0.42423,0.269475,2.27892,0.171819,8.53822e-08
809,11.2641,1,13.4532,3.41104,28.0439,40.1961,0.647329,0.42423,0.267396,2.12425,0.185478,8.55602e-08
810,8.81479,1,13.5477,2.92533,28.3679,40.1961,0.637599,0.42423,0.259412,2.26003,0.181627,8.75157e-08
811,7.65951,1,13.564,2.85388,28.1845,40.1961,0.637481,0.42423,0.254443,2.23146,0.19765,8.00084e-08
812,8.04543,1,13.4379,2.47379,28.3514,40.1961,0.648917,0.42423,0.266511,2.25436,0.176641,7.5799e-08
813,6.81821,1,13.5696,2.51881,28.5106,40.1961,0.660308,0.42423,0.256245,2.24251,0.166603,7.45856e-08
814,10.3229,1,13.4943,2.15496,28.2209,40.1961,0.650366,0.42423,0.263739,2.42154,0.172803,8.01404e-08
815,16.0654,1,13.5878,2.14398,28.0997,40.1961,0.656127,0.42423,0.275069,2.48383,0.187838,7.97745e-08
816,12.0782,1,13.6158,2.08215,28.4837,40.1961,0.638555,0.42423,0.258257,2.5392,0.192974,8.34314e-08
817,11.1436,1,13.4262,2.19028,28.7277,40.1961,0.633238,0.42423,0.261745,2.52646,0.182263,8.51449e-08
818,7.98909,1,13.4246,2.3006,28.3812,40.1961,0.621899,0.42423,0.257667,2.40533,0.190006,8.68693e-08
819,11.5499,1,13.5,2.58778,28.3463,40.1961,0.636258,0.42423,0.257616,2.2516,0.193747,9.34453e-08
820,9.59651,1,13.5124,3.10751,28.2757,40.1961,0.627265,0.42423,0.267637,1.98025,0.205063,9.616e-08
821,0.339831,1,13.615,3.11049,28.0595,40.1961,0.635364,0.417017,0.268974,2.01916,0.189084,8.13346e-08
822,3.97431,1,13.5461,3.13854,28.1431,40.1961,0.658908,0.417017,0.257461,1.97306,0.186323,7.68418e-08
823,7.86118,1,13.4376,2.92155,28.1741,40.1961,0.681132,0.417017,0.254512,1.97516,0.177407,7.68523e-08
824,10.799,1,13.615,3.17067,28.4076,40.1961,0.675199,0.417017,0.266913,2.12284,0.178438,7.99742e-08
825,18.2272,1,13.6507,2.92381,28.5809,40.1961,0.688296,0.417017,0.269551,2.27134,0.179993,8.42589e-08
826,7.77887,1,13.5908,2.5352,28.3715,40.1961,0.665494,0.417017,0.254633,2.25937,0.178014,7.80962e-08
827,18.7018,1,13.5073,2.87866,28.3654,40.1961,0.688586,0.417017,0.252772,2.2193,0.178979,9.00431e-08
828,24.8225,1,13.5319,2.50879,28.7549,40.1961,0.709775,0.417017,0.25409,2.42341,0.195637,7.87371e-08
829,14.6722,1,13.5346,2.44202,28.9628,40.1961,0.695765,0.417017,0.26824,2.35023,0.194588,6.16299e-08
830,12.6195,1,13.491,2.46638,28.8131,40.1961,0.676966,0.417017,0.266562,2.13137,0.221478,6.64243e-08
831,12.7459,1,13.5264,2.5606,29.2214,40.1961,0.675578,0.417017,0.264849,2.24721,0.21881,6.49893e-08
832,14.4406,1,13.5365,2.40328,29.0925,40.1961,0.678501,0.417017,0.265562,2.27047,0.215492,6.76011e-08
833,13.7447,1,13.5779,1.99599,28.6712,40.1961,0.676631,0.417017,0.26367,2.28616,0.223793,6.6234e-08
834,21.5232,1,13.5515,1.99079,28.5936,40.1961,0.686578,0.417017,0.266453,2.28052,0.234265,7.51605e-08
835,29.7218,1,13.4842,2.33235,28.2159,40.1961,0.707465,0.417017,0.26193,2.56936,0.223516,7.3204e-08
836,23.5118,1,13.608,2.47219,28.1986,40.1961,0.705953,0.417017,0.264397,2.32989,0.20146,7.57596e-08
837,17.6805,1,13.4881,2.61202,28.3465,40.1961,0.692552,0.417017,0.264279,2.26642,0.200357,7.08733e-08
838,15.876,1,13.4896,2.17321,28.9279,40.1961,0.684501,0.417017,0.26638,2.42023,0.200003,6.69429e-08
839,15.2125,1,13.4695,2.65852,28.5624,40.1961,0.670129,0.417017,0.255662,2.24574,0.223417,7.3541e-08
840,12.2604,1,13.4939,3.23763,27.816,40.1961,0.654905,0.417017,0.260839,2.08656,0.237337,7.60768e-08
841,9.65724,1,13.5567,2.6286,28.383,40.1961,0.689252,0.398863,0.263217,2.22331,0.223532,7.10014e-08
842,16.1943,1,13.4111,2.49595,28.8636,40.1961,0.711717,0.398863,0.263847,2.29582,0.219214,6.9207e-08
843,12.9282,1,13.5343,2.72444,28.6745,40.1961,0.695072,0.398863,0.259556,2.34075,0.209072,7.4664e-08
844,12.3913,1,13.5282,2.08181,28.5392,40.1961,0.699867,0.398863,0.263396,2.43581,0.203695,7.11323e-08
845,21.5699,1,13.4638,1.71969,28.5599,40.1961,0.737829,0.398863,0.261432,2.68878,0.211275,6.35081e-08
846,17.9159,1,13.6056,2.08692,28.8823,40.1961,0.727519,0.398863,0.274394,2.58894,0.203753,6.11026e-08
847,11.7662,1,13.4072,2.16833,28.3225,40.1961,0.693202,0.398863,0.268497,2.54282,0.215877,6.29922e-08
848,6.61908,1,13.6238,2.10939,29.4711,40.1961,0.704187,0.398863,0.256506,2.18342,0.203404,6.83336e-08
849,8.45863,1,13.4802,2.30967,28.6823,40.1961,0.699618,0.398863,0.255209,2.31769,0.202937,6.79936e-08
850,4.58798,1,13.458,2.2558,28.4814,40.1961,0.709659,0.398863,0.256288,2.31368,0.200803,5.50244e-08
851,0.75875,1,13.4982,2.88943,28.862,40.1961,0.698688,0.398863,0.250853,2.13926,0.203375,5.68018e-08
852,1.50279,1,13.6515,2.38403,28.2712,40.1961,0.702077,0.398863,0.261508,2.32223,0.194342,5.55656e-08
853,7.13813,1,13.6333,2.42398,28.5894,40.1961,0.718847,0.398863,0.262139,2.30233,0.206723,5.56533e-08
854,10.2669,1,13.3767,2.59986,28.9836,40.1961,0.725214,0.398863,0.264062,2.18191,0.212866,5.52311e-08
855,-0.11714,1,13.3959,2.60828,28.6111,40.1961,0.691444,0.398863,0.256221,2.26282,0.207651,5.36824e-08
856,10.8191,1,13.5721,2.19813,28.1981,40.1961,0.722948,0.398863,0.26298,2.55679,0.210696,5.13716e-08
857,2.34111,1,13.5745,2.60233,27.9596,40.1961,0.711579,0.398863,0.264458,2.38685,0.183884,5.31825e-08
858,5.29165,1,13.4621,2.65113,27.6297,40.1961,0.731176,0.398863,0.265905,2.30754,0.182167,5.16659e-08
859,8.56484,1,13.4064,2.34469,28.2659,40.1961,0.734817,0.398863,0.256494,2.27201,0.179073,5.89704e-08
860,14.4096,1,13.3761,2.32571,28.8509,40.1961,0.717,0.398863,0.261238,2.40602,0.190376,6.95658e-08
861,6.63352,1,13.6306,2.12446,29.1128,40.1961,0.627429,0.439743,0.264555,2.40714,0.180773,6.57265e-08
862,10.5021,1,13.5362,2.29533,28.7358,40.1961,0.648906,0.439743,0.251972,2.19056,0.181318,6.78919e-08
863,12.5481,1,13.5335,2.2521,28.5295,40.1961,0.627552,0.439743,0.265337,2.28321,0.194798,7.75483e-08
864,18.6216,1,13.4607,3.14044,28.0224,40.1961,0.637535,0.439743,0.263195,2.17914,0.201819,8.33456e-08
865,13.6782,1,13.5763,3.3307,28.2534,40.1961,0.625654,0.439743,0.260298,2.16796,0.202418,8.03558e-08
866,10.0067,1,13.7463,3.40935,27.9764,40.1961,0.641099,0.439743,0.264582,1.91275,0.191077,7.97353e-08
867,17.5062,1,13.5622,3.44374,28.2758,40.1961,0.659297,0.439743,0.254913,1.9961,0.187844,8.37214e-08
868,6.23373,1,13.4772,3.973,28.3617,40.1961,0.625557,0.439743,0.25408,1.91774,0.175439,8.08348e-08
869,12.9725,1,13.5256,3.57506,27.7484,40.1961,0.629115,0.439743,0.268756,2.03454,0.190208,8.33239e-08
870,16.9675,1,13.3944,2.98231,27.7219,40.1961,0.642471,0.439743,0.262962,2.34508,0.192769,7.384e-08
871,6.04454,1,13.3864,2.7698,27.7256,40.1961,0.620124,0.439743,0.261825,2.24668,0.183586,6.95338e-08
872,5.94643,1,13.5812,3.36121,28.0679,40.1961,0.641417,0.439743,0.26403,2.11454,0.169278,6.62537e-08
873,-0.0456853,1,13.6503,3.44903,27.7509,40.1961,0.623069,0.439743,0.263043,2.01337,0.188719,6.28249e-08
874,-3.03349,1,13.5101,3.56086,28.1394,40.1961,0.618784,0.439743,0.259368,1.97125,0.180671,6.08447e-08
875,3.91048,1,13.5519,3.08727,28.4248,40.1961,0.631742,0.439743,0.250804,2.11123,0.192772,6.23051e-08
876,9.44394,1,13.6825,3.03661,28.3384,40.1961,0.649187,0.439743,0.264039,2.03931,0.18325,6.71835e-08
877,5.96616,1,13.6486,2.79658,28.2487,40.1961,0.646709,0.439743,0.258445,2.22396,0.182025,5.81469e-08
878,3.43472,1,13.549,3.17447,28.6901,40.1961,0.640949,0.439743,0.273523,1.98274,0.181663,5.80999e-08
879,0.756903,1,13.555,3.65201,28.0959,40.1961,0.642484,0.439743,0.259957,1.89318,0.169009,6.13523e-08
880,13.4869,1,13.6818,3.77501,28.2819,40.1961,0.676672,0.439743,0.266623,2.01201,0.178166,6.12438e-08
881,0.535919,1,13.675,3.25815,28.3687,40.1961,0.586385,0.470645,0.256923,2.13519,0.169166,5.83018e-08
882,3.22902,1,13.4869,3.91084,28.0455,40.1961,0.578082,0.470645,0.255879,2.08176,0.19124,5.84308e-08
883,10.94,1,13.3174,3.06566,28.3345,40.1961,0.580245,0.470645,0.262828,2.19416,0.192729,6.74911e-08
884,9.92444,1,13.5154,2.68602,28.4428,40.1961,0.586977,0.470645,0.254812,2.30595,0.199164,6.06017e-08
885,12.5167,1,13.4666,2.06137,29.0051,40.1961,0.577061,0.470645,0.260193,2.51593,0.198081,6.61117e-08
886,17.2555,1,13.4143,2.13056,28.5447,40.1961,0.600002,0.470645,0.266728,2.46154,0.182984,6.51151e-08
887,10.709,1,13.3587,2.13024,28.6687,40.1961,0.587446,0.470645,0.266745,2.40419,0.191844,5.70011e-08
888,3.00788,1,13.533,2.45221,28.6761,40.1961,0.594672,0.470645,0.27258,2.03869,0.194948,4.92626e-08
889,-9.44357,1,13.5694,2.37075,28.598,40.1961,0.565562,0.470645,0.267698,2.12795,0.179276,4.68462e-08
890,-7.61721,1,13.3985,2.64922,28.2036,40.1961,0.553391,0.470645,0.25724,2.22854,0.192033,4.87723e-08
891,-12.3379,1,13.4883,2.81113,28.0808,40.1961,0.548342,0.470645,0.25814,2.05733,0.184968,5.1387e-08
892,-12.54,1,13.4441,3.06149,28.2748,40.1961,0.566392,0.470645,0.25348,2.00724,0.190446,4.25419e-08
893,-17.7392,1,13.439,2.80685,28.7157,40.1961,0.553378,0.470645,0.261707,2.11978,0.195195,3.62082e-08
894,-18.839,1,13.6369,3.02091,27.9866,40.1961,0.558866,0.470645,0.269068,2.23378,0.195635,3.20167e-08
895,-17.6435,1,13.5582,3.1284,28.2385,40.1961,0.570831,0.470645,0.273284,2.10243,0.207512,2.87167e-08
896,-24.0684,1,13.5135,3.24368,28.6462,40.1961,0.546486,0.470645,0.257288,2.06858,0.214975,2.9917e-08
897,-24.0312,1,13.5278,3.43849,28.22,40.1961,0.549866,0.470645,0.261497,2.055,0.215962,2.83383e-08
898,-28.9571,1,13.6024,3.4969,28.683,40.1961,0.541321,0.470645,0.264049,2.03273,0.203384,2.8027e-08
899,-25.5399,1,13.5536,3.04465,28.9809,40.1961,0.553042,0.470645,0.270861,2.10333,0.208503,2.62527e-08
900,-15.0445,1,13.6239,2.95994,28.4763,40.1961,0.575362,0.470645,0.268177,2.34819,0.207083,2.66819e-08
901,-11.1738,1,13.3717,3.50454,28.01,40.1961,0.585031,0.471299,0.270168,2.30509,0.190656,2.7473e-08
902,-8.46418,1,13.3526,2.91474,28.58,40.1961,0.599606,0.471299,0.273917,2.23111,0.207658,2.44806e-08
903,-8.99282,1,13.3279,3.19432,28.9773,40.1961,0.604165,0.471299,0.262872,2.23184,0.197036,2.42719e-08
904,-13.2051,1,13.4495,2.62476,28.5545,40.1961,0.587353,0.471299,0.260945,2.2337,0.197297,2.70333e-08
905,-18.0485,1,13.5659,2.61586,28.0673,40.1961,0.585468,0.471299,0.262619,2.25911,0.1855,2.58688e-08
906,-14.4846,1,13.6938,2.79614,28.1509,40.1961,0.60958,0.471299,0.260772,2.21074,0.17747,2.53801e-08
907,-9.81973,1,13.6003,2.2641,27.9121,40.1961,0.585341,0.471299,0.260394,2.49641,0.189664,3.07928e-08
908,-11.117,1,13.3497,2.39021,28.4403,40.1961,0.592335,0.471299,0.248839,2.34526,0.199639,2.7195e-08
909,-17.0302,1,13.5473,2.23482,28.305,40.1961,0.579863,0.471299,0.260847,2.49523,0.200464,2.36564e-08
910,-16.0445,1,13.4805,2.26418,27.8054,40.1961,0.5756,0.471299,0.261246,2.44173,0.204672,2.55998e-08
911,-31.1437,1,13.4908,2.36397,27.879,40.1961,0.556776,0.471299,0.263493,2.35519,0.191259,2.09552e-08
912,-35.4468,1,13.4598,2.61524,28.4477,40.1961,0.550714,0.471299,0.266826,2.27109,0.191694,1.89078e-08
913,-27.8309,1,13.5644,3.09468,27.6281,40.1961,0.581239,0.471299,0.259738,2.26022,0.197436,1.80058e-08
914,-30.9673,1,13.5052,2.63243,27.5074,40.1961,0.576083,0.471299,0.255581,2.3706,0.173851,1.92624e-08
915,-27.4912,1,13.6464,2.48938,27.5919,40.1961,0.571579,0.471299,0.26599,2.48841,0.180976,2.06756e-08
916,-36.5611,1,13.5936,2.3899,27.74,40.1961,0.5693,0.471299,0.258102,2.31258,0.183748,1.70816e-08
917,-33.3604,1,13.5767,1.84308,28.4173,40.1961,0.572701,0.471299,0.256417,2.61076,0.196033,1.52128e-08
918,-32.3842,1,13.4874,2.12879,28.2731,40.1961,0.581574,0.471299,0.256301,2.42842,0.203087,1.49012e-08
