iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,353.331,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,342.464,1,14.1704,30.1462,28.1373,0.974679,-0.145231,0.974679,0.974679,0.974679,0.974679
3,327.648,1,12.4604,29.7278,23.7505,0.95,0.069823,0.95,0.95,0.95,0.971497
4,321.219,1,16.7984,33.8288,26.2408,0.925945,-0.130886,0.925945,0.964006,0.925945,0.946899
5,322.247,1,18.6542,35.2718,27.9615,0.9025,-0.259398,0.9025,0.990844,0.9025,0.929555
6,308.418,1,26.2288,32.3512,27.2648,0.879648,-0.566251,0.879648,0.965756,0.879648,1.00771
7,303.703,1,28.1365,30.0083,31.1249,0.857375,-0.782332,0.857375,0.941302,0.857375,0.982198
8,298.747,1,18.2459,29.8377,36.3531,0.835666,-0.219762,0.835666,0.917468,0.835666,1.02581
9,297.328,1,15.3968,32.0863,31.7097,0.814506,-0.0694792,0.814506,0.984548,0.814506,1.00258
10,293.558,1,17.331,27.5621,25.5827,0.793882,-0.260555,0.793882,1.02633,0.793882,1.07012
11,301.731,1,19.7078,27.3192,26.7161,0.773781,-0.552865,0.773781,1.00034,0.825538,1.08694
12,280.754,1,15.3669,29.2404,26.0118,0.754188,-0.15312,0.754188,0.975015,0.835834,1.05942
13,280.977,1,11.6095,28.6527,24.1941,0.735092,0.139915,0.735092,1.02242,0.814671,1.03259
14,262.504,1,16.2262,25.7956,26.5823,0.716479,-0.0479354,0.716479,0.996536,0.794043,1.00645
15,263.106,1,15.7644,31.0862,27.2716,0.698337,-0.160565,0.698337,0.988326,0.773937,0.988843
16,264.412,1,17.9753,31.4657,25.8997,0.680655,-0.246888,0.680655,1.04771,0.754341,0.963804
17,258.745,1,14.564,33.3909,21.3434,0.66342,-0.0558671,0.66342,1.02118,0.73524,1.04969
18,249.648,1,18.5438,35.336,16.9563,0.646622,-0.332121,0.646622,0.995322,0.716624,1.13345
19,250.889,1,20.566,35.8284,17.6514,0.630249,-0.366301,0.630249,1.04598,0.698478,1.24422
20,245.666,1,16.0216,36.6106,18.4007,0.614291,-0.0724282,0.614291,1.0522,0.680792,1.2698
21,239.958,1,13.9344,36.7692,14.4662,0.598737,0.0414947,0.598737,1.09364,0.663554,1.23765
22,240.215,1,23.0517,38.9162,19.7608,0.583577,-0.472706,0.583577,1.1743,0.646753,1.20813
23,248.487,1,16.3594,37.6026,18.4766,0.5688,-0.181438,0.5688,1.37344,0.630377,1.21824
24,226.603,1,12.6593,39.2301,14.5865,0.554398,0.170498,0.554398,1.33866,0.614415,1.18739
25,227.309,1,11.5051,43.5737,13.2171,0.54036,0.256457,0.54036,1.42369,0.598858,1.20516
26,218.596,1,12.5518,38.5936,12.0251,0.526678,0.141637,0.526678,1.44614,0.583694,1.17464
27,213.855,1,17.3603,38.8829,15.1475,0.513342,-0.131768,0.513342,1.61719,0.568915,1.18944
28,219.191,1,17.2831,42.9819,14.087,0.500344,-0.160958,0.500344,1.6608,0.55451,1.33443
29,208.67,1,17.9493,37.9437,15.0034,0.487675,-0.184509,0.487675,1.61875,0.540469,1.30064
30,204.227,1,17.5722,35.6469,15.2236,0.475327,-0.173201,0.475327,1.5844,0.550574,1.26771
31,197.829,1,14.103,34.2954,19.2851,0.463291,-0.00331331,0.463291,1.60382,0.536633,1.27154
32,194.9,1,13.8177,32.9457,15.1458,0.45156,-0.0038686,0.45156,1.81607,0.523046,1.3857
33,195.836,1,12.9303,32.2438,11.6437,0.440127,0.0858635,0.440127,2.02832,0.509802,1.35061
34,180.867,1,15.2827,33.6812,10.504,0.428982,-0.0488209,0.428982,1.97696,0.496893,1.39105
35,186.772,1,15.963,31.1593,11.8672,0.41812,-0.12014,0.41812,1.9269,0.484312,1.38433
36,171.481,1,18.0663,30.4785,7.38589,0.407533,-0.286298,0.407533,1.87811,0.472475,1.34927
