parameter,value,se_sa,rse_sa
Cl_pop,13.514402715623,0.920817548709248,6.81360151895397
V1_pop,24.149672573552,2.88730504103311,11.9558765537683
Q_pop,25.2237783762442,14.0008924104641,55.506721481704
V2_pop,12.7307675689465,4.50165342324806,35.3604242546123
omega_Cl,0.259622173474175,0.0489268371056312,18.8454000099102
omega_V1,0.254736419213389,0.111880132477003,43.9199596282628
omega_Q,1.02501752041336,0.409659462551983,39.9660936904551
omega_V2,0.933098546395787,0.334481044582744,35.8462721729361
a,1.53531269781449,0.275917032444673,17.9713899870326
b,0.0434041989326342,0.0165874007940155,38.2161201034032
