pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-0.450156,0.0111111,-2.28423,0.0111111,-0.556839,0.0111111,All
-0.443854,0.0222222,-2.2269,0.0222222,-0.285988,0.0222222,All
-0.442129,0.0333333,-1.67095,0.0333333,-0.242074,0.0333333,All
-0.441908,0.0444444,-1.56681,0.0444444,-0.21129,0.0444444,All
-0.413687,0.0555556,-1.45469,0.0555556,-0.182892,0.0555556,All
-0.413528,0.0666667,-1.42939,0.0666667,-0.144602,0.0666667,All
-0.411136,0.0777778,-1.17069,0.0777778,-0.123187,0.0777778,All
-0.403198,0.0888889,-1.0795,0.0888889,-0.116263,0.0888889,All
-0.398674,0.1,-0.996164,0.1,-0.0657815,0.1,All
-0.396987,0.111111,-0.988423,0.111111,-0.0530936,0.111111,All
-0.395203,0.122222,-0.967676,0.122222,-0.0455122,0.122222,All
-0.392556,0.133333,-0.902336,0.133333,-0.0270351,0.133333,All
-0.374352,0.144444,-0.714228,0.144444,-0.0249058,0.144444,All
-0.369637,0.155556,-0.692098,0.155556,-0.0197512,0.155556,All
-0.366899,0.166667,-0.648585,0.166667,-0.0110496,0.166667,All
-0.356176,0.177778,-0.571619,0.177778,0.00423841,0.177778,All
-0.352956,0.188889,-0.553093,0.188889,0.00481916,0.188889,All
-0.344019,0.2,-0.540394,0.2,0.0159947,0.2,All
-0.333957,0.211111,-0.519386,0.211111,0.024552,0.211111,All
-0.330141,0.222222,-0.489331,0.222222,0.0310164,0.222222,All
-0.324547,0.233333,-0.425036,0.233333,0.0356933,0.233333,All
-0.313395,0.244444,-0.415386,0.244444,0.0675371,0.244444,All
-0.313151,0.255556,-0.402196,0.255556,0.0703667,0.255556,All
-0.312818,0.266667,-0.386355,0.266667,0.0704114,0.266667,All
-0.311745,0.277778,-0.380834,0.277778,0.0819967,0.277778,All
-0.309055,0.288889,-0.351492,0.288889,0.103215,0.288889,All
-0.308784,0.3,-0.339599,0.3,0.107493,0.3,All
-0.308194,0.311111,-0.321987,0.311111,0.120093,0.311111,All
-0.298895,0.322222,-0.211503,0.322222,0.126384,0.322222,All
-0.293761,0.333333,-0.188998,0.333333,0.147707,0.333333,All
-0.291267,0.344444,-0.188566,0.344444,0.163121,0.344444,All
-0.290746,0.355556,-0.152797,0.355556,0.16543,0.355556,All
-0.27975,0.366667,-0.102016,0.366667,0.175984,0.366667,All
-0.272583,0.377778,-0.0936621,0.377778,0.205013,0.377778,All
-0.268869,0.388889,-0.0827093,0.388889,0.205322,0.388889,All
-0.267035,0.4,-0.0745332,0.4,0.2084,0.4,All
-0.264387,0.411111,-0.069012,0.411111,0.2108,0.411111,All
-0.253436,0.422222,-0.0625744,0.422222,0.211433,0.422222,All
-0.245684,0.433333,-0.0603897,0.433333,0.213603,0.433333,All
-0.24457,0.444444,-0.0497183,0.444444,0.224314,0.444444,All
-0.244502,0.455556,-0.0484158,0.455556,0.227652,0.455556,All
-0.244301,0.466667,-0.0290254,0.466667,0.227861,0.466667,All
-0.239686,0.477778,-0.0241331,0.477778,0.238808,0.477778,All
-0.234302,0.488889,-0.0224147,0.488889,0.239656,0.488889,All
