pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-0.421333,2.54429,-2.05599,0.0535491,-0.4935,0.0964818,All
-0.363687,1.27214,-1.5995,0.107098,-0.366821,0,All
-0.306042,3.18036,-1.14301,0.133873,-0.240142,0.385927,All
-0.248396,2.96833,-0.686528,0.240971,-0.113463,0.482409,All
-0.190751,3.60441,-0.230041,0.776462,0.0132163,1.35075,All
-0.133105,1.48417,0.226445,0.535491,0.139895,0.868336,All
-0.0754598,1.27214,0.682931,0.321295,0.266574,2.41204,All
-0.0178143,1.48417,1.13942,0.160647,0.393254,1.35075,All
0.0398312,0.636072,1.5959,0.0535491,0.519933,1.25426,All
0.0974767,0.636072,2.05239,0.0267746,0.646612,0.482409,All
