parameter,value
Cl_pop,13.4830323950455
V1_pop,25.6403897467254
beta_V1_ANTU_1,-0.277033227155765
beta_V1_logtCLCRMLMIN,-3.19629550363193
beta_V1_logtPROGDL,-1.95721208837138
Q_pop,23.4
beta_Q_LLP_1,0.0166515607422572
beta_Q_LMP_1,0.984803179812801
beta_Q_logtAGEA,1.24725159202323
beta_Q_logtALBGDL,17.7438454319564
beta_Q_logtPROGDL,-17.7505251949116
V2_pop,2.8142832095522
beta_V2_SEXF_1,4.65062630304857
beta_V2_logtHCM,37.3616711267861
beta_V2_logtRAL,0.200667642655331
omega_Cl,0.25901843468468
omega_V1,0.331043977965995
omega_Q,1.73889962496349e-8
omega_V2,7.8979620932434e-8
a,1.34157149039316
b,0.0434518969666559
