popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
1.83717,1.96308,1.83717,-0.578181,4.25251,1.29559,1.30468,1.29559,-1.11742,3.7086,All
1.97707,2.13666,1.97707,-0.439012,4.39315,1.41013,1.40659,1.41013,-1.00331,3.82357,All
2.12762,2.32347,2.12762,-0.289305,4.54455,1.5348,1.51873,1.5348,-0.879149,3.94874,All
2.28965,2.52449,2.28965,-0.128267,4.70756,1.67048,1.64185,1.67048,-0.744061,4.08502,All
2.464,2.74083,2.464,0.0449543,4.88305,1.81816,1.77585,1.81816,-0.597087,4.23341,All
2.65164,2.97364,2.65164,0.231274,5.07201,1.9789,1.9217,1.9789,-0.437189,4.39499,All
2.85357,3.22418,2.85357,0.431675,5.27546,2.15385,2.08045,2.15385,-0.263234,4.57093,All
3.07087,3.48361,3.07087,0.647213,5.49453,2.34426,2.25641,2.34426,-0.0739959,4.76252,All
3.24202,3.67373,3.24202,0.816881,5.66715,2.55151,2.44855,2.55151,0.13186,4.97116,All
3.30472,3.74339,3.30472,0.879022,5.73042,2.77708,2.66041,2.77708,0.355782,5.19838,All
3.55638,4.0149,3.55638,1.12832,5.98444,3.0226,2.89282,3.0226,0.599342,5.44585,All
3.8272,4.29807,3.8272,1.39641,6.25799,3.06052,2.92873,3.06052,0.636954,5.48409,All
4.11865,4.58581,4.11865,1.68469,6.5526,3.28981,3.14579,3.28981,0.86425,5.71538,All
4.43229,4.88872,4.43229,1.99468,6.8699,3.58065,3.42518,3.58065,1.15236,6.00895,All
4.64687,5.09597,4.64687,2.20661,7.08713,3.89721,3.73124,3.89721,1.46568,6.32874,All
4.76981,5.21471,4.76981,2.32797,7.21165,4.24175,4.06498,4.24175,1.80639,6.67711,All
5.13304,5.55852,5.13304,2.68631,7.57976,4.61675,4.43338,4.61675,2.17686,7.05663,All
5.52392,5.91221,5.52392,3.07155,7.9763,4.82545,4.63898,4.82545,2.38289,7.26802,All
5.94458,6.28506,5.94458,3.48568,8.40347,5.0249,4.83663,5.0249,2.57966,7.47013,All
