parameter,value,se_sa,rse_sa
Cl_pop,20.5411693249087,4.02398135721127,19.5898358733244
beta_Cl_tSCRMGDL,-0.409859296695021,0.18252533445643,44.5336572643973
V1_pop,24.3628504997725,2.91401831036641,11.9609087220464
Q_pop,23.4,,
V2_pop,12.8964251229286,4.6653816223076,36.1757741221868
omega_Cl,0.223229798483052,0.0425749184622269,19.072238003861
omega_V1,0.248749819313672,0.179126131086524,72.0105572662334
omega_Q,1.0310788175325,0.489179669070918,47.4434796596429
omega_V2,0.941477448266455,0.253768993255021,26.9543358390885
a,1.51837101627981,0.273319492556579,18.0008370566928
b,0.0440550150633906,0.0155889931363295,35.3852861334823
