Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.94694,0.0809739,15.4352,0.0365541,49.9421,0.0100708,5.39343,0.0583679,All
9.92225,0.132503,18.3813,0.0560496,146.897,0.000814551,12.8967,0.0363603,All
10.8976,0.11778,21.3274,0.0682343,243.851,0.0001481,20.3999,0.0114822,All
11.8729,0.147225,24.2735,0.0755451,340.806,0,27.9032,0.00669795,All
12.8482,0.0368063,27.2196,0.0341171,437.76,0,35.4064,0.0105254,All
13.8235,0.0441676,30.1657,0.0438649,534.715,0,42.9097,0.0124391,All
14.7988,0.11778,33.1119,0.0292433,631.669,0,50.4129,0.0038274,All
15.7741,0.0736126,36.058,0.00487388,728.624,0,57.9162,0.00095685,All
16.7494,0.0809739,39.0041,0.00487388,825.578,0,65.4194,0.00095685,All
17.7247,0.110419,41.9502,0,922.532,0,72.9227,0.00095685,All
18.7,0.0809739,44.8963,0,1019.49,0,80.4259,0,All
19.6753,0.0736126,47.8424,0.00487388,1116.44,0,87.9292,0,All
20.6506,0.00736126,50.7885,0.00731081,1213.4,7.40501e-05,95.4324,0.00095685,All
