parameter,value
Cl_pop,13.4426226855129
V1_pop,24.6342826686549
beta_V1_ANTU_1,-0.202491173198599
beta_V1_logtCLCRMLMIN,-1.49373215994455
beta_V1_logtPROGDL,-0.435357921310716
Q_pop,23.4
beta_Q_LMP_1,0.950187404353357
beta_Q_logtAGEA,1.04149327613289
beta_Q_logtALBGDL,18.9398038076072
beta_Q_logtPROGDL,-18.9382529758664
V2_pop,19.5259173257085
beta_V2_logtHCM,-13.777291426205
beta_V2_logtRAL,0.301960900342233
omega_Cl,0.257238889833905
omega_V1,6.03145943557361e-8
omega_Q,4.24635935808347e-8
omega_V2,1.03375220428626
a,1.37242638108284
b,0.0506753063361038
