standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.75854,0.00666667,-2.61211,0.00666667,-2.79032,0.00666667,-2.83086,0.00666667,All
-2.62268,0.0133333,-2.47294,0.0133333,-2.50098,0.0133333,-2.04117,0.0133333,All
-2.20433,0.02,-2.19305,0.02,-2.39309,0.02,-2.02609,0.02,All
-2.07013,0.0266667,-1.82889,0.0266667,-2.21945,0.0266667,-1.88463,0.0266667,All
-1.93094,0.0333333,-1.63916,0.0333333,-2.05503,0.0333333,-1.68317,0.0333333,All
-1.91142,0.04,-1.62294,0.04,-1.99139,0.04,-1.6474,0.04,All
-1.76982,0.0466667,-1.60685,0.0466667,-1.73556,0.0466667,-1.64374,0.0466667,All
-1.65603,0.0533333,-1.55804,0.0533333,-1.73095,0.0533333,-1.64194,0.0533333,All
-1.64911,0.06,-1.48072,0.06,-1.64605,0.06,-1.60055,0.06,All
-1.60207,0.0666667,-1.48023,0.0666667,-1.58948,0.0666667,-1.32909,0.0666667,All
-1.58006,0.0733333,-1.47067,0.0733333,-1.55594,0.0733333,-1.25114,0.0733333,All
-1.39847,0.08,-1.4475,0.08,-1.52822,0.08,-1.13618,0.08,All
-1.29824,0.0866667,-1.43556,0.0866667,-1.47663,0.0866667,-1.11029,0.0866667,All
-1.29666,0.0933333,-1.42086,0.0933333,-1.47436,0.0933333,-1.09965,0.0933333,All
-1.28875,0.1,-1.39473,0.1,-1.41921,0.1,-1.07644,0.1,All
-1.27489,0.106667,-1.38409,0.106667,-1.39161,0.106667,-1.05812,0.106667,All
-1.26798,0.113333,-1.38306,0.113333,-1.38595,0.113333,-1.05566,0.113333,All
-1.23099,0.12,-1.30138,0.12,-1.38172,0.12,-1.05006,0.12,All
-1.18224,0.126667,-1.26841,0.126667,-1.3798,0.126667,-1.03937,0.126667,All
-1.16158,0.133333,-1.25538,0.133333,-1.36966,0.133333,-1.01446,0.133333,All
-1.07066,0.14,-1.20467,0.14,-1.36855,0.14,-1.00552,0.14,All
-1.05484,0.146667,-1.13586,0.146667,-1.36737,0.146667,-1.0002,0.146667,All
-1.00226,0.153333,-1.10327,0.153333,-1.35731,0.153333,-0.987863,0.153333,All
-0.980767,0.16,-1.05831,0.16,-1.33612,0.16,-0.980875,0.16,All
-0.96856,0.166667,-1.04468,0.166667,-1.32866,0.166667,-0.954812,0.166667,All
-0.96843,0.173333,-0.850582,0.173333,-1.29466,0.173333,-0.931289,0.173333,All
-0.932382,0.18,-0.849844,0.18,-1.29016,0.18,-0.921706,0.18,All
-0.886163,0.186667,-0.795159,0.186667,-1.24315,0.186667,-0.901603,0.186667,All
-0.851605,0.193333,-0.794439,0.193333,-1.22881,0.193333,-0.815461,0.193333,All
-0.841397,0.2,-0.771196,0.2,-1.22599,0.2,-0.770109,0.2,All
-0.697937,0.206667,-0.769981,0.206667,-1.15513,0.206667,-0.750693,0.206667,All
-0.681091,0.213333,-0.766161,0.213333,-1.09516,0.213333,-0.730046,0.213333,All
-0.660012,0.22,-0.732753,0.22,-1.07067,0.22,-0.723666,0.22,All
-0.655219,0.226667,-0.719788,0.226667,-1.06709,0.226667,-0.68313,0.226667,All
-0.628168,0.233333,-0.63992,0.233333,-1.05963,0.233333,-0.682833,0.233333,All
-0.621005,0.24,-0.568456,0.24,-1.05013,0.24,-0.628892,0.24,All
-0.614598,0.246667,-0.559821,0.246667,-1.04449,0.246667,-0.613238,0.246667,All
