iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,599.805,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,569.625,1,23.381,36.5232,15.2948,1.09198,0.19364,0.523977,0.89121,0.738625,0.843973
3,554.859,1,23.2924,37.234,17.9818,1.29572,0.162819,0.515483,0.895149,0.628368,0.916447
4,543.287,1,23.3945,37.9933,21.9723,1.2755,0.148614,0.51006,0.950048,0.588092,0.951689
5,517.114,1,23.3841,36.3583,22.4534,1.46097,0.103349,0.505568,1.04383,0.61428,1.06256
6,502.871,1,23.4192,37.048,25.3039,1.49673,0.0888831,0.508225,0.927986,0.601473,1.08964
7,494.857,1,23.2139,37.2324,23.5336,1.49452,0.0777812,0.515204,0.994319,0.608937,1.18161
8,481.636,1,23.2282,35.781,21.0311,1.52456,0.0639818,0.519209,0.981308,0.645294,1.12833
9,477.897,1,23.0789,36.0295,21.7935,1.52956,0.0584322,0.527493,1.06506,0.660381,1.1274
10,472.511,1,23.0751,36.3627,23.0237,1.55848,0.0526454,0.525611,1.14694,0.604299,1.09165
11,467.884,1,23.3005,36.0631,25.1145,1.47677,0.0548207,0.520989,1.04462,0.613561,1.16889
12,465.039,1,23.1211,36.4514,26.4617,1.47672,0.0523439,0.522199,1.10506,0.573599,1.26376
13,468.5,1,23.058,35.6847,28.6085,1.57973,0.0477358,0.527518,1.05962,0.611051,1.227
14,459.87,1,23.1643,35.2378,27.4694,1.56057,0.0435067,0.525542,1.05823,0.609403,1.10805
15,454.358,1,23.2098,36.2888,26.0566,1.56051,0.0406565,0.524551,1.0403,0.544376,1.13847
16,445.095,1,23.1492,36.8962,26.5777,1.50808,0.0372634,0.520103,0.973743,0.514348,1.24057
17,441.337,1,23.097,36.7648,23.9253,1.53541,0.0320807,0.521225,1.03338,0.521449,1.17361
18,445.498,1,23.1502,36.498,22.7543,1.61469,0.029161,0.531176,1.09761,0.516165,1.13052
19,442.844,1,23.1345,37.1244,21.7478,1.63983,0.0277048,0.517998,0.943719,0.494244,1.17546
20,444.863,1,23.3514,36.9492,23.6601,1.65935,0.0237481,0.52547,1.03397,0.504517,1.3336
21,443.714,1,23.1455,37.1834,22.6361,1.67974,0.0203889,0.525345,1.11724,0.492774,1.29457
22,442.663,1,23.293,36.8998,19.0709,1.63361,0.0221854,0.521816,1.06874,0.501471,1.45663
23,435.558,1,23.1372,36.9998,19.5506,1.65179,0.0145601,0.520814,1.03765,0.485231,1.4351
24,431.817,1,23.3787,36.804,20.6277,1.62411,0.0140821,0.52965,1.04713,0.496299,1.33626
25,431.653,1,23.2159,36.9146,19.8827,1.70457,2.22045e-16,0.521558,0.974572,0.484778,1.32305
26,429.435,1,23.2678,36.4153,19.9952,1.69809,8.28776e-07,0.520447,0.958413,0.484294,1.23967
27,430.914,1,23.3984,36.1786,18.4523,1.70464,4.45119e-06,0.506294,0.932621,0.499111,1.32757
28,424.872,1,23.3216,35.8691,21.877,1.63517,2.22045e-16,0.516123,1.02387,0.491268,1.30112
29,419.614,1,23.3509,36.1387,22.0335,1.5893,2.22045e-16,0.517982,1.01316,0.484017,1.323
30,424.457,1,23.2935,35.7577,21.4078,1.6233,0.00514631,0.514745,1.0568,0.498229,1.24489
31,424.388,1,23.4112,35.411,19.6605,1.65622,2.22045e-16,0.527568,0.997829,0.496116,1.11358
32,425.158,1,23.5503,35.7562,19.0321,1.64991,2.22045e-16,0.51153,1.09692,0.48547,1.15657
33,425.254,1,23.57,36.1994,18.6045,1.64279,2.22045e-16,0.518367,1.11894,0.475201,1.20049
34,421.472,1,23.4121,35.9276,20.6241,1.61466,2.22045e-16,0.519373,1.08239,0.486343,1.16481
35,421.213,1,23.4235,35.7794,20.3053,1.63083,2.22045e-16,0.521422,1.01282,0.480644,1.12104
36,417.07,1,23.3703,35.7789,20.4916,1.57616,2.22045e-16,0.527268,1.04661,0.477344,1.20211
37,416.316,1,23.2451,35.9151,22.2563,1.56507,2.22045e-16,0.519347,1.08441,0.493328,1.17606
38,417.302,1,23.2755,36.4281,21.7342,1.57409,2.22045e-16,0.517689,1.06328,0.496488,1.19311
39,415.393,1,23.3452,36.1419,24.4927,1.56587,2.22045e-16,0.515418,1.03281,0.498465,1.16355
40,419.163,1,23.2166,36.6505,22.016,1.60614,2.22045e-16,0.517967,1.07384,0.483368,1.09765
41,414.415,1,23.2937,37.1857,23.5673,1.5404,2.22045e-16,0.520211,1.15016,0.484263,1.1878
42,416.609,1,23.2542,36.8555,22.6461,1.55104,2.22045e-16,0.523438,1.17068,0.492096,1.20343
43,416.718,1,23.1305,36.5322,25.1938,1.56195,2.22045e-16,0.521857,1.08883,0.493289,1.21594
44,417.121,1,23.1946,35.7968,21.694,1.57541,2.22045e-16,0.521766,1.05564,0.488506,1.1898
45,417.915,1,23.2778,35.6614,21.8354,1.5763,2.22045e-16,0.517358,1.11862,0.494432,1.16142
46,412.482,1,23.1972,35.9989,20.1509,1.54606,2.22045e-16,0.514157,1.03397,0.498499,1.12376
47,412.573,1,23.1703,35.9056,19.1407,1.54193,2.22045e-16,0.519617,1.03361,0.49128,1.16566
48,416.821,1,23.2125,35.7649,17.8274,1.56835,2.22045e-16,0.514018,1.08888,0.494633,1.18876
49,420.54,1,23.3148,36.006,17.5881,1.5867,2.22045e-16,0.51945,1.15564,0.502317,1.19581
50,424.704,1,23.4309,36.2804,20.4568,1.60555,2.22045e-16,0.512928,1.24455,0.503721,1.25677
51,425.272,1,23.2198,36.9253,23.1651,1.62295,2.22045e-16,0.510666,1.19618,0.487668,1.25628
