parameter,value
Cl_pop,13.5274857653277
V1_pop,26.1756639461835
beta_V1_ANTU_1,-0.251315975432042
beta_V1_logtCLCRMLMIN,-3.05778453323251
beta_V1_logtPROGDL,-1.99784662303181
Q_pop,23.4
beta_Q_LMP_1,0.880455313429617
beta_Q_logtAGEA,1.44322736919912
beta_Q_logtALBGDL,17.9737643715582
beta_Q_logtPROGDL,-17.6506959794357
V2_pop,2.74297833284763
beta_V2_LLP_1,-0.528860915267182
beta_V2_SEXF_1,5.16326740274309
beta_V2_logtHCM,47.2176743458124
beta_V2_logtRAL,0.247259475329001
omega_Cl,0.25998043527246
omega_V1,0.331915667862343
omega_Q,5.09893105811967e-8
omega_V2,3.56982573258164e-8
a,1.30169069035188
b,0.0428576565308174
