time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,3.50109e-14,7.65485e-15,1.58883e-14,2.1924e-14,2.72341e-14,3.2367e-14,3.77238e-14,4.31509e-14,5.03143e-14,5.99848e-14,7.91609e-14,All
3.08757e-16,4.96356e-14,1.74232e-14,2.76802e-14,3.48022e-14,4.06583e-14,4.63566e-14,5.24828e-14,5.95905e-14,6.84135e-14,8.07668e-14,1.07956e-13,All
4.29331e-16,6.81309e-14,2.94069e-14,4.25097e-14,5.04115e-14,5.73624e-14,6.41697e-14,7.22242e-14,8.19788e-14,9.41816e-14,1.12941e-13,1.50913e-13,All
5.96992e-16,9.55658e-14,4.67791e-14,6.00339e-14,7.01611e-14,7.96016e-14,8.95538e-14,1.0127e-13,1.14165e-13,1.31862e-13,1.56358e-13,2.0486e-13,All
8.30127e-16,1.31756e-13,6.56813e-14,8.39129e-14,9.8034e-14,1.11435e-13,1.24685e-13,1.39732e-13,1.58229e-13,1.81491e-13,2.14541e-13,2.8243e-13,All
1.15431e-15,1.82949e-13,9.22374e-14,1.17872e-13,1.3608e-13,1.54269e-13,1.72964e-13,1.94337e-13,2.19523e-13,2.51129e-13,2.96807e-13,3.92091e-13,All
1.60508e-15,2.54541e-13,1.29737e-13,1.64112e-13,1.8903e-13,2.14709e-13,2.41363e-13,2.7038e-13,3.05885e-13,3.49996e-13,4.14537e-13,5.44424e-13,All
2.23189e-15,3.54718e-13,1.80415e-13,2.29124e-13,2.63735e-13,2.99486e-13,3.34659e-13,3.76228e-13,4.26372e-13,4.85141e-13,5.73782e-13,7.57338e-13,All
3.10348e-15,4.92894e-13,2.51984e-13,3.18035e-13,3.66796e-13,4.14632e-13,4.6371e-13,5.2318e-13,5.92968e-13,6.76363e-13,7.98226e-13,1.04898e-12,All
4.31544e-15,6.8603e-13,3.48816e-13,4.42721e-13,5.10823e-13,5.77238e-13,6.45894e-13,7.25765e-13,8.23054e-13,9.4097e-13,1.10849e-12,1.46525e-12,All
6.00069e-15,9.52509e-13,4.8804e-13,6.15601e-13,7.10628e-13,8.03263e-13,8.96711e-13,1.00857e-12,1.14392e-12,1.30862e-12,1.54511e-12,2.03799e-12,All
8.34406e-15,1.32351e-12,6.75943e-13,8.55409e-13,9.8745e-13,1.11653e-12,1.24829e-12,1.4052e-12,1.59136e-12,1.81897e-12,2.15176e-12,2.83079e-12,All
1.16025e-14,1.84231e-12,9.41998e-13,1.19005e-12,1.3744e-12,1.55186e-12,1.73505e-12,1.95592e-12,2.21397e-12,2.53097e-12,2.98666e-12,3.93271e-12,All
1.61335e-14,2.56131e-12,1.30881e-12,1.65721e-12,1.91213e-12,2.15766e-12,2.41232e-12,2.71527e-12,3.07335e-12,3.51831e-12,4.15629e-12,5.47277e-12,All
2.24339e-14,3.55687e-12,1.81973e-12,2.30148e-12,2.65631e-12,2.99858e-12,3.35334e-12,3.7744e-12,4.27316e-12,4.89076e-12,5.78687e-12,7.60729e-12,All
3.11948e-14,4.95088e-12,2.53289e-12,3.1993e-12,3.69853e-12,4.17192e-12,4.66223e-12,5.25194e-12,5.9423e-12,6.81043e-12,8.04252e-12,1.05833e-11,All
4.33768e-14,6.88304e-12,3.52097e-12,4.45003e-12,5.14173e-12,5.80062e-12,6.48414e-12,7.30549e-12,8.26203e-12,9.45598e-12,1.11759e-11,1.47087e-11,All
6.03162e-14,9.5646e-12,4.90085e-12,6.18907e-12,7.15114e-12,8.06114e-12,9.01473e-12,1.01591e-11,1.14885e-11,1.31546e-11,1.55531e-11,2.04758e-11,All
8.38706e-14,1.32994e-11,6.81257e-12,8.60705e-12,9.93751e-12,1.12159e-11,1.2537e-11,1.412e-11,1.59794e-11,1.82785e-11,2.16284e-11,2.84604e-11,All
1.16623e-13,1.84874e-11,9.47395e-12,1.19678e-11,1.38095e-11,1.55936e-11,1.74273e-11,1.96385e-11,2.22181e-11,2.54287e-11,3.00485e-11,3.95705e-11,All
1.62167e-13,2.5717e-11,1.31684e-11,1.66393e-11,1.92071e-11,2.16851e-11,2.4241e-11,2.73063e-11,3.08979e-11,3.53448e-11,4.18066e-11,5.50385e-11,All
2.25496e-13,3.57424e-11,1.83099e-11,2.31393e-11,2.67236e-11,3.01471e-11,3.36987e-11,3.79724e-11,4.29593e-11,4.91612e-11,5.81422e-11,7.65397e-11,All
3.13555e-13,4.97191e-11,2.54725e-11,3.21755e-11,3.71547e-11,4.19277e-11,4.68592e-11,5.2794e-11,5.97162e-11,6.8345e-11,8.08502e-11,1.06419e-10,All
4.36004e-13,6.91257e-11,3.54113e-11,4.47451e-11,5.16656e-11,5.82986e-11,6.51545e-11,7.34036e-11,8.3066e-11,9.50616e-11,1.12392e-10,1.47965e-10,All
6.06271e-13,9.61331e-11,4.9253e-11,6.22192e-11,7.18429e-11,8.10753e-11,9.05954e-11,1.02077e-10,1.15502e-10,1.32181e-10,1.5626e-10,2.0576e-10,All
8.43029e-13,1.33672e-10,6.84779e-11,8.65247e-11,9.99081e-11,1.12711e-10,1.25964e-10,1.4194e-10,1.60611e-10,1.83806e-10,2.17292e-10,2.86111e-10,All
1.17225e-12,1.85871e-10,9.52244e-11,1.20308e-10,1.38911e-10,1.56719e-10,1.75151e-10,1.97366e-10,2.23314e-10,2.55593e-10,3.02145e-10,3.97837e-10,All
1.63003e-12,2.58445e-10,1.32415e-10,1.67287e-10,1.9316e-10,2.1795e-10,2.43558e-10,2.74428e-10,3.10541e-10,3.55414e-10,4.20174e-10,5.53212e-10,All
2.26658e-12,3.59381e-10,1.84125e-10,2.32626e-10,2.68589e-10,3.03048e-10,3.38649e-10,3.81614e-10,4.31791e-10,4.94207e-10,5.8422e-10,7.69241e-10,All
3.15172e-12,4.99722e-10,2.56032e-10,3.23467e-10,3.73472e-10,4.21386e-10,4.70911e-10,5.30637e-10,6.00422e-10,6.87207e-10,8.12384e-10,1.06965e-09,All
4.38251e-12,6.94863e-10,3.5601e-10,4.49791e-10,5.1933e-10,5.85936e-10,6.54818e-10,7.37856e-10,8.34894e-10,9.55574e-10,1.12961e-09,1.48738e-09,All
6.09395e-12,9.66225e-10,4.95041e-10,6.25438e-10,7.22129e-10,8.14775e-10,9.1053e-10,1.02601e-09,1.16096e-09,1.32871e-09,1.57073e-09,2.06822e-09,All
8.47374e-12,1.34354e-09,6.88365e-10,8.69688e-10,1.00414e-09,1.13297e-09,1.26611e-09,1.42668e-09,1.61434e-09,1.84761e-09,2.18416e-09,2.8759e-09,All
1.17829e-11,1.86823e-09,9.57178e-10,1.20931e-09,1.39627e-09,1.57539e-09,1.76056e-09,1.98384e-09,2.24474e-09,2.56914e-09,3.03708e-09,3.99899e-09,All
1.63843e-11,2.5978e-09,1.33098e-09,1.68156e-09,1.94155e-09,2.19063e-09,2.44807e-09,2.75855e-09,3.12136e-09,3.57242e-09,4.22312e-09,5.56065e-09,All
2.27826e-11,3.61229e-09,1.85074e-09,2.33824e-09,2.69976e-09,3.04612e-09,3.4041e-09,3.83582e-09,4.34032e-09,4.9675e-09,5.87234e-09,7.73217e-09,All
