parameter,value,se_sa,rse_sa
Cl_pop,20.5484786117746,3.98993244338334,19.4171671721577
beta_Cl_tSCRMGDL,-0.41286099977491,0.180764323494021,43.7833371504146
V1_pop,24.6221601136884,2.23576617826242,9.08030070448395
Q_pop,23.4,,
V2_pop,12.1924751136068,4.58586149378744,37.6122276326783
omega_Cl,0.220988325698058,0.0420414501634939,19.0242855728661
omega_V1,0.233431797853237,0.162793808232967,69.7393455947756
omega_Q,1.02520794656962,0.558050691861439,54.4329268738791
omega_V2,1.0409542559963,0.427415669855629,41.0599858152795
a,4.61917455551345,1.67605967055944,36.2848307726084
b,0.0996950640828018,0.0341629107569647,34.2674043808133
