pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.37494,0.17425,-3.31277,0.00549987,-1.56919,0.122774,All
-0.954087,0.609873,-3.10401,0.00549987,-1.17099,0.276242,All
-0.533234,0.522749,-2.89525,0,-0.772787,0.644564,All
-0.112382,0.203291,-2.68649,0.0164996,-0.374585,0.399016,All
0.308471,0.377541,-2.47773,0.00549987,0.0236165,0.153468,All
0.729323,0.319457,-2.26897,0.043999,0.421818,0.460403,All
1.15018,0.145208,-2.06021,0.0384991,0.82002,0.337629,All
1.57103,0.0580832,-1.85145,0.0604986,1.21822,0.0920806,All
1.99188,0.0580832,-1.64269,0.109997,1.61642,0.122774,All
2.41273,0.145208,-1.43393,0.126497,2.01463,0.153468,All
,,-1.22518,0.197995,,,All
,,-1.01642,0.258494,,,All
,,-0.807657,0.285993,,,All
,,-0.598898,0.274993,,,All
,,-0.390138,0.368491,,,All
,,-0.181379,0.379491,,,All
,,0.0273799,0.43999,,,All
,,0.236139,0.379491,,,All
,,0.444898,0.461989,,,All
,,0.653657,0.390491,,,All
,,0.862417,0.313493,,,All
,,1.07118,0.263994,,,All
,,1.27994,0.153996,,,All
,,1.48869,0.0934978,,,All
,,1.69745,0.104498,,,All
,,1.90621,0.082498,,,All
,,2.11497,0.0329992,,,All
,,2.32373,0.0164996,,,All
,,2.53249,0.0274993,,,All
,,2.74125,0.0109997,,,All
