parameter,value
Cl_pop,13.4753227944757
beta_Cl_logtHCM,-1.36339721886986
V1_pop,23.3868289852574
beta_V1_logtCLCRMLMIN,-1.40469749014991
beta_V1_logtPROGDL,-0.563207290860066
Q_pop,23.4
beta_Q_LMP_1,0.869227521870843
beta_Q_logtAGEA,1.27193701801959
beta_Q_logtALBGDL,17.1226473970506
beta_Q_logtPROGDL,-16.7052206766119
V2_pop,3.81799072891046
beta_V2_SEXF_1,3.89820822399427
beta_V2_logtHCM,30.4494458662242
omega_Cl,0.265194643190086
omega_V1,0.144051956486707
omega_Q,4.45694701770528e-8
omega_V2,4.07988014325352e-8
a,1.46214766773674
b,0.0387540810257538
