pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.35926,0.149844,-3.37836,0.00552565,-1.64061,0.0525528,All
-0.869864,0.649326,-3.17057,0,-1.17546,0.420422,All
-0.380467,0.449533,-2.96279,0.00552565,-0.710324,0.472975,All
0.10893,0.324663,-2.755,0,-0.245183,0.394146,All
0.598326,0.224767,-2.54722,0.0165769,0.219958,0.315317,All
1.08772,0.174818,-2.33943,0.0165769,0.685098,0.28904,All
1.57712,0.12487,-2.13165,0.0552565,1.15024,0.183935,All
2.06652,0.0749222,-1.92386,0.0773591,1.61538,0.105106,All
2.55591,0.0499481,-1.71608,0.0828847,2.08052,0.0788292,All
3.04531,0.0249741,-1.50829,0.0884104,2.54566,0.0525528,All
,,-1.3005,0.143667,,,All
,,-1.09272,0.237603,,,All
,,-0.884934,0.248654,,,All
,,-0.677149,0.281808,,,All
,,-0.469364,0.364693,,,All
,,-0.261579,0.397847,,,All
,,-0.0537935,0.392321,,,All
,,0.153992,0.414424,,,All
,,0.361777,0.453103,,,All
,,0.569562,0.431001,,,All
,,0.777347,0.292859,,,All
,,0.985133,0.34259,,,All
,,1.19292,0.198923,,,All
,,1.4007,0.154718,,,All
,,1.60849,0.0884104,,,All
,,1.81627,0.0607821,,,All
,,2.02406,0.0497308,,,All
,,2.23184,0.0165769,,,All
,,2.43963,0.0331539,,,All
,,2.64741,0.0221026,,,All
