parameter,value
Cl_pop,13.5112010912113
V1_pop,23.7981443427938
beta_V1_ANTU_1,2.95777801317712
beta_V1_logtCLCRMLMIN,-3.11791972488401
beta_V1_logtPROGDL,-1.8895163599851
Q_pop,23.4
beta_Q_LMP_1,0.981620380176811
beta_Q_logtAGEA,1.28691167074269
beta_Q_logtALBGDL,18.3324464501844
beta_Q_logtPROGDL,-18.1537576931812
beta_Q_logtRAN,0.00610601369631165
V2_pop,2.5176250771011
beta_V2_SEXF_1,4.77352222886775
beta_V2_logtHCM,39.0152797127782
beta_V2_logtRAL,0.176210871635763
omega_Cl,0.25906968014564
omega_V1,1.71479971318881
omega_Q,5.92357372547836e-8
omega_V2,4.17264944925454e-8
a,1.34451574137744
b,0.0434337213742902
