Cl_pop,0.85159,-9.6802e-8,0.34676,-0.066107,0.00031488,7.081e-10,0.012534,-0.0024866,0.0030298,-8.5762e-6,nan
V1_pop,-9.6802e-8,1.0685e-11,-2.0632e-6,-7.0812e-7,-1.8938e-9,-8.0469e-14,-2.8495e-7,1.0125e-7,-7.8163e-8,8.0799e-10,nan
Q_pop,0.34676,-2.0632e-6,309.29,-2.2936,0.0089357,1.5259e-9,1.662,0.12703,0.048706,-9.1798e-5,nan
V2_pop,-0.066107,-7.0812e-7,-2.2936,12.495,-0.00037461,5.8279e-9,0.062251,-0.067258,0.0010123,-0.00018117,nan
omega_Cl,0.00031488,-1.8938e-9,0.0089357,-0.00037461,0.0023868,-5.1052e-12,0.00043726,-3.4648e-5,0.00013985,-1.1086e-6,nan
omega_V1,7.081e-10,-8.0469e-14,1.5259e-9,5.8279e-9,-5.1052e-12,4.5291e-15,-1.1704e-9,1.8211e-9,1.8097e-9,-6.1892e-12,nan
omega_Q,0.012534,-2.8495e-7,1.662,0.062251,0.00043726,-1.1704e-9,0.20634,-0.012745,0.00015153,-3.6256e-5,nan
omega_V2,-0.0024866,1.0125e-7,0.12703,-0.067258,-3.4648e-5,1.8211e-9,-0.012745,0.036655,-0.0030384,2.7845e-5,nan
a,0.0030298,-7.8163e-8,0.048706,0.0010123,0.00013985,1.8097e-9,0.00015153,-0.0030384,0.04412,-4.3775e-5,nan
b,-8.5762e-6,8.0799e-10,-9.1798e-5,-0.00018117,-1.1086e-6,-6.1892e-12,-3.6256e-5,2.7845e-5,-4.3775e-5,4.2552e-7,nan
c,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
