standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.12146,0.0460115,-2.10891,0.0928528,-1.93493,0.116172,-2.46265,0.0563614,All
-1.80939,0.092023,-1.72231,0.111423,-1.44053,0.18878,-2.0805,0.0187871,All
-1.49731,0.184046,-1.3357,0.241417,-0.946123,0.275909,-1.69835,0.112723,All
-1.18524,0.32208,-0.949097,0.222847,-0.45172,0.464688,-1.3162,0.206658,All
-0.873167,0.32208,-0.562491,0.389982,0.0426838,0.319473,-0.934049,0.187871,All
-0.561094,0.437109,-0.175885,0.389982,0.537087,0.392081,-0.551899,0.507252,All
-0.24902,0.391098,0.21072,0.427123,1.03149,0.203301,-0.16975,0.375743,All
0.0630536,0.115029,0.597326,0.297129,1.52589,0.159737,0.212399,0.39453,All
0.375127,0.276069,0.983932,0.259988,2.0203,0.029043,0.594548,0.26302,All
0.687201,0.230057,1.37054,0.185706,2.5147,0.0145215,0.976698,0.375743,All
0.999275,0.253063,1.75714,0.0742823,3.0091,0,1.35885,0.169084,All
1.31135,0.483121,2.14375,0.0557117,3.50351,0,1.741,0.0939356,All
1.62342,0.299075,2.53035,0.0371411,3.99791,0.0145215,2.12315,0.0563614,All
