parameter,value,se_sa,rse_sa
Cl_pop,20.6,4.08731350596448,19.8413276988567
beta_Cl_tSCRMGDL,-0.415,0.184321979605333,44.4149348446586
V1_pop,23.8,2.64765246797409,11.1245902015718
Q_pop,23.4,,
V2_pop,13.3,4.57206406615025,34.3764215500019
omega_Cl,0.224,0.044630258787891,19.9242226731656
omega_V1,0.299,0.0983359496780612,32.8882774843014
omega_Q,0.946,0.637132093564892,67.3501155988258
omega_V2,0.795,0.265397337153051,33.3833128494404
a,2.28081967106663,0.346768039527879,15.20365875158
