parameter,value,se_lin,rse_lin
Cl_pop,20.6486093421681,4.04363046608912,19.5830644043971
beta_Cl_tSCRMGDL,-0.415245411251405,0.182686974926536,43.9949412989251
V1_pop,24.0161624102408,2.19211279459809,9.12765643882949
Q_pop,23.4,,
V2_pop,12.8306091725984,2.90532894595147,22.6437334881667
omega_Cl,0.223798601630905,0.0426924181515839,19.0762667150144
omega_V1,0.309935104164044,0.071982448447834,23.2250066161382
omega_Q,0.864869596823748,0.246760127465662,28.5314836331274
omega_V2,0.774744284675212,0.184330188138203,23.792390829379
a,1.88020227025901,0.221590061367795,11.7854373900564
