iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
1,460.793,1,13.5151,28.1128,23.4891,12.4303,1.90096,0.260642,0.774354,0.31062,0.776473
2,453.071,1,13.3248,27.8199,23.0549,13.8474,1.92633,0.256338,0.83657,0.302588,0.751529
3,447.828,1,13.5009,27.6699,23.2564,14.4375,1.84727,0.267396,0.848144,0.299719,0.774595
4,443.011,1,13.4137,26.2229,23.7067,14.5548,1.78433,0.26575,0.823805,0.292435,0.862364
5,447.22,1,13.2439,24.995,23.7382,13.9454,1.85561,0.259076,0.79408,0.303,0.805653
6,444.32,1,13.3404,23.353,23.5235,13.1282,1.83392,0.259837,0.841545,0.286529,0.78089
7,445.635,1,13.4148,22.5764,23.9799,13.1474,1.79873,0.267399,0.903773,0.290462,0.817991
8,441.572,1,13.4782,23.4399,24.1253,13.3274,1.77692,0.264161,0.902144,0.286699,0.78969
9,446.996,1,13.5111,22.5791,24.5273,12.9013,1.82325,0.266649,0.849961,0.298126,0.819852
10,453.155,1,13.5115,22.886,24.2249,11.9989,1.90154,0.260037,0.880183,0.295705,0.780942
11,455.492,1,13.3695,23.9525,24.5241,12.7244,1.97179,0.260809,0.789866,0.291143,0.766323
12,463.269,1,13.4244,24.4745,24.4618,11.9877,2.04459,0.256925,0.764899,0.306453,0.795667
13,461.762,1,13.4973,24.0934,23.8971,10.7242,1.99172,0.258284,0.801475,0.306092,0.841607
14,463.009,1,13.6978,25.4655,23.5288,11.0679,2.03976,0.261213,0.750896,0.310124,0.792105
15,455.357,1,13.5609,25.5541,23.4613,11.2783,1.96858,0.263421,0.725172,0.303382,0.797268
16,460.353,1,13.5495,27.806,23.6411,11.6126,2.01223,0.257111,0.788579,0.309389,0.762753
17,449.345,1,13.5178,27.6111,23.1061,12.0987,1.86274,0.260462,0.792985,0.316647,0.805483
18,451.408,1,13.4521,27.6373,23.5791,11.5888,1.90632,0.259345,0.771239,0.303448,0.809275
19,457.379,1,13.6173,28.5507,23.6775,12.2679,1.95815,0.259781,0.784038,0.288921,0.867093
20,460.543,1,13.6608,28.6792,23.2791,11.8319,1.99739,0.271003,0.805377,0.281944,0.818008
