time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
31.833,0.725386,31.833,0.115326,31.833,0.737855,3.62148,-0.186076,1.15419,0.176932,3.62148,-0.0916935,All
32.9374,0.654025,32.9374,0.0916693,32.9374,0.66576,3.83825,-0.0948677,1.25843,0.163102,3.83825,-0.0154699,All
34.0801,0.589235,34.0801,0.0713378,34.0801,0.600522,4.068,-0.0202654,1.37208,0.148024,4.068,0.0462151,All
34.6997,0.555513,34.6997,0.0609582,34.6997,0.566605,4.3115,0.0417615,1.49599,0.131584,4.3115,0.0968555,All
35.2624,0.53033,35.2624,0.053997,35.2624,0.541419,4.56957,0.0861567,1.6311,0.114433,4.56957,0.132093,All
36.4858,0.476744,36.4858,0.0393899,36.4858,0.487864,4.84309,0.109571,1.7784,0.0999146,4.84309,0.149062,All
37.5664,0.43882,37.5664,0.0306769,37.5664,0.450238,4.87423,0.112237,1.93901,0.0840855,4.87423,0.150994,All
37.7516,0.432842,37.7516,0.0294159,37.7516,0.444326,5.13298,0.11823,2.11413,0.0668268,5.13298,0.153207,All
39.0613,0.390568,39.0613,0.020499,39.0613,0.402518,5.44022,0.107131,2.30506,0.0480095,5.44022,0.140231,All
40.4164,0.374749,40.4164,0.0228352,40.4164,0.387604,5.76586,0.0953682,2.51323,0.0325971,5.76586,0.126479,All
40.433,0.374561,40.433,0.0228661,40.433,0.387427,6.11098,0.0661313,2.7402,0.0180284,6.11098,0.0978493,All
41.8186,0.358851,41.8186,0.0254472,41.8186,0.372649,6.12698,0.0645484,2.87226,0.0108094,6.12698,0.0963314,All
43.2694,0.342402,43.2694,0.0281499,43.2694,0.357176,6.47676,0.0296721,2.98768,0.00496332,6.47676,0.0630271,All
43.2997,0.342058,43.2997,0.0282063,43.2997,0.356853,6.86444,-0.00742911,3.2575,-0.00633442,6.86444,0.0280345,All
44.7706,0.325382,44.7706,0.0309463,44.7706,0.341166,7.27533,-0.013509,3.55169,-0.0143733,7.27533,0.0224461,All
46.1664,0.309556,46.1664,0.0335466,46.1664,0.326279,7.37974,-0.0132018,3.87244,-0.0200082,7.37974,0.0227793,All
46.3238,0.307771,46.3238,0.0338398,46.3238,0.324601,7.7108,-0.0122277,4.22217,-0.0242898,7.7108,0.0238357,All
47.9309,0.28955,47.9309,0.0368336,47.9309,0.30746,8.17235,-0.0108696,4.59032,-0.0241757,8.17235,0.0253085,All
49.0331,0.281446,49.0331,0.0403717,49.0331,0.300019,8.63249,-0.00951574,4.60348,-0.0240984,8.63249,0.0267767,All
49.5938,0.280766,49.5938,0.0432486,49.5938,0.299577,8.66152,-0.00943032,5.01923,-0.0195662,8.66152,0.0268694,All
51.3143,0.27898,51.3143,0.051687,51.3143,0.298301,9.17997,-0.00790485,5.47252,-0.0108859,9.17997,0.0285237,All
51.8998,0.278125,51.8998,0.0541458,51.8998,0.297481,9.72945,-0.00628807,5.96675,0.00207109,9.72945,0.0302771,All
53.0946,0.276118,53.0946,0.0588114,53.0946,0.295436,9.88524,-0.00582968,6.30839,0.0110276,9.88524,0.0307742,All
54.7664,0.27129,54.7664,0.0636266,54.7664,0.290145,10.3118,-0.00457451,6.50562,0.0161983,10.3118,0.0321355,All
54.9366,0.270602,54.9366,0.0639589,54.9366,0.289376,10.9291,-0.00275838,7.09315,0.0325728,10.9291,0.034105,All
56.8425,0.25778,56.8425,0.0642174,56.8425,0.275212,11.138,-0.00214362,7.73375,0.0472766,11.138,0.0347717,All
57.6331,0.25107,57.6331,0.0634007,57.6331,0.267845,11.5832,-0.000833545,8.02646,0.0533108,11.5832,0.0361925,All
58.8145,0.241043,58.8145,0.0621805,58.8145,0.256836,12.2766,0.0012065,8.43219,0.061675,12.2766,0.0384049,All
60.4998,0.22674,60.4998,0.0604398,60.4998,0.241132,12.3907,0.00154243,9.19372,0.074364,12.3907,0.0387692,All
60.855,0.223726,60.855,0.0600729,60.855,0.237823,13.0114,0.00336866,9.74453,0.0810149,13.0114,0.0407497,All
62.9662,0.205808,62.9662,0.0578922,62.9662,0.218149,13.6435,0.00522849,10.024,0.0836882,13.6435,0.0427667,All
