iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,625.972,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,592.281,1,17.9927,24.0895,15.2387,1.2124,0.169049,0.445249,0.996188,0.996731,1.00399
3,568.277,1,18.1606,23.9111,15.6379,1.28417,0.138087,0.443282,1.03071,1.01153,1.02762
4,540.472,1,17.5604,22.7572,18.1019,1.43877,0.0986726,0.442665,0.987273,1.0818,1.03472
5,515.924,1,17.6154,23.0111,19.5169,1.40377,0.0778399,0.449155,0.996621,1.07394,1.12783
6,510.954,1,17.5984,23.2489,17.7909,1.4431,0.0713608,0.443779,1.01415,1.07033,1.1576
7,500.02,1,17.7032,23.8463,18.1696,1.55468,0.0602669,0.448386,0.887306,1.01692,1.14229
8,497.19,1,17.6687,25.0939,16.6581,1.6795,0.0512158,0.454455,0.951329,0.961819,1.09595
9,494.188,1,17.7168,25.4617,14.7284,1.84944,0.0404974,0.454988,0.919788,0.923561,1.08671
10,480.42,1,17.7084,25.5063,15.3277,1.76477,0.0335755,0.456973,0.932731,0.917802,1.12811
11,479.939,1,17.7469,26.204,16.7959,1.83011,0.0291085,0.454879,1.03708,0.883592,1.04471
12,472.73,1,17.6705,25.8447,16.5705,1.71167,0.0280999,0.452557,1.12369,0.887658,1.15361
13,465.866,1,17.662,25.4911,17.7199,1.60671,0.0299318,0.458177,1.15087,0.867833,1.11882
14,453.132,1,17.6377,25.9546,17.8591,1.53431,0.0267123,0.457166,1.11403,0.840453,1.10031
15,450.585,1,17.5582,25.5652,18.0011,1.53426,0.0237929,0.457285,1.08449,0.846144,1.17548
16,446.738,1,17.6995,25.7301,17.7057,1.52808,0.0193516,0.450724,1.12445,0.861801,1.32675
17,444.75,1,17.704,25.8406,17.1309,1.52793,0.014594,0.452887,1.22099,0.850166,1.42156
18,441.731,1,17.6358,26.2678,18.2523,1.51409,0.0158867,0.452944,1.12919,0.835628,1.40647
19,440.583,1,17.663,26.3836,18.9155,1.53629,0.0146112,0.451831,1.04592,0.835214,1.37304
20,436.57,1,17.7376,25.4285,18.6317,1.53619,0.0111696,0.448247,1.06403,0.846443,1.25017
21,436.082,1,17.7258,25.2455,19.9963,1.56593,0.00746309,0.455039,1.06305,0.834665,1.26137
22,436.685,1,17.4825,25.1567,20.8674,1.56596,0.00803741,0.457368,1.15769,0.845738,1.14703
